client_id,anciennete_mois,nb_achats_12m,ca_12m,panier_moyen,marge_12m,nb_visites_90j,nb_contacts_service,recence_jours,remise_moyenne,satisfaction_10,nb_categories,canal_principal,region,churn_90j
69725,13,1,38.38,38.38,13.49,0,0,261,0.27,4.0,1,web,D,1
69726,16,0,0.0,0.0,0.0,2,3,140,0.021,7.0,1,magasin,C,0
69727,40,2,59.43,29.72,18.8,1,1,384,0.168,9.0,6,mixte,B,0
69728,96,4,48.42,12.1,10.61,2,0,195,0.19,6.0,3,web,A,0
69729,13,1,30.12,30.12,9.37,1,0,7,0.434,8.0,3,web,A,0
69730,57,8,324.49,40.56,103.34,4,0,2,0.058,9.0,3,mixte,C,0
69731,32,1,20.01,20.01,5.81,4,0,49,0.212,8.0,1,magasin,D,0
69732,32,2,38.66,19.33,7.65,3,3,107,0.135,8.0,4,mixte,B,0
69733,13,4,312.06,78.02,126.81,3,1,235,0.294,2.0,1,mixte,C,0
69734,44,9,386.71,42.97,152.46,3,1,24,0.205,10.0,2,web,A,0
69735,24,3,102.19,34.06,33.33,6,2,21,0.085,8.0,1,magasin,B,0
69736,7,1,43.2,43.2,14.6,0,0,641,0.065,6.0,1,web,D,0
69737,13,0,0.0,0.0,0.0,1,0,334,0.208,9.0,1,web,D,0
69738,48,14,636.03,45.43,239.13,6,0,1,0.022,7.0,2,mixte,E,0
69739,34,1,58.2,58.2,29.36,2,1,243,0.242,10.0,1,mixte,D,0
69740,7,2,34.94,17.47,10.9,2,0,80,0.492,5.0,1,web,E,0
69741,56,1,41.78,41.78,13.14,1,1,31,0.052,4.0,1,magasin,A,0
69742,14,0,0.0,0.0,0.0,1,1,411,0.075,7.0,5,web,E,0
69743,61,0,0.0,0.0,0.0,0,2,900,0.453,6.0,1,web,D,0
69744,15,4,168.02,42.0,58.82,3,1,217,0.533,6.0,4,mixte,E,0
69745,96,4,104.88,26.22,32.74,1,0,144,0.149,10.0,3,magasin,E,0
69746,22,0,0.0,0.0,0.0,0,0,287,0.233,7.0,1,mixte,A,1
69747,72,9,311.84,34.65,84.54,1,0,95,0.198,7.0,2,magasin,E,0
69748,37,6,126.94,21.16,29.7,1,1,141,0.259,7.0,1,web,C,0
69749,18,11,469.52,42.68,150.64,12,2,49,0.249,8.0,2,web,B,0
69750,52,2,43.01,21.5,10.03,3,2,69,0.253,8.0,4,magasin,D,0
69751,28,5,175.43,35.09,54.96,3,1,199,0.24,9.0,2,web,B,0
69752,1,4,288.99,72.25,118.68,5,1,28,0.336,8.0,2,web,A,0
69753,18,8,849.8,106.22,377.98,1,1,46,0.066,8.0,1,mixte,E,0
69754,23,2,55.11,27.56,15.69,0,3,421,0.08,4.0,2,web,D,0
69755,42,7,280.88,40.13,122.03,1,0,45,0.212,9.0,1,web,D,0
69756,7,1,32.06,32.06,10.81,0,0,271,0.296,6.0,1,magasin,C,0
69757,10,5,170.57,34.11,49.45,3,0,7,0.137,7.0,1,mixte,A,0
69758,52,4,236.72,59.18,89.5,2,0,231,0.132,8.0,1,magasin,C,0
69759,9,4,169.4,42.35,70.15,1,0,247,0.45,7.0,5,web,D,0
69760,81,10,564.86,56.49,233.54,1,1,24,0.223,10.0,4,mixte,C,0
69761,81,0,0.0,0.0,0.0,2,1,119,0.242,5.0,5,mixte,D,0
69762,34,2,35.36,17.68,12.24,1,1,68,0.083,7.0,1,mixte,B,0
69763,22,3,191.86,63.95,68.64,0,0,357,0.11,7.0,1,web,E,0
69764,96,8,158.83,19.85,31.72,4,0,56,0.194,10.0,3,magasin,C,0
69765,67,10,381.98,38.2,127.85,4,0,76,0.47,6.0,4,magasin,A,0
69766,96,0,0.0,0.0,0.0,0,1,722,0.186,9.0,1,magasin,D,0
69767,15,0,0.0,0.0,0.0,2,0,24,0.277,10.0,1,mixte,A,0
69768,55,6,179.38,29.9,57.6,2,0,5,0.079,10.0,1,mixte,C,0
69769,21,4,142.77,35.69,44.08,3,2,262,0.282,5.0,1,magasin,C,0
69770,32,23,1567.57,68.16,551.78,8,1,70,0.231,10.0,2,mixte,C,0
69771,14,1,18.65,18.65,5.14,0,1,369,0.338,5.0,3,mixte,E,0
69772,17,2,27.28,13.64,6.9,0,0,361,0.091,7.0,2,web,E,0
69773,28,1,26.13,26.13,7.65,0,0,746,0.102,10.0,1,web,B,0
69774,21,2,73.71,36.85,32.8,2,1,180,0.302,7.0,1,web,B,0
69775,5,1,43.76,43.76,14.14,0,0,477,0.087,7.0,2,mixte,D,0
69776,20,0,0.0,0.0,0.0,0,1,871,0.281,7.0,1,mixte,E,0
69777,3,0,0.0,0.0,0.0,0,0,407,0.119,7.0,1,magasin,E,0
69778,43,0,0.0,0.0,0.0,0,1,734,0.472,8.0,1,mixte,B,0
69779,23,5,77.15,15.43,18.03,2,0,58,0.402,6.0,2,magasin,D,0
69780,50,1,35.49,35.49,12.66,2,0,114,0.368,7.0,3,magasin,B,0
69781,96,0,0.0,0.0,0.0,0,3,380,0.377,4.0,1,magasin,D,1
69782,47,12,871.3,72.61,361.12,4,2,54,0.058,6.0,4,mixte,B,0
69783,51,6,377.75,62.96,118.54,4,2,98,0.077,9.0,2,magasin,E,0
69784,29,4,233.45,58.36,78.9,4,0,95,0.213,6.0,1,magasin,C,0
69785,53,11,905.22,82.29,416.56,3,3,15,0.095,7.0,3,web,A,0
69786,38,25,2043.72,81.75,752.64,11,0,13,0.369,9.0,3,magasin,E,0
69787,25,16,566.35,35.4,137.9,5,0,54,0.215,9.0,2,web,E,0
69788,29,0,0.0,0.0,0.0,1,2,286,0.392,6.0,1,magasin,C,0
69789,41,1,40.0,40.0,13.7,0,0,479,0.346,9.0,3,web,A,0
69790,24,0,0.0,0.0,0.0,4,0,16,0.059,6.0,2,web,E,0
69791,56,13,303.63,23.36,87.28,6,1,72,0.094,8.0,3,magasin,B,0
69792,38,3,89.73,29.91,25.77,2,0,302,0.23,9.0,1,web,C,0
69793,94,8,542.74,67.84,221.34,2,0,107,0.014,10.0,2,mixte,B,0
69794,46,9,137.37,15.26,38.07,4,0,65,0.145,8.0,3,magasin,E,0
69795,47,5,297.89,59.58,110.8,1,0,179,0.19,5.0,4,mixte,C,0
69796,22,3,163.98,54.66,67.19,0,0,505,0.115,8.0,2,magasin,A,0
69797,67,2,101.36,50.68,41.98,0,0,363,0.269,6.0,1,magasin,C,0
69798,71,5,187.66,37.53,73.39,3,0,114,0.149,7.0,2,magasin,C,0
69799,16,0,0.0,0.0,0.0,1,0,24,0.279,8.0,1,web,E,0
69800,46,6,354.32,59.05,160.94,2,1,249,0.032,9.0,1,magasin,A,0
69801,44,1,28.92,28.92,10.46,0,1,126,0.311,7.0,1,web,E,0
69802,34,5,529.34,105.87,262.61,2,0,62,0.201,8.0,5,web,C,0
69803,1,0,0.0,0.0,0.0,0,2,900,0.263,6.0,2,magasin,C,1
69804,34,0,0.0,0.0,0.0,0,0,780,0.308,7.0,1,mixte,C,0
69805,73,6,300.36,50.06,110.14,1,0,31,0.228,8.0,1,web,B,0
69806,1,2,116.99,58.5,46.87,2,1,13,0.121,8.0,2,web,C,0
69807,38,5,191.06,38.21,73.89,1,0,100,0.076,5.0,3,magasin,C,0
69808,39,13,1096.41,84.34,416.64,5,1,24,0.14,8.0,1,mixte,B,0
69809,25,5,346.72,69.34,134.79,2,0,297,0.0,8.0,1,mixte,E,0
69810,30,42,2715.01,64.64,978.36,9,2,10,0.296,8.0,5,web,E,0
69811,11,2,39.91,19.95,10.89,6,1,28,0.088,9.0,4,magasin,D,0
69812,39,11,1452.4,132.04,551.23,3,1,15,0.344,6.0,1,web,A,0
69813,91,6,280.52,46.75,107.57,0,0,111,0.061,8.0,1,mixte,D,0
69814,40,3,45.19,15.06,14.11,2,2,70,0.211,10.0,1,web,C,0
69815,11,2,72.25,36.12,25.74,2,1,234,0.223,9.0,1,web,E,0
69816,64,8,142.86,17.86,56.02,3,0,36,0.202,7.0,2,magasin,D,0
69817,26,6,147.92,24.65,33.37,1,1,114,0.178,7.0,2,mixte,C,0
69818,31,9,667.56,74.17,214.87,2,2,68,0.064,9.0,2,mixte,B,0
69819,31,7,461.01,65.86,190.6,0,0,87,0.324,10.0,3,web,B,0
69820,53,8,534.96,66.87,224.41,2,2,228,0.075,10.0,2,mixte,A,0
69821,70,20,573.41,28.67,198.83,4,3,16,0.18,8.0,2,web,D,0
69822,28,7,618.34,88.33,269.56,0,0,216,0.05,9.0,3,mixte,C,0
69823,40,0,0.0,0.0,0.0,4,0,31,0.065,7.0,1,magasin,C,0
69824,19,1,18.65,18.65,6.94,1,0,86,0.185,6.0,1,web,C,0
69825,11,3,190.45,63.48,102.5,0,0,53,0.01,8.0,1,web,D,0
69826,30,0,0.0,0.0,0.0,0,0,463,0.061,6.0,2,magasin,D,0
69827,43,0,0.0,0.0,0.0,2,3,172,0.215,7.0,1,web,E,0
69828,27,1,41.34,41.34,17.15,0,1,566,0.045,6.0,1,magasin,C,0
69829,23,0,0.0,0.0,0.0,0,0,711,0.159,9.0,3,magasin,E,0
69830,31,7,364.73,52.1,155.13,2,1,55,0.061,9.0,1,magasin,A,0
69831,81,11,1207.83,109.8,527.98,4,0,24,0.32,10.0,2,web,D,0
69832,14,3,79.65,26.55,22.46,5,1,102,0.176,6.0,1,web,B,0
69833,15,2,74.27,37.14,26.68,1,0,170,0.143,8.0,2,web,B,0
69834,16,8,491.2,61.4,166.42,2,2,0,0.024,9.0,1,web,A,0
69835,8,0,0.0,0.0,0.0,0,1,900,0.131,5.0,2,mixte,B,1
69836,23,11,443.15,40.29,141.71,5,1,58,0.245,7.0,2,magasin,D,0
69837,25,0,0.0,0.0,0.0,1,1,900,0.069,7.0,1,mixte,C,0
69838,9,0,0.0,0.0,0.0,1,1,291,0.315,7.0,1,magasin,E,0
69839,21,6,447.06,74.51,164.21,4,2,50,0.118,7.0,5,web,E,0
69840,55,0,0.0,0.0,0.0,0,1,389,0.129,6.0,3,mixte,C,0
69841,54,9,1200.69,133.41,454.45,6,1,22,0.0,8.0,7,magasin,D,0
69842,55,10,543.55,54.36,223.23,4,1,75,0.149,9.0,2,web,B,0
69843,43,2,48.01,24.0,16.36,3,1,96,0.26,9.0,1,web,A,0
69844,44,17,2421.63,142.45,1012.35,11,0,46,0.261,10.0,3,web,C,0
69845,32,0,0.0,0.0,0.0,1,0,12,0.166,9.0,3,magasin,E,0
69846,64,2,93.28,46.64,35.84,2,1,290,0.108,9.0,1,magasin,D,0
69847,71,8,213.15,26.64,51.79,1,2,253,0.111,8.0,4,web,C,0
69848,25,0,0.0,0.0,0.0,0,1,741,0.199,6.0,2,web,A,0
69849,56,23,2505.86,108.95,964.43,9,0,6,0.116,8.0,4,web,A,0
69850,79,2,35.0,17.5,10.11,0,1,190,0.16,9.0,3,web,E,0
69851,74,10,334.71,33.47,114.16,4,0,67,0.222,8.0,1,web,B,0
69852,41,11,527.25,47.93,172.43,3,2,14,0.394,10.0,4,web,C,0
69853,51,10,248.44,24.84,68.46,3,0,42,0.133,9.0,1,mixte,C,0
69854,1,1,23.51,23.51,8.59,0,2,100,0.358,9.0,1,magasin,A,0
69855,1,0,0.0,0.0,0.0,0,0,900,0.312,8.0,2,web,C,0
69856,3,0,0.0,0.0,0.0,1,0,652,0.349,4.0,1,magasin,E,0
69857,49,0,0.0,0.0,0.0,0,3,478,0.314,5.0,1,magasin,C,0
69858,15,0,0.0,0.0,0.0,0,1,398,0.189,9.0,1,web,B,0
69859,15,1,15.32,15.32,3.59,0,3,359,0.116,8.0,2,web,E,0
69860,1,0,0.0,0.0,0.0,0,1,900,0.077,7.0,2,magasin,A,0
69861,37,0,0.0,0.0,0.0,0,0,406,0.244,4.0,1,web,B,0
69862,40,4,201.4,50.35,73.14,0,3,497,0.433,8.0,2,web,A,0
69863,32,9,1076.84,119.65,464.48,7,1,194,0.249,8.0,2,magasin,A,0
69864,17,0,0.0,0.0,0.0,2,1,160,0.102,9.0,3,web,D,0
69865,57,9,881.49,97.94,376.67,3,0,221,0.098,8.0,1,web,D,0
69866,11,0,0.0,0.0,0.0,0,0,725,0.515,8.0,2,web,B,0
69867,15,2,129.15,64.58,51.87,0,0,477,0.063,7.0,3,web,B,1
69868,26,17,861.04,50.65,380.52,0,2,61,0.472,9.0,1,mixte,D,0
69869,27,0,0.0,0.0,0.0,0,1,630,0.331,5.0,5,mixte,C,0
69870,7,1,41.08,41.08,11.03,0,0,52,0.286,7.0,1,web,B,0
69871,1,0,0.0,0.0,0.0,0,1,900,0.227,5.0,1,web,E,0
69872,56,24,1155.53,48.15,331.56,8,3,24,0.211,7.0,3,web,D,0
69873,81,17,1026.4,60.38,384.54,6,4,44,0.268,6.0,3,mixte,B,0
69874,45,9,426.12,47.35,166.19,5,1,90,0.083,8.0,4,magasin,B,0
69875,23,8,653.98,81.75,228.18,6,3,54,0.174,10.0,1,web,A,0
69876,12,3,73.98,24.66,22.81,4,1,65,0.327,10.0,1,magasin,B,0
69877,60,8,547.67,68.46,236.15,3,1,57,0.183,9.0,1,mixte,D,0
69878,51,11,818.9,74.45,259.49,5,1,57,0.064,8.0,1,magasin,E,0
69879,15,1,89.81,89.81,35.96,4,1,50,0.086,8.0,1,web,B,0
69880,32,0,0.0,0.0,0.0,0,1,612,0.264,8.0,1,magasin,D,0
69881,40,4,205.01,51.25,58.77,9,1,138,0.309,8.0,3,magasin,C,0
69882,72,28,2365.42,84.48,768.9,8,3,42,0.163,6.0,3,mixte,C,0
69883,58,4,679.18,169.8,285.18,5,1,182,0.044,6.0,2,magasin,C,0
69884,16,11,406.8,36.98,110.38,1,2,85,0.424,10.0,2,web,B,0
69885,21,4,272.93,68.23,83.21,1,2,2,0.074,7.0,1,mixte,A,0
69886,9,4,52.56,13.14,9.33,1,0,39,0.244,7.0,1,web,B,0
69887,46,1,12.99,12.99,4.09,1,1,231,0.223,7.0,2,web,E,0
69888,6,1,18.48,18.48,5.87,1,0,177,0.161,8.0,2,mixte,B,1
69889,28,1,76.99,76.99,30.74,0,1,435,0.0,9.0,2,magasin,D,0
69890,23,2,71.29,35.65,26.44,0,1,435,0.137,9.0,1,web,E,0
69891,28,14,903.14,64.51,242.05,5,1,19,0.376,8.0,2,web,D,0
69892,48,3,132.37,44.12,49.83,1,3,132,0.212,7.0,1,web,C,0
69893,24,0,0.0,0.0,0.0,0,1,384,0.259,7.0,1,magasin,D,0
69894,14,7,491.74,70.25,185.87,1,1,39,0.22,6.0,1,web,E,1
69895,96,2,151.37,75.68,37.14,1,4,481,0.373,6.0,3,web,E,0
69896,41,0,0.0,0.0,0.0,0,1,668,0.113,5.0,1,web,B,1
69897,1,1,47.19,47.19,21.28,1,0,234,0.112,7.0,1,magasin,E,0
69898,29,1,11.43,11.43,3.43,0,2,842,0.516,6.0,2,web,A,0
69899,36,4,191.22,47.8,64.33,0,4,513,0.273,7.0,1,mixte,E,0
69900,50,2,31.21,15.6,9.1,2,0,101,0.369,7.0,1,magasin,B,0
69901,4,2,32.57,16.28,7.8,0,1,44,0.151,10.0,1,web,D,0
69902,52,22,1562.39,71.02,606.87,4,3,10,0.286,10.0,4,mixte,E,0
69903,68,5,251.6,50.32,74.4,0,1,550,0.346,6.0,3,mixte,B,0
69904,11,1,50.37,50.37,19.24,0,0,142,0.099,9.0,1,magasin,C,0
69905,45,17,806.43,47.44,235.09,2,0,23,0.31,9.0,4,mixte,A,0
69906,12,10,273.85,27.38,83.5,1,0,68,0.411,10.0,3,web,B,0
69907,96,3,202.07,67.36,83.42,0,0,300,0.009,9.0,2,magasin,B,0
69908,10,1,44.72,44.72,18.33,1,0,255,0.361,6.0,5,magasin,E,0
69909,30,2,74.65,37.33,31.37,0,1,377,0.051,9.0,2,mixte,B,0
69910,43,2,35.35,17.68,9.94,1,1,261,0.151,7.0,2,mixte,B,0
69911,15,7,380.86,54.41,129.42,3,0,50,0.228,8.0,1,web,C,0
69912,96,12,1159.5,96.62,429.76,7,0,87,0.006,9.0,4,magasin,A,0
69913,65,1,28.13,28.13,9.14,0,0,900,0.462,7.0,2,web,D,0
69914,55,5,383.56,76.71,165.04,4,1,115,0.092,9.0,2,magasin,E,0
69915,32,1,25.83,25.83,10.14,2,0,264,0.091,5.0,1,web,B,0
69916,28,1,55.34,55.34,21.79,0,3,900,0.124,6.0,2,magasin,E,1
69917,58,14,965.48,68.96,300.32,4,1,188,0.235,7.0,5,web,C,0
69918,11,2,59.28,29.64,17.33,1,0,195,0.353,6.0,1,web,D,0
69919,7,2,56.65,28.32,16.03,0,0,110,0.078,7.0,1,web,A,0
69920,12,1,43.02,43.02,17.03,1,1,85,0.009,8.0,2,web,D,0
69921,19,6,137.08,22.85,34.43,3,1,92,0.366,10.0,2,web,C,0
69922,26,1,43.85,43.85,16.78,5,1,33,0.158,8.0,2,magasin,E,0
69923,11,1,18.88,18.88,6.22,1,0,71,0.102,7.0,2,web,C,0
69924,78,4,191.2,47.8,67.65,8,2,6,0.278,6.0,1,mixte,D,0
69925,71,1,58.19,58.19,25.85,0,0,417,0.374,6.0,2,magasin,D,0
69926,96,8,173.52,21.69,43.62,2,1,24,0.265,8.0,1,magasin,B,0
69927,58,0,0.0,0.0,0.0,0,1,589,0.161,7.0,4,web,C,0
69928,13,6,392.24,65.37,161.04,2,0,69,0.369,9.0,1,magasin,C,0
69929,31,6,178.86,29.81,51.94,5,0,81,0.126,9.0,4,web,D,0
69930,38,0,0.0,0.0,0.0,0,1,325,0.44,7.0,1,mixte,E,0
69931,40,3,96.77,32.26,28.8,1,0,36,0.068,7.0,1,web,B,0
69932,16,0,0.0,0.0,0.0,1,1,369,0.089,5.0,1,magasin,B,0
69933,34,0,0.0,0.0,0.0,0,0,78,0.138,6.0,1,mixte,E,0
69934,33,1,15.4,15.4,4.96,0,0,97,0.296,9.0,1,mixte,B,0
69935,85,9,673.16,74.8,266.72,3,1,22,0.112,8.0,1,mixte,C,0
69936,19,1,29.81,29.81,13.0,0,2,224,0.43,7.0,1,web,B,0
69937,23,6,126.9,21.15,28.72,5,1,29,0.417,10.0,1,web,B,0
69938,3,1,21.76,21.76,6.38,0,0,60,0.299,8.0,1,mixte,D,0
69939,7,2,71.11,35.56,31.84,1,1,42,0.228,10.0,1,mixte,B,0
69940,96,40,3524.74,88.12,1154.71,14,3,108,0.092,9.0,6,web,D,0
69941,49,0,0.0,0.0,0.0,0,0,696,0.075,8.0,1,web,D,0
69942,80,0,0.0,0.0,0.0,0,1,595,0.528,8.0,1,magasin,B,0
69943,23,4,216.61,54.15,80.95,4,0,38,0.052,8.0,4,web,C,0
69944,26,4,200.11,50.03,77.39,1,3,122,0.076,8.0,2,web,B,0
69945,23,0,0.0,0.0,0.0,3,0,244,0.342,10.0,2,magasin,D,0
69946,30,4,167.17,41.79,48.63,2,1,163,0.218,6.0,1,mixte,A,0
69947,12,1,112.23,112.23,43.45,1,0,210,0.112,8.0,1,web,A,0
69948,13,1,50.59,50.59,17.79,1,0,13,0.166,7.0,1,magasin,C,0
69949,36,10,535.24,53.52,215.15,4,1,31,0.413,10.0,3,mixte,A,0
69950,46,15,2543.5,169.57,1192.8,0,1,251,0.151,7.0,5,web,C,0
69951,47,1,56.8,56.8,22.85,1,1,12,0.084,5.0,1,web,B,0
69952,18,4,203.78,50.94,69.29,5,0,29,0.107,10.0,2,web,A,0
69953,1,0,0.0,0.0,0.0,0,0,348,0.39,8.0,1,mixte,B,0
69954,7,3,48.33,16.11,14.0,2,2,69,0.226,9.0,3,magasin,C,0
69955,48,28,704.45,25.16,143.04,13,0,67,0.099,9.0,4,web,D,0
69956,57,9,545.38,60.6,199.22,1,2,48,0.113,8.0,1,mixte,B,0
69957,17,8,332.01,41.5,121.12,4,1,17,0.151,10.0,1,web,B,0
69958,20,3,125.51,41.84,44.77,6,0,19,0.294,10.0,6,mixte,C,0
69959,50,3,72.81,24.27,23.18,4,1,107,0.049,10.0,1,web,A,0
69960,42,6,477.36,79.56,201.73,3,0,76,0.237,8.0,2,magasin,C,0
69961,29,11,517.21,47.02,170.05,5,1,117,0.089,9.0,2,web,B,0
69962,59,0,0.0,0.0,0.0,0,0,865,0.295,8.0,2,magasin,A,1
69963,54,6,58.86,9.81,17.0,4,0,207,0.387,10.0,4,web,A,0
69964,15,2,79.01,39.51,23.54,2,0,7,0.183,6.0,1,web,A,0
69965,27,5,144.41,28.88,53.96,1,0,25,0.064,10.0,2,mixte,C,0
69966,31,0,0.0,0.0,0.0,1,0,132,0.223,8.0,1,magasin,B,0
69967,21,9,871.39,96.82,354.27,4,0,0,0.296,10.0,2,magasin,C,0
69968,42,7,382.82,54.69,135.16,3,1,33,0.464,7.0,4,web,E,0
69969,55,3,72.47,24.16,16.37,2,1,217,0.097,6.0,3,magasin,C,0
69970,35,6,325.54,54.26,128.1,0,3,435,0.186,3.0,2,web,D,0
69971,34,7,424.96,60.71,139.7,4,1,188,0.107,6.0,2,magasin,E,0
69972,70,30,833.97,27.8,266.22,10,1,19,0.154,9.0,2,magasin,B,0
69973,29,4,91.8,22.95,25.85,2,0,28,0.127,10.0,5,web,C,0
69974,1,0,0.0,0.0,0.0,1,0,900,0.106,7.0,3,web,B,0
69975,68,5,95.96,19.19,34.0,0,3,73,0.174,7.0,1,magasin,D,0
69976,69,2,78.15,39.08,24.33,0,3,489,0.233,5.0,3,mixte,E,0
69977,16,0,0.0,0.0,0.0,0,1,379,0.205,8.0,1,web,C,0
69978,28,9,660.8,73.42,271.59,3,4,81,0.18,6.0,1,web,B,0
69979,30,10,352.95,35.3,107.2,12,0,18,0.136,7.0,5,magasin,C,0
69980,38,1,25.3,25.3,6.04,2,0,271,0.08,8.0,2,web,E,0
69981,23,7,932.25,133.18,453.75,5,0,51,0.133,8.0,6,magasin,B,0
69982,42,11,465.49,42.32,145.3,6,0,38,0.137,8.0,3,web,B,0
69983,29,7,177.8,25.4,46.99,2,2,123,0.256,7.0,1,mixte,A,0
69984,36,3,78.54,26.18,24.0,3,1,106,0.216,9.0,1,mixte,D,0
69985,14,0,0.0,0.0,0.0,2,1,117,0.0,9.0,2,web,C,0
69986,27,10,579.48,57.95,223.62,4,1,124,0.27,8.0,1,magasin,C,0
69987,20,15,605.81,40.39,213.88,1,1,49,0.314,9.0,2,web,B,0
69988,96,5,244.74,48.95,92.61,8,2,8,0.114,8.0,3,web,E,0
69989,7,3,60.46,20.15,13.13,3,0,16,0.181,10.0,1,web,E,0
69990,11,1,27.42,27.42,8.43,1,0,103,0.261,6.0,1,web,C,0
69991,58,2,30.23,15.12,9.35,2,2,196,0.282,7.0,1,web,D,0
69992,7,2,110.73,55.36,39.02,0,1,156,0.225,7.0,2,mixte,C,0
69993,30,2,57.14,28.57,19.29,1,1,169,0.145,9.0,1,mixte,B,0
69994,70,4,63.75,15.94,16.93,2,2,306,0.209,8.0,5,web,D,0
69995,51,5,753.53,150.71,357.9,0,0,18,0.0,6.0,1,magasin,B,0
69996,19,3,73.84,24.61,22.64,0,0,547,0.071,8.0,1,mixte,B,0
69997,49,14,1521.82,108.7,690.18,4,0,92,0.031,9.0,2,web,E,0
69998,14,0,0.0,0.0,0.0,0,1,0,0.178,6.0,1,mixte,D,0
69999,39,4,187.41,46.85,71.01,3,0,164,0.28,9.0,6,web,D,0
70000,19,1,16.35,16.35,4.41,2,3,132,0.422,6.0,1,web,B,0
70001,18,0,0.0,0.0,0.0,2,0,241,0.351,4.0,1,web,D,0
70002,41,6,463.0,77.17,194.96,1,4,82,0.16,8.0,2,web,B,0
70003,9,3,143.85,47.95,39.96,1,0,122,0.379,6.0,1,web,D,0
70004,12,3,81.45,27.15,22.79,2,0,75,0.338,7.0,1,web,C,0
70005,31,0,0.0,0.0,0.0,2,1,76,0.384,8.0,1,web,D,0
70006,69,2,174.78,87.39,76.82,0,0,559,0.101,8.0,5,web,D,0
70007,34,1,25.07,25.07,7.83,0,2,855,0.286,6.0,3,mixte,E,0
70008,42,3,75.29,25.1,18.05,7,1,77,0.258,9.0,4,web,A,0
70009,95,1,28.6,28.6,10.07,1,0,360,0.213,9.0,1,mixte,C,0
70010,51,2,43.21,21.6,12.71,1,0,206,0.159,7.0,1,web,B,0
70011,35,6,174.76,29.13,42.8,4,0,127,0.589,8.0,4,magasin,D,0
70012,32,3,111.38,37.13,44.45,1,0,18,0.437,9.0,1,mixte,E,0
70013,42,0,0.0,0.0,0.0,1,0,396,0.312,6.0,1,magasin,B,0
70014,37,4,229.45,57.36,104.32,1,0,149,0.162,10.0,1,magasin,C,0
70015,25,4,146.31,36.58,54.1,4,0,0,0.276,9.0,1,web,B,0
70016,57,18,2019.56,112.2,710.03,4,1,184,0.237,9.0,4,web,B,0
70017,16,2,68.81,34.4,27.0,0,2,313,0.076,8.0,4,mixte,A,0
70018,27,1,11.98,11.98,2.93,0,1,18,0.152,9.0,2,magasin,C,0
70019,55,3,90.36,30.12,32.35,2,0,121,0.223,9.0,1,magasin,E,0
70020,96,7,255.99,36.57,87.78,5,1,0,0.187,9.0,5,magasin,D,0
70021,9,0,0.0,0.0,0.0,0,1,900,0.258,6.0,1,mixte,E,1
70022,24,0,0.0,0.0,0.0,1,0,199,0.043,7.0,1,web,A,0
70023,28,5,162.7,32.54,48.44,2,0,76,0.152,10.0,2,web,B,0
70024,14,3,196.6,65.53,72.44,0,4,540,0.095,5.0,3,magasin,A,0
70025,37,2,107.62,53.81,41.71,3,1,331,0.253,9.0,2,web,C,0
70026,31,7,163.06,23.29,45.49,3,3,106,0.402,10.0,2,mixte,B,0
70027,31,7,1005.28,143.61,383.9,4,0,130,0.286,6.0,3,web,C,0
70028,22,4,170.6,42.65,59.92,1,0,84,0.181,10.0,2,web,A,0
70029,12,1,19.12,19.12,6.45,1,1,170,0.41,8.0,3,mixte,C,0
70030,40,0,0.0,0.0,0.0,0,0,454,0.235,6.0,3,mixte,A,0
70031,32,7,548.57,78.37,210.23,2,1,19,0.161,7.0,1,mixte,E,0
70032,41,187,45359.19,242.56,17784.77,32,8,2,0.06,10.0,10,mixte,B,0
70033,51,5,82.95,16.59,31.44,0,0,57,0.14,9.0,1,web,B,0
70034,11,0,0.0,0.0,0.0,2,2,412,0.104,9.0,1,magasin,B,0
70035,71,17,682.56,40.15,179.37,4,3,63,0.23,7.0,2,mixte,C,0
70036,11,3,144.81,48.27,52.86,5,0,122,0.196,6.0,1,mixte,E,0
70037,19,0,0.0,0.0,0.0,0,0,900,0.082,8.0,3,magasin,E,1
70038,48,18,1130.6,62.81,405.17,3,0,194,0.164,10.0,1,magasin,A,0
70039,23,3,109.74,36.58,38.28,0,0,457,0.053,9.0,2,web,B,0
70040,41,0,0.0,0.0,0.0,0,0,900,0.117,6.0,1,web,A,1
70041,16,0,0.0,0.0,0.0,0,2,13,0.062,6.0,1,web,D,0
70042,40,3,49.28,16.43,12.08,0,1,160,0.118,2.0,1,magasin,C,0
70043,35,0,0.0,0.0,0.0,0,0,370,0.068,5.0,1,web,B,0
70044,39,0,0.0,0.0,0.0,2,0,19,0.257,8.0,1,web,A,0
70045,23,6,239.54,39.92,76.75,3,3,140,0.064,6.0,1,mixte,D,0
70046,46,17,877.43,51.61,264.26,6,0,1,0.078,9.0,2,web,B,0
70047,57,12,566.66,47.22,221.67,8,2,168,0.173,10.0,4,mixte,D,0
70048,81,9,467.27,51.92,148.83,6,2,214,0.211,8.0,3,mixte,E,0
70049,23,6,215.97,35.99,61.95,3,2,120,0.411,8.0,1,magasin,B,0
70050,1,0,0.0,0.0,0.0,0,1,32,0.321,7.0,1,mixte,A,0
70051,57,0,0.0,0.0,0.0,0,5,201,0.237,6.0,1,web,E,1
70052,72,5,266.96,53.39,91.49,4,0,194,0.1,8.0,3,web,D,0
70053,11,3,29.54,9.85,5.25,3,2,287,0.292,8.0,1,web,E,0
