id,date_ref,anciennete_mois,facture_moy,evol_facture,appels_service,conso_data_go,engagement,promos_recues,churn_90j
A0099276,2026-08-01,17,29.33,-0.218,2,4.5,1,1,0
A0186182,2026-08-01,49,56.3,0.218,2,5.7,1,2,0
A0017308,2026-08-01,15,18.45,-0.125,1,11.8,1,1,0
A0026324,2026-08-01,72,21.43,0.238,0,6.8,1,0,0
A0134044,2026-08-01,68,12.31,-0.014,0,13.6,0,1,0
A0109505,2026-08-01,8,41.67,-0.093,0,22.7,0,0,0
A0047434,2026-08-01,70,45.84,0.011,1,11.0,1,1,0
A0105149,2026-08-01,75,49.88,-0.05,0,20.9,0,2,0
A0183245,2026-08-01,84,25.44,-0.124,0,10.1,1,1,0
A0019751,2026-08-01,73,38.4,0.25,0,12.2,1,1,0
A0142831,2026-08-01,73,8.81,0.147,1,3.8,0,1,0
A0031753,2026-08-01,7,23.96,-0.072,1,30.8,1,2,0
A0144399,2026-08-01,17,26.05,-0.001,1,28.6,1,0,0
A0074686,2026-08-01,64,35.29,-0.007,0,13.5,1,2,0
A0056182,2026-08-01,26,12.13,0.111,0,12.4,0,1,0
A0009596,2026-08-01,94,45.41,0.136,1,21.9,1,2,0
A0012381,2026-08-01,60,38.5,0.085,0,13.8,0,3,0
A0128268,2026-08-01,87,16.66,-0.119,2,24.6,0,0,0
A0131047,2026-08-01,38,21.06,-0.106,0,30.2,0,0,0
A0199631,2026-08-01,85,19.4,0.247,0,5.4,1,3,0
A0125697,2026-08-01,92,31.21,0.122,0,2.9,1,1,0
A0076317,2026-08-01,61,34.71,0.189,1,8.4,1,2,0
A0020678,2026-08-01,81,23.7,-0.268,1,6.2,1,2,0
A0190926,2026-08-01,94,32.49,0.0,0,24.6,0,0,0
A0114264,2026-08-01,22,34.17,-0.304,1,8.7,0,0,0
A0074691,2026-08-01,68,28.81,-0.152,0,14.4,1,1,0
A0089509,2026-08-01,69,24.09,0.06,1,8.4,1,1,0
A0080797,2026-08-01,85,40.31,0.134,1,4.6,0,1,0
A0124837,2026-08-01,4,8.8,-0.284,1,12.4,0,3,0
A0004877,2026-08-01,50,36.88,0.167,1,4.3,1,1,0
A0073131,2026-08-01,28,18.65,-0.142,0,7.4,1,2,0
A0106018,2026-08-01,47,21.92,0.193,0,13.6,1,1,0
A0110916,2026-08-01,39,39.72,0.132,0,13.7,0,1,0
A0092388,2026-08-01,58,30.46,0.252,1,9.9,0,0,0
A0148052,2026-08-01,67,38.67,-0.047,0,7.7,1,1,0
A0096183,2026-08-01,34,6.53,0.116,1,4.4,1,1,0
A0177239,2026-08-01,35,62.74,0.083,2,10.3,0,0,0
A0057760,2026-08-01,14,74.41,0.263,1,8.3,1,0,0
A0054245,2026-08-01,40,41.66,-0.031,0,8.1,1,2,0
A0084881,2026-08-01,95,37.51,-0.138,0,12.2,1,3,0
A0010684,2026-08-01,47,54.66,0.072,1,31.9,0,0,0
A0032747,2026-08-01,73,27.62,-0.072,1,7.1,0,1,0
A0109332,2026-08-01,81,25.19,0.068,0,3.7,0,0,0
A0143405,2026-08-01,32,41.9,0.149,1,4.9,0,2,1
A0044421,2026-08-01,86,20.97,0.201,0,10.1,1,1,0
A0159266,2026-08-01,81,33.21,0.202,0,11.5,0,3,0
A0144799,2026-08-01,66,58.8,-0.213,0,13.3,1,0,0
A0040862,2026-08-01,15,56.85,0.181,0,3.6,1,0,0
A0007561,2026-08-01,45,46.99,-0.288,1,9.1,0,1,0
A0166723,2026-08-01,67,27.48,0.286,1,6.7,0,1,0
A0098999,2026-08-01,85,22.59,-0.029,1,16.8,0,0,0
A0170168,2026-08-01,49,51.17,-0.001,1,7.2,1,3,0
A0155872,2026-08-01,46,53.51,0.084,1,17.8,0,0,0
A0010687,2026-08-01,78,32.21,0.197,0,16.4,0,3,0
A0037196,2026-08-01,72,25.0,-0.05,0,9.5,0,1,0
A0003825,2026-08-01,9,53.78,-0.051,1,8.0,1,1,0
A0038872,2026-08-01,16,22.94,-0.123,0,27.2,1,1,0
A0044672,2026-08-01,5,31.97,-0.047,0,16.6,1,0,0
A0052833,2026-08-01,15,19.15,0.107,0,6.0,0,3,0
A0177090,2026-08-01,19,43.23,0.072,1,18.9,0,3,1
A0105174,2026-08-01,14,15.68,0.066,0,2.4,0,2,0
A0085902,2026-08-01,77,17.8,0.222,3,28.7,0,1,0
A0140398,2026-08-01,1,24.68,0.155,0,11.0,0,0,0
A0020395,2026-08-01,9,53.69,0.346,0,6.6,1,0,0
A0033686,2026-08-01,53,7.93,0.103,2,4.6,0,3,0
A0003848,2026-08-01,49,37.23,0.202,1,2.5,0,0,0
A0112194,2026-08-01,9,23.35,-0.143,0,3.8,0,3,0
A0158631,2026-08-01,24,31.45,-0.101,2,18.9,1,2,0
A0190192,2026-08-01,43,11.67,-0.02,0,12.9,0,3,0
A0017143,2026-08-01,82,53.37,0.24,1,2.7,1,0,0
A0014867,2026-08-01,94,18.74,0.418,1,14.1,0,3,0
A0070909,2026-08-01,13,20.75,0.22,2,23.8,0,1,0
A0180215,2026-08-01,29,26.21,-0.352,0,17.4,0,0,0
A0128928,2026-08-01,24,33.52,0.006,0,4.1,0,0,0
A0107441,2026-08-01,32,35.46,0.178,1,18.3,0,0,0
A0199087,2026-08-01,63,33.42,0.142,0,13.3,1,1,0
A0109223,2026-08-01,94,47.48,-0.046,0,15.0,0,2,0
A0195061,2026-08-01,9,28.27,-0.027,1,21.6,0,1,0
A0009729,2026-08-01,3,33.24,-0.13,0,9.3,0,0,0
A0067994,2026-08-01,77,57.35,-0.069,0,5.6,0,1,0
A0184117,2026-08-01,32,13.52,0.106,2,5.2,1,1,0
A0036277,2026-08-01,70,31.86,0.105,0,18.5,0,2,0
A0120044,2026-08-01,1,20.49,0.167,0,6.0,0,1,0
A0065963,2026-08-01,68,33.05,0.174,0,15.9,1,2,0
A0173020,2026-08-01,38,19.7,-0.101,0,19.2,0,1,0
A0144207,2026-08-01,57,13.78,0.123,1,9.8,1,1,0
A0081877,2026-08-01,20,36.32,-0.098,0,11.4,1,3,0
A0162625,2026-08-01,52,36.59,0.021,0,7.5,0,0,0
A0018909,2026-08-01,32,35.76,0.073,0,12.0,0,0,0
A0030755,2026-08-01,41,16.79,0.024,0,14.9,0,3,0
A0031637,2026-08-01,61,39.74,-0.027,2,15.8,1,1,0
A0185211,2026-08-01,64,51.28,0.022,4,14.2,0,0,0
A0085918,2026-08-01,93,50.67,0.262,1,8.5,0,1,0
A0064825,2026-08-01,78,64.47,-0.127,0,12.5,0,1,0
A0045779,2026-08-01,66,40.87,0.074,1,8.3,1,1,0
A0100804,2026-08-01,6,14.53,0.106,0,6.9,1,0,0
A0088312,2026-08-01,44,32.18,0.332,1,21.9,0,3,0
A0046168,2026-08-01,69,57.42,-0.192,1,32.5,0,1,0
A0027809,2026-08-01,73,23.35,-0.113,0,5.2,1,4,0
A0167312,2026-08-01,3,71.64,-0.179,1,10.2,0,0,0
A0039640,2026-08-01,56,27.7,0.013,0,12.0,0,0,0
A0080622,2026-08-01,36,38.56,0.101,0,13.8,0,1,0
A0000827,2026-08-01,42,6.91,-0.107,0,5.2,0,3,0
A0186900,2026-08-01,58,24.62,0.262,0,14.2,1,2,0
A0194653,2026-08-01,18,14.87,-0.159,0,7.3,1,0,0
A0141923,2026-08-01,8,19.71,-0.358,1,3.4,1,3,0
A0182438,2026-08-01,23,38.8,-0.149,2,10.0,0,2,0
A0159792,2026-08-01,1,19.29,-0.056,1,8.0,0,0,0
A0081185,2026-08-01,67,23.05,-0.16,2,11.8,0,0,0
A0179734,2026-08-01,12,21.3,-0.17,0,5.5,0,0,0
A0119902,2026-08-01,89,56.8,-0.222,1,12.4,0,5,0
A0148496,2026-08-01,47,54.11,0.265,0,7.4,1,2,0
A0032172,2026-08-01,37,12.45,0.084,0,27.3,0,2,0
A0141880,2026-08-01,82,49.68,0.073,0,5.4,1,0,0
A0027802,2026-08-01,83,12.63,0.11,0,8.9,0,1,0
A0190075,2026-08-01,5,24.03,0.104,0,22.6,0,2,0
A0023071,2026-08-01,88,21.94,-0.266,0,4.9,0,0,0
A0096634,2026-08-01,38,26.71,0.039,2,10.1,0,0,0
A0154914,2026-08-01,75,5.2,0.065,3,10.4,1,1,1
A0189548,2026-08-01,76,22.8,0.038,0,6.4,0,1,0
A0010823,2026-08-01,53,21.34,-0.006,1,7.7,1,2,0
A0164928,2026-08-01,20,19.05,0.029,0,17.6,0,1,0
A0165209,2026-08-01,53,30.09,0.097,1,12.9,0,2,0
A0003120,2026-08-01,51,14.89,-0.181,0,7.0,1,3,0
A0011273,2026-08-01,23,13.09,-0.099,2,20.9,0,1,0
A0083319,2026-08-01,63,39.02,-0.133,1,14.3,1,0,0
A0117925,2026-08-01,88,29.89,-0.022,1,11.5,0,3,0
A0026792,2026-08-01,8,26.33,-0.119,0,5.3,0,1,0
A0102661,2026-08-01,94,24.11,0.127,1,19.6,1,4,0
A0048526,2026-08-01,35,43.59,0.181,0,12.0,0,2,0
A0081441,2026-08-01,57,59.28,-0.103,1,10.7,1,0,0
A0076396,2026-08-01,10,69.09,-0.184,1,5.9,0,2,0
A0114718,2026-08-01,50,44.38,0.022,0,10.0,0,3,1
A0177648,2026-08-01,93,31.44,-0.126,0,6.5,1,1,0
A0013745,2026-08-01,25,56.89,0.026,0,7.1,0,0,0
A0040639,2026-08-01,84,17.4,0.108,0,18.1,0,3,0
A0082888,2026-08-01,50,29.02,0.07,1,12.4,1,1,0
A0198352,2026-08-01,85,24.69,0.003,1,8.0,1,0,0
A0073720,2026-08-01,85,40.84,-0.066,0,10.1,0,0,0
A0176936,2026-08-01,61,24.82,-0.15,0,20.9,0,1,0
A0076717,2026-08-01,51,26.74,-0.059,0,26.6,1,1,0
A0126644,2026-08-01,62,22.54,-0.295,0,2.0,0,1,0
A0045660,2026-08-01,14,42.69,0.023,0,13.3,0,0,0
A0190673,2026-08-01,70,23.26,0.085,1,23.7,1,1,0
A0126838,2026-08-01,68,25.14,0.151,0,12.2,0,6,0
A0098053,2026-08-01,3,29.71,-0.093,0,1.1,1,1,0
A0125621,2026-08-01,34,44.16,-0.046,0,5.3,1,0,0
A0098626,2026-08-01,54,30.85,0.076,0,12.9,1,0,0
A0090062,2026-08-01,85,33.33,-0.018,0,19.5,0,0,0
A0017613,2026-08-01,81,35.14,-0.256,0,16.1,1,0,0
A0019454,2026-08-01,45,38.47,0.198,1,7.7,1,0,1
A0176708,2026-08-01,85,40.13,-0.121,1,18.2,0,1,0
A0198371,2026-08-01,87,17.12,0.252,0,11.6,1,2,0
A0055926,2026-08-01,32,21.64,0.168,1,3.7,0,1,0
A0018218,2026-08-01,33,8.85,0.262,1,5.1,0,1,0
A0105597,2026-08-01,28,65.52,0.068,1,20.3,0,0,0
A0099072,2026-08-01,63,25.04,-0.049,1,25.0,0,3,0
A0137071,2026-08-01,59,9.5,0.112,0,11.9,1,3,0
A0164355,2026-08-01,77,12.02,0.083,2,5.8,1,1,0
A0070662,2026-08-01,66,22.36,-0.039,0,4.5,1,2,0
A0056707,2026-08-01,2,42.36,-0.032,0,27.0,1,0,0
A0057546,2026-08-01,57,34.49,-0.111,1,12.9,1,1,0
A0124985,2026-08-01,32,23.21,0.105,0,12.6,1,0,0
A0133525,2026-08-01,15,46.29,-0.088,1,5.3,0,2,0
A0149230,2026-08-01,83,18.24,-0.013,0,27.0,0,2,0
A0034733,2026-08-01,66,36.75,-0.202,0,13.1,0,1,0
A0004470,2026-08-01,11,49.72,-0.008,0,16.1,1,0,0
A0139858,2026-08-01,90,28.46,0.169,2,11.7,1,2,0
A0036482,2026-08-01,74,40.15,0.139,0,10.5,1,1,0
A0109323,2026-08-01,89,39.36,-0.067,0,20.8,1,0,0
A0014441,2026-08-01,21,34.95,-0.181,0,14.7,1,2,0
A0120227,2026-08-01,25,85.9,-0.19,0,5.0,1,0,0
A0131291,2026-08-01,83,21.59,-0.025,0,13.9,1,2,0
A0049383,2026-08-01,68,12.75,-0.202,2,7.5,1,0,0
A0068997,2026-08-01,8,28.53,-0.059,1,12.3,1,1,0
A0020272,2026-08-01,17,34.81,0.079,1,17.2,0,1,0
A0116632,2026-08-01,81,39.19,-0.135,1,4.1,0,0,0
A0180005,2026-08-01,46,47.38,-0.25,1,20.1,1,1,0
A0128586,2026-08-01,89,13.33,-0.363,1,10.4,0,1,0
A0165414,2026-08-01,77,27.34,-0.002,2,4.1,0,0,0
A0007334,2026-08-01,6,19.12,0.284,0,12.6,1,1,0
A0048643,2026-08-01,71,20.83,0.114,1,22.7,0,3,0
A0079825,2026-08-01,50,38.9,0.123,1,13.3,0,1,0
A0042018,2026-08-01,41,41.69,-0.041,1,4.0,0,1,0
A0004410,2026-08-01,35,25.26,-0.169,0,13.9,1,0,0
A0136263,2026-08-01,32,33.67,-0.163,0,12.6,1,1,0
A0114674,2026-08-01,35,51.22,-0.008,1,9.3,0,5,0
A0079299,2026-08-01,40,25.24,0.297,0,15.9,0,2,0
A0153122,2026-08-01,40,45.5,0.057,0,19.1,1,1,0
A0115121,2026-08-01,27,38.11,-0.041,1,18.0,1,1,0
A0000369,2026-08-01,32,24.45,0.169,0,13.9,0,2,0
A0020889,2026-08-01,5,13.3,-0.305,1,8.5,0,1,0
A0045377,2026-08-01,64,19.91,0.262,0,6.2,0,1,0
A0018356,2026-08-01,87,28.19,-0.078,1,20.6,1,4,0
A0039740,2026-08-01,78,29.43,0.171,0,21.2,0,1,0
A0176413,2026-08-01,34,28.37,-0.029,0,33.0,1,1,0
A0174115,2026-08-01,38,65.38,0.112,0,20.4,1,1,0
A0057174,2026-08-01,42,69.52,-0.006,1,14.9,0,1,0
A0101239,2026-08-01,7,16.7,-0.058,0,17.5,1,4,0
A0036921,2026-08-01,32,58.03,0.121,0,19.1,1,0,0
A0057068,2026-08-01,46,28.18,0.147,0,6.9,1,0,0
A0174703,2026-08-01,88,58.01,-0.08,2,8.4,0,0,0
A0026369,2026-08-01,8,9.0,0.047,0,2.2,0,2,0
A0151708,2026-08-01,80,20.91,0.211,2,15.2,0,2,0
A0072399,2026-08-01,89,47.66,-0.093,0,8.7,1,1,0
A0171622,2026-08-01,75,31.25,0.031,0,13.5,1,0,0
A0067494,2026-08-01,17,21.03,0.025,2,6.7,0,0,0
A0093536,2026-08-01,82,17.34,-0.032,0,27.8,1,1,0
A0175700,2026-08-01,69,42.69,0.097,1,30.9,1,0,0
A0081276,2026-08-01,21,10.1,-0.113,1,4.1,0,3,0
A0088359,2026-08-01,26,37.78,-0.034,0,24.2,1,1,0
A0076023,2026-08-01,71,32.69,0.058,0,18.3,0,1,0
A0077498,2026-08-01,13,12.57,0.005,0,4.6,1,1,0
A0057618,2026-08-01,20,16.34,-0.041,0,4.5,1,1,0
A0051830,2026-08-01,92,18.91,0.039,0,22.8,0,1,0
A0162555,2026-08-01,10,47.96,-0.118,0,13.9,0,1,0
A0026315,2026-08-01,91,55.25,-0.326,0,13.1,0,1,0
A0070934,2026-08-01,35,22.91,-0.032,0,35.8,1,4,0
A0002266,2026-08-01,50,31.61,0.074,2,4.9,0,2,0
A0100935,2026-08-01,56,18.51,0.068,0,14.2,1,2,0
A0000830,2026-08-01,51,24.27,0.15,0,10.0,1,1,0
A0099675,2026-08-01,75,22.1,0.054,2,17.1,1,1,0
A0101412,2026-08-01,52,11.48,0.13,1,4.2,1,1,0
A0044031,2026-08-01,29,80.05,-0.23,2,12.7,1,0,0
A0138768,2026-08-01,78,47.59,0.033,0,6.8,0,2,0
A0166115,2026-08-01,36,20.63,-0.092,1,13.2,1,2,0
A0125324,2026-08-01,39,12.6,-0.05,0,9.4,0,1,0
A0103328,2026-08-01,46,23.43,-0.254,2,4.2,0,1,0
A0146415,2026-08-01,52,32.28,0.105,0,8.5,1,0,0
A0025694,2026-08-01,4,35.44,0.059,0,14.3,0,1,0
A0093323,2026-08-01,8,46.64,0.021,0,8.0,1,0,0
A0127464,2026-08-01,49,11.74,0.171,0,11.8,0,1,0
A0145398,2026-08-01,13,16.81,0.039,1,7.1,1,1,0
A0039683,2026-08-01,4,33.14,0.047,2,8.9,1,2,0
A0053077,2026-08-01,6,25.82,0.014,2,4.1,0,1,1
A0005410,2026-08-01,45,50.23,-0.026,1,24.3,1,0,0
A0187428,2026-08-01,70,16.43,0.049,1,31.3,0,1,0
A0001193,2026-08-01,57,32.95,0.082,0,4.2,1,1,0
A0054651,2026-08-01,45,13.87,0.144,2,2.0,1,1,0
A0060472,2026-08-01,76,27.22,0.014,0,14.4,0,2,0
A0173915,2026-08-01,54,80.0,-0.25,0,13.0,0,0,0
A0047228,2026-08-01,80,35.24,-0.054,2,8.4,0,1,0
A0088513,2026-08-01,85,44.29,-0.09,1,21.2,0,1,0
A0059136,2026-08-01,33,23.72,-0.112,0,1.6,1,4,0
A0165680,2026-08-01,61,34.02,0.05,2,7.5,0,0,0
A0105109,2026-08-01,95,18.83,-0.176,1,10.3,0,2,0
A0139936,2026-08-01,32,50.96,-0.109,1,5.3,0,4,0
A0160885,2026-08-01,78,12.41,0.016,0,8.6,1,1,0
A0061489,2026-08-01,24,12.68,0.017,1,5.0,1,1,0
A0067824,2026-08-01,86,13.47,0.03,1,4.6,1,3,0
A0097244,2026-08-01,62,23.78,-0.075,0,13.3,1,1,0
A0196240,2026-08-01,3,29.49,0.057,0,15.0,0,3,0
A0049015,2026-08-01,79,59.89,0.106,0,10.4,1,0,0
A0103159,2026-08-01,80,18.83,-0.078,0,5.8,0,0,0
A0113925,2026-08-01,29,28.84,0.464,0,7.9,1,1,0
A0111775,2026-08-01,76,22.94,-0.088,1,5.6,0,0,0
A0063976,2026-08-01,82,81.84,-0.191,0,20.5,1,2,0
A0176137,2026-08-01,27,23.41,0.033,0,13.4,0,0,0
A0162252,2026-08-01,3,21.34,0.037,2,2.7,0,2,0
A0014680,2026-08-01,51,43.08,-0.032,0,8.9,0,1,0
A0014109,2026-08-01,90,21.22,-0.302,0,2.7,0,0,0
A0021851,2026-08-01,50,14.81,-0.019,0,3.9,1,4,0
A0105542,2026-08-01,56,39.92,-0.152,1,13.6,1,0,0
A0116376,2026-08-01,78,41.29,0.203,0,9.1,0,1,0
A0194128,2026-08-01,41,47.94,0.122,1,15.3,1,0,0
A0072879,2026-08-01,33,42.14,-0.182,0,11.3,1,0,0
A0144881,2026-08-01,92,32.76,-0.086,0,14.1,1,2,0
A0028837,2026-08-01,64,22.42,-0.116,0,5.5,1,1,0
A0001595,2026-08-01,92,44.83,0.22,0,12.8,1,0,0
A0087210,2026-08-01,54,25.56,-0.004,0,13.4,1,1,0
A0181299,2026-08-01,50,10.46,0.059,0,12.2,1,1,0
A0047959,2026-08-01,11,20.67,0.11,2,12.4,0,1,0
A0040566,2026-08-01,38,33.65,-0.098,1,14.6,1,0,0
A0170793,2026-08-01,30,45.52,0.229,0,6.3,1,2,0
A0021267,2026-08-01,50,39.5,-0.216,1,13.2,0,1,0
A0058517,2026-08-01,61,13.81,-0.117,2,7.1,0,0,0
A0161391,2026-08-01,83,14.57,-0.02,0,13.1,1,3,0
A0125594,2026-08-01,8,45.24,-0.084,2,18.5,1,1,0
A0184680,2026-08-01,27,28.97,0.067,0,14.1,0,0,0
A0144350,2026-08-01,6,27.54,-0.113,1,5.0,0,0,0
A0075971,2026-08-01,92,16.81,-0.008,1,10.2,1,2,0
A0157192,2026-08-01,12,68.82,0.064,1,5.4,1,0,0
A0012036,2026-08-01,47,61.25,-0.047,0,10.5,1,1,0
A0033813,2026-08-01,20,28.51,0.095,2,4.8,1,1,0
A0068667,2026-08-01,26,18.23,-0.083,0,16.6,0,1,0
A0075926,2026-08-01,49,83.59,-0.119,1,7.9,1,1,0
A0053430,2026-08-01,24,53.82,0.101,0,6.8,1,1,0
A0160773,2026-08-01,18,13.36,-0.08,0,15.3,0,2,0
A0191992,2026-08-01,89,53.98,0.05,1,8.3,0,1,0
A0019809,2026-08-01,90,40.33,0.077,0,1.6,1,0,0
A0192981,2026-08-01,43,34.83,-0.086,1,22.8,0,2,0
A0020079,2026-08-01,30,14.36,0.063,1,18.7,1,4,0
A0175537,2026-08-01,15,20.44,-0.218,1,5.2,1,0,0
A0033500,2026-08-01,13,9.57,0.082,2,15.3,1,0,0
A0028427,2026-08-01,38,41.65,-0.122,0,2.1,0,2,0
A0042999,2026-08-01,49,27.54,-0.142,0,6.6,0,0,0
A0043870,2026-08-01,82,34.74,-0.181,1,2.8,0,1,0
A0014041,2026-08-01,29,16.87,-0.069,1,4.8,0,0,0
A0020492,2026-08-01,17,28.48,0.095,0,3.3,1,2,0
A0147596,2026-08-01,84,39.59,-0.113,0,6.7,1,3,0
A0100130,2026-08-01,28,24.67,-0.003,1,15.4,1,1,0
A0020665,2026-08-01,92,12.32,-0.063,1,9.1,1,1,0
A0009650,2026-08-01,47,26.31,-0.044,1,14.5,1,2,0
A0193550,2026-08-01,55,30.2,-0.007,0,11.9,1,0,0
A0185603,2026-08-01,39,19.44,0.033,2,4.2,0,1,0
A0075417,2026-08-01,27,17.39,0.197,0,11.0,0,1,0
A0132229,2026-08-01,95,26.99,-0.301,1,17.8,0,2,0
A0076176,2026-08-01,84,27.54,-0.096,0,14.0,1,1,0
A0141992,2026-08-01,50,15.13,0.091,2,7.1,1,3,0
A0154789,2026-08-01,54,17.13,0.085,0,16.7,1,1,0
A0098458,2026-08-01,37,24.76,-0.051,1,13.4,1,0,0
A0092979,2026-08-01,78,13.84,0.103,2,21.6,0,1,0
A0160846,2026-08-01,90,29.1,0.021,1,13.4,1,1,0
A0122497,2026-08-01,40,12.04,-0.18,0,27.2,0,1,0
A0117052,2026-08-01,38,52.84,0.215,3,5.0,0,0,0
A0097197,2026-08-01,11,25.46,-0.041,0,7.2,0,1,0
A0052866,2026-08-01,8,48.12,-0.102,0,5.1,1,0,0
A0173407,2026-08-01,54,52.95,0.086,1,11.0,1,0,0
A0191438,2026-08-01,56,46.34,0.115,0,23.1,1,2,0
A0070199,2026-08-01,74,16.86,-0.073,1,28.7,1,3,0
A0152887,2026-08-01,90,11.28,0.006,2,5.7,0,0,0
A0153162,2026-08-01,24,39.76,0.096,0,21.5,0,0,0
A0045199,2026-08-01,3,38.13,0.057,0,11.7,0,2,0
A0008457,2026-08-01,87,34.02,-0.26,2,8.1,0,1,0
A0076742,2026-08-01,83,18.45,-0.061,2,15.3,1,1,0
A0075631,2026-08-01,28,13.28,-0.036,0,8.2,1,1,0
A0035546,2026-08-01,59,28.85,0.238,0,11.7,0,2,0
A0193310,2026-08-01,75,37.01,0.171,0,13.2,0,1,0
A0149359,2026-08-01,86,50.96,0.169,1,15.9,1,0,0
A0054495,2026-08-01,36,49.86,-0.055,0,14.8,1,0,0
A0117604,2026-08-01,24,51.51,-0.073,0,11.3,1,1,0
A0016832,2026-08-01,17,32.68,-0.088,0,3.4,1,0,0
A0186042,2026-08-01,19,36.83,-0.214,1,11.4,1,2,0
A0192075,2026-08-01,31,29.73,0.129,0,10.4,0,1,0
A0086143,2026-08-01,37,14.74,0.159,1,10.5,0,0,0
A0120998,2026-08-01,52,13.56,0.229,2,11.6,1,4,0
A0043026,2026-08-01,77,50.25,-0.104,0,7.4,0,0,0
A0193547,2026-08-01,4,29.46,-0.029,0,26.0,1,1,0
A0067027,2026-08-01,75,42.49,0.087,1,7.1,0,0,0
A0103528,2026-08-01,29,45.75,-0.01,0,4.8,0,3,0
A0116267,2026-08-01,64,15.77,-0.178,0,29.5,1,0,0
A0004918,2026-08-01,10,25.77,0.158,0,12.3,1,0,0
A0138087,2026-08-01,16,43.1,0.016,0,6.9,1,4,0
A0097503,2026-08-01,8,26.42,0.116,1,20.7,0,3,0
A0094293,2026-08-01,14,18.5,0.033,0,17.1,0,1,0
A0196081,2026-08-01,66,16.24,0.229,2,11.5,1,4,0
A0168686,2026-08-01,69,33.89,-0.157,0,17.3,0,2,0
A0127710,2026-08-01,22,42.41,-0.155,2,2.9,1,0,0
A0124112,2026-08-01,5,11.59,-0.157,0,9.2,0,0,0
A0092975,2026-08-01,79,17.84,0.157,1,17.9,1,2,0
A0080084,2026-08-01,49,9.86,0.325,0,5.5,0,2,0
A0088874,2026-08-01,16,35.37,-0.096,0,5.1,1,0,0
A0192303,2026-08-01,86,16.34,-0.047,1,12.0,1,0,0
A0063085,2026-08-01,83,19.17,-0.074,1,20.0,1,2,0
A0102340,2026-08-01,14,40.18,0.071,1,12.8,1,0,0
A0050152,2026-08-01,19,47.81,0.001,0,17.8,0,1,0
A0083825,2026-08-01,91,32.0,-0.309,0,2.8,0,0,0
A0197584,2026-08-01,32,38.47,0.062,1,5.6,1,4,0
A0003886,2026-08-01,68,41.84,0.277,2,9.5,1,0,0
A0092417,2026-08-01,37,40.99,0.079,0,4.6,0,2,0
A0075186,2026-08-01,57,20.66,-0.208,1,4.6,1,1,0
A0120480,2026-08-01,32,75.14,0.051,0,24.3,1,1,0
A0106993,2026-08-01,77,28.1,-0.422,0,11.8,1,1,0
A0024521,2026-08-01,75,65.02,-0.031,1,21.5,1,1,0
A0004104,2026-08-01,93,41.53,0.222,2,9.5,1,0,0
A0183675,2026-08-01,1,12.93,-0.271,0,7.7,1,0,0
A0149173,2026-08-01,7,52.02,-0.063,1,4.3,1,1,0
A0137569,2026-08-01,83,17.78,-0.001,0,7.1,0,2,0
A0075403,2026-08-01,75,16.86,0.229,1,5.4,1,1,0
A0166063,2026-08-01,14,50.07,0.187,2,27.9,0,1,1
A0019924,2026-08-01,16,37.32,0.048,0,11.8,0,2,0
A0054304,2026-08-01,50,32.47,0.002,0,12.2,1,1,0
A0104208,2026-08-01,51,15.23,-0.264,0,8.1,0,1,0
A0084262,2026-08-01,80,14.65,0.045,0,4.8,0,1,0
A0155638,2026-08-01,32,38.2,-0.005,1,19.0,1,0,0
A0050276,2026-08-01,47,32.87,0.0,0,5.2,1,0,0
A0115731,2026-08-01,29,19.4,-0.154,2,11.5,0,2,0
A0163420,2026-08-01,69,42.34,-0.092,0,5.4,0,3,0
A0077101,2026-08-01,50,27.26,-0.341,0,4.5,1,3,0
A0031260,2026-08-01,34,32.04,-0.026,0,9.9,0,0,0
A0147598,2026-08-01,9,26.36,0.191,0,15.3,1,1,0
A0134435,2026-08-01,10,26.19,-0.121,1,3.6,1,0,0
A0123915,2026-08-01,87,52.62,0.036,2,7.6,0,1,0
A0194940,2026-08-01,16,14.06,0.041,0,5.3,1,4,0
A0180727,2026-08-01,68,18.65,0.406,0,22.2,0,0,0
A0100833,2026-08-01,93,28.03,-0.054,0,7.5,1,1,0
A0091502,2026-08-01,62,15.81,0.156,1,13.9,1,0,0
A0030074,2026-08-01,85,45.66,-0.047,0,11.2,0,1,0
A0123968,2026-08-01,36,27.57,-0.142,1,7.1,0,0,0
A0075443,2026-08-01,69,43.84,-0.239,0,8.6,1,3,0
A0145967,2026-08-01,84,8.86,-0.338,0,15.3,0,1,0
A0019725,2026-08-01,26,26.21,-0.055,1,12.0,0,2,0
A0182351,2026-08-01,3,23.6,0.094,1,7.1,0,0,0
A0067320,2026-08-01,78,16.05,0.017,2,8.7,0,2,0
A0116768,2026-08-01,85,45.96,0.159,0,14.4,0,1,0
A0179963,2026-08-01,27,55.75,-0.092,0,10.8,1,4,0
A0112957,2026-08-01,78,87.57,0.082,2,13.8,1,0,0
A0159892,2026-08-01,17,38.82,0.016,0,10.7,1,0,0
A0196591,2026-08-01,65,26.74,-0.021,0,11.2,0,2,0
A0077791,2026-08-01,35,35.79,0.224,0,4.5,0,3,0
A0108579,2026-08-01,2,29.77,-0.079,1,9.0,1,0,0
A0047858,2026-08-01,78,41.76,-0.02,0,9.0,0,2,0
A0023634,2026-08-01,80,10.07,0.026,1,3.8,0,0,0
A0108285,2026-08-01,77,30.3,-0.102,0,7.1,0,3,0
