compte_id,canal_acquisition,taille_entreprise,pays,date_inscription
C018270,direct,1-10,FR,2026-01-12 00:00:00
C018271,seo,200+,FR,2026-06-18 00:00:00
C018272,sea,11-50,FR,2026-03-31 00:00:00
C018273,seo,11-50,FR,2026-03-24 00:00:00
C018274,direct,51-200,FR,2026-06-27 00:00:00
C018275,direct,51-200,CA,2026-06-22 00:00:00
C018276,seo,1-10,CA,2026-01-16 00:00:00
C018277,sea,11-50,FR,2026-07-11 00:00:00
C018278,referral,11-50,FR,2026-02-17 00:00:00
C018279,direct,51-200,FR,2026-03-03 00:00:00
C018280,sea,1-10,FR,2026-01-20 00:00:00
C018281,sea,200+,FR,2026-07-01 00:00:00
C018282,direct,200+,FR,2026-06-16 00:00:00
C018283,seo,11-50,FR,2026-05-12 00:00:00
C018284,seo,1-10,CA,2026-03-19 00:00:00
C018285,direct,200+,FR,2026-05-09 00:00:00
C018286,seo,1-10,FR,2026-03-22 00:00:00
C018287,direct,11-50,FR,2026-07-16 00:00:00
C018288,direct,200+,FR,2026-06-30 00:00:00
C018289,referral,51-200,FR,2026-07-04 00:00:00
C018290,direct,200+,FR,2026-06-08 00:00:00
C018291,direct,51-200,FR,2026-07-13 00:00:00
C018292,seo,1-10,FR,2026-06-27 00:00:00
C018293,sea,200+,FR,2026-01-19 00:00:00
C018294,direct,1-10,FR,2026-07-10 00:00:00
C018295,seo,1-10,FR,2026-02-19 00:00:00
C018296,seo,51-200,FR,2026-01-08 00:00:00
C018297,seo,51-200,FR,2026-07-07 00:00:00
C018298,direct,200+,FR,2026-07-12 00:00:00
C018299,direct,200+,FR,2026-02-28 00:00:00
C018300,direct,200+,CA,2026-05-05 00:00:00
C018301,sea,1-10,FR,2026-04-13 00:00:00
C018302,referral,11-50,FR,2026-03-05 00:00:00
C018303,direct,51-200,FR,2026-06-23 00:00:00
C018304,direct,200+,BE,2026-04-22 00:00:00
C018305,sea,51-200,CA,2026-06-27 00:00:00
C018306,seo,200+,FR,2026-05-09 00:00:00
C018307,direct,200+,FR,2026-01-01 00:00:00
C018308,direct,200+,BE,2026-05-31 00:00:00
C018309,direct,1-10,CH,2026-02-22 00:00:00
C018310,direct,1-10,CA,2026-03-23 00:00:00
C018311,sea,1-10,FR,2026-03-05 00:00:00
C018312,sea,1-10,FR,2026-05-22 00:00:00
C018313,sea,1-10,FR,2026-05-04 00:00:00
C018314,referral,11-50,CA,2026-05-07 00:00:00
C018315,referral,11-50,FR,2026-04-22 00:00:00
C018316,direct,11-50,FR,2026-04-28 00:00:00
C018317,referral,1-10,FR,2026-04-28 00:00:00
C018318,sea,11-50,FR,2026-01-10 00:00:00
C018319,referral,11-50,FR,2026-05-04 00:00:00
C018320,sea,1-10,BE,2026-03-07 00:00:00
C018321,referral,51-200,FR,2026-01-04 00:00:00
C018322,seo,11-50,CA,2026-04-03 00:00:00
C018323,referral,11-50,FR,2026-05-04 00:00:00
C018324,sea,1-10,CA,2026-07-13 00:00:00
C018325,direct,1-10,FR,2026-06-07 00:00:00
C018326,sea,1-10,FR,2026-01-20 00:00:00
C018327,seo,51-200,FR,2026-06-14 00:00:00
C018328,referral,51-200,CA,2026-06-11 00:00:00
C018329,seo,1-10,FR,2026-06-10 00:00:00
C018330,referral,51-200,FR,2026-03-04 00:00:00
C018331,sea,200+,FR,2026-01-13 00:00:00
C018332,direct,51-200,FR,2026-05-08 00:00:00
C018333,seo,11-50,FR,2026-04-12 00:00:00
C018334,referral,200+,FR,2026-06-06 00:00:00
C018335,direct,1-10,FR,2026-01-27 00:00:00
C018336,direct,51-200,FR,2026-01-21 00:00:00
C018337,direct,11-50,FR,2026-05-12 00:00:00
C018338,referral,200+,FR,2026-06-12 00:00:00
C018339,direct,11-50,FR,2026-04-07 00:00:00
C018340,seo,200+,FR,2026-05-16 00:00:00
C018341,referral,11-50,FR,2026-03-21 00:00:00
C018342,direct,1-10,CA,2026-06-09 00:00:00
C018343,direct,11-50,FR,2026-05-28 00:00:00
C018344,direct,1-10,CA,2026-05-05 00:00:00
C018345,seo,11-50,FR,2026-04-18 00:00:00
C018346,seo,1-10,CA,2026-04-20 00:00:00
C018347,seo,1-10,FR,2026-01-09 00:00:00
C018348,sea,51-200,CA,2026-04-17 00:00:00
C018349,referral,51-200,FR,2026-05-22 00:00:00
C018350,referral,11-50,FR,2026-06-24 00:00:00
C018351,direct,11-50,FR,2026-04-22 00:00:00
C018352,sea,11-50,FR,2026-05-13 00:00:00
C018353,sea,1-10,FR,2026-03-02 00:00:00
C018354,sea,200+,FR,2026-04-07 00:00:00
C018355,seo,11-50,FR,2026-06-23 00:00:00
C018356,referral,11-50,FR,2026-06-07 00:00:00
C018357,direct,51-200,CA,2026-05-30 00:00:00
C018358,referral,51-200,FR,2026-01-14 00:00:00
C018359,referral,200+,FR,2026-05-18 00:00:00
C018360,direct,11-50,FR,2026-06-04 00:00:00
C018361,referral,11-50,BE,2026-01-23 00:00:00
C018362,seo,200+,FR,2026-05-14 00:00:00
C018363,referral,200+,FR,2026-05-17 00:00:00
C018364,sea,51-200,BE,2026-02-08 00:00:00
C018365,seo,51-200,FR,2026-04-03 00:00:00
C018366,referral,200+,CA,2026-03-05 00:00:00
C018367,sea,11-50,CA,2026-07-09 00:00:00
C018368,seo,11-50,FR,2026-01-18 00:00:00
C018369,seo,1-10,FR,2026-05-21 00:00:00
C018370,sea,1-10,CA,2026-04-14 00:00:00
C018371,referral,200+,FR,2026-05-13 00:00:00
C018372,seo,51-200,FR,2026-02-18 00:00:00
C018373,seo,200+,FR,2026-03-28 00:00:00
C018374,direct,51-200,FR,2026-05-09 00:00:00
C018375,sea,51-200,CA,2026-05-16 00:00:00
C018376,referral,1-10,FR,2026-05-20 00:00:00
C018377,seo,11-50,CA,2026-04-24 00:00:00
C018378,direct,1-10,FR,2026-05-10 00:00:00
C018379,seo,200+,FR,2026-06-11 00:00:00
C018380,seo,51-200,CH,2026-01-29 00:00:00
C018381,direct,200+,FR,2026-05-27 00:00:00
C018382,sea,51-200,FR,2026-01-10 00:00:00
C018383,sea,200+,FR,2026-01-10 00:00:00
C018384,direct,1-10,FR,2026-05-24 00:00:00
C018385,referral,1-10,FR,2026-04-28 00:00:00
C018386,sea,200+,FR,2026-03-16 00:00:00
C018387,direct,11-50,FR,2026-01-30 00:00:00
C018388,sea,1-10,FR,2026-01-15 00:00:00
C018389,sea,11-50,FR,2026-03-22 00:00:00
C018390,direct,200+,CA,2026-01-09 00:00:00
C018391,seo,1-10,FR,2026-03-31 00:00:00
C018392,sea,11-50,FR,2026-01-07 00:00:00
C018393,direct,11-50,FR,2026-04-29 00:00:00
C018394,direct,11-50,CA,2026-06-30 00:00:00
C018395,seo,11-50,FR,2026-06-28 00:00:00
C018396,seo,1-10,FR,2026-02-02 00:00:00
C018397,referral,1-10,BE,2026-06-08 00:00:00
C018398,referral,1-10,FR,2026-06-17 00:00:00
C018399,seo,11-50,FR,2026-03-27 00:00:00
C018400,direct,1-10,FR,2026-06-10 00:00:00
C018401,seo,11-50,FR,2026-02-07 00:00:00
C018402,direct,1-10,FR,2026-02-11 00:00:00
C018403,seo,11-50,BE,2026-01-07 00:00:00
C018404,referral,1-10,FR,2026-02-08 00:00:00
C018405,sea,11-50,CA,2026-02-01 00:00:00
C018406,seo,11-50,FR,2026-02-26 00:00:00
C018407,seo,51-200,BE,2026-05-16 00:00:00
C018408,referral,11-50,FR,2026-05-15 00:00:00
C018409,sea,1-10,FR,2026-07-10 00:00:00
C018410,seo,51-200,FR,2026-03-07 00:00:00
C018411,seo,1-10,FR,2026-01-05 00:00:00
C018412,seo,11-50,CH,2026-03-21 00:00:00
C018413,seo,51-200,FR,2026-01-24 00:00:00
C018414,direct,51-200,FR,2026-01-22 00:00:00
C018415,direct,51-200,FR,2026-06-29 00:00:00
C018416,direct,200+,FR,2026-02-08 00:00:00
C018417,sea,51-200,FR,2026-01-20 00:00:00
C018418,direct,1-10,CA,2026-06-01 00:00:00
C018419,referral,1-10,CA,2026-01-20 00:00:00
C018420,referral,51-200,FR,2026-07-02 00:00:00
C018421,seo,200+,BE,2026-04-03 00:00:00
C018422,seo,11-50,FR,2026-03-24 00:00:00
C018423,sea,51-200,BE,2026-06-01 00:00:00
C018424,direct,200+,CH,2026-02-16 00:00:00
C018425,referral,51-200,CA,2026-06-01 00:00:00
C018426,sea,11-50,FR,2026-03-20 00:00:00
C018427,referral,11-50,FR,2026-03-09 00:00:00
C018428,direct,1-10,FR,2026-04-08 00:00:00
C018429,sea,11-50,FR,2026-02-27 00:00:00
C018430,direct,1-10,FR,2026-03-31 00:00:00
C018431,direct,11-50,CA,2026-04-14 00:00:00
C018432,direct,1-10,FR,2026-07-18 00:00:00
C018433,sea,200+,FR,2026-03-26 00:00:00
C018434,seo,11-50,FR,2026-01-02 00:00:00
C018435,seo,200+,FR,2026-03-25 00:00:00
C018436,seo,200+,FR,2026-03-22 00:00:00
C018437,direct,51-200,FR,2026-01-03 00:00:00
C018438,referral,11-50,FR,2026-06-22 00:00:00
C018439,referral,11-50,FR,2026-01-17 00:00:00
C018440,sea,200+,FR,2026-07-15 00:00:00
C018441,seo,51-200,CA,2026-02-10 00:00:00
C018442,direct,1-10,BE,2026-04-25 00:00:00
C018443,referral,11-50,FR,2026-04-14 00:00:00
C018444,referral,200+,CH,2026-03-01 00:00:00
C018445,sea,200+,FR,2026-03-02 00:00:00
C018446,direct,200+,BE,2026-03-02 00:00:00
C018447,direct,11-50,FR,2026-02-27 00:00:00
C018448,referral,51-200,FR,2026-02-19 00:00:00
C018449,direct,11-50,CA,2026-05-26 00:00:00
C018450,referral,1-10,FR,2026-05-28 00:00:00
C018451,seo,11-50,BE,2026-02-21 00:00:00
C018452,seo,51-200,FR,2026-06-08 00:00:00
C018453,referral,200+,CA,2026-05-27 00:00:00
C018454,direct,51-200,FR,2026-04-23 00:00:00
C018455,direct,11-50,CH,2026-01-06 00:00:00
C018456,direct,200+,FR,2026-03-15 00:00:00
C018457,sea,11-50,BE,2026-03-30 00:00:00
C018458,seo,11-50,FR,2026-05-11 00:00:00
C018459,sea,51-200,BE,2026-01-27 00:00:00
C018460,direct,200+,FR,2026-01-09 00:00:00
C018461,sea,51-200,FR,2026-02-14 00:00:00
C018462,seo,200+,FR,2026-05-16 00:00:00
C018463,sea,1-10,FR,2026-03-31 00:00:00
C018464,referral,51-200,FR,2026-05-14 00:00:00
C018465,seo,51-200,BE,2026-06-15 00:00:00
C018466,referral,11-50,CH,2026-06-05 00:00:00
C018467,sea,200+,FR,2026-03-16 00:00:00
C018468,referral,200+,FR,2026-04-04 00:00:00
C018469,seo,11-50,BE,2026-04-07 00:00:00
C018470,seo,200+,CH,2026-02-19 00:00:00
C018471,referral,200+,CH,2026-01-24 00:00:00
C018472,referral,1-10,FR,2026-04-02 00:00:00
C018473,sea,1-10,FR,2026-07-04 00:00:00
C018474,sea,1-10,FR,2026-03-31 00:00:00
C018475,seo,200+,CA,2026-07-17 00:00:00
C018476,sea,51-200,FR,2026-01-02 00:00:00
C018477,referral,11-50,FR,2026-04-23 00:00:00
C018478,seo,51-200,FR,2026-06-24 00:00:00
C018479,sea,200+,FR,2026-04-07 00:00:00
C018480,seo,51-200,BE,2026-05-25 00:00:00
C018481,direct,11-50,CA,2026-03-10 00:00:00
C018482,referral,200+,BE,2026-05-21 00:00:00
C018483,referral,200+,FR,2026-02-24 00:00:00
C018484,referral,51-200,CA,2026-02-10 00:00:00
C018485,referral,1-10,FR,2026-04-07 00:00:00
C018486,seo,1-10,FR,2026-06-10 00:00:00
C018487,sea,11-50,FR,2026-04-09 00:00:00
C018488,seo,200+,FR,2026-02-08 00:00:00
C018489,referral,1-10,FR,2026-01-22 00:00:00
C018490,direct,200+,FR,2026-05-07 00:00:00
C018491,sea,11-50,FR,2026-02-10 00:00:00
C018492,seo,200+,CA,2026-04-23 00:00:00
C018493,seo,11-50,BE,2026-05-06 00:00:00
C018494,seo,11-50,BE,2026-02-22 00:00:00
C018495,sea,200+,FR,2026-07-02 00:00:00
C018496,direct,11-50,FR,2026-05-07 00:00:00
C018497,seo,11-50,FR,2026-05-24 00:00:00
C018498,referral,200+,FR,2026-06-11 00:00:00
C018499,direct,51-200,CA,2026-04-30 00:00:00
C018500,referral,200+,BE,2026-04-16 00:00:00
C018501,direct,200+,FR,2026-01-24 00:00:00
C018502,sea,1-10,FR,2026-05-03 00:00:00
C018503,direct,51-200,FR,2026-07-10 00:00:00
C018504,direct,1-10,BE,2026-01-12 00:00:00
C018505,direct,200+,BE,2026-05-19 00:00:00
C018506,sea,1-10,FR,2026-03-23 00:00:00
C018507,direct,11-50,FR,2026-02-06 00:00:00
C018508,seo,200+,FR,2026-05-11 00:00:00
C018509,seo,1-10,FR,2026-04-02 00:00:00
C018510,sea,200+,FR,2026-03-10 00:00:00
C018511,sea,200+,FR,2026-04-26 00:00:00
C018512,seo,11-50,FR,2026-05-28 00:00:00
C018513,referral,11-50,FR,2026-01-04 00:00:00
C018514,referral,1-10,FR,2026-01-07 00:00:00
C018515,seo,1-10,FR,2026-04-05 00:00:00
C018516,sea,200+,FR,2026-04-22 00:00:00
C018517,direct,1-10,FR,2026-02-25 00:00:00
C018518,sea,1-10,FR,2026-01-30 00:00:00
C018519,sea,200+,FR,2026-01-20 00:00:00
C018520,sea,51-200,FR,2026-05-09 00:00:00
C018521,direct,200+,FR,2026-02-27 00:00:00
C018522,direct,200+,FR,2026-05-12 00:00:00
C018523,referral,200+,CH,2026-04-09 00:00:00
C018524,seo,51-200,FR,2026-03-14 00:00:00
C018525,seo,11-50,FR,2026-02-15 00:00:00
C018526,direct,11-50,CA,2026-07-19 00:00:00
C018527,seo,200+,FR,2026-07-09 00:00:00
C018528,seo,1-10,FR,2026-06-09 00:00:00
C018529,direct,11-50,FR,2026-04-08 00:00:00
C018530,referral,51-200,FR,2026-03-06 00:00:00
C018531,referral,11-50,FR,2026-01-16 00:00:00
C018532,direct,51-200,CH,2026-03-26 00:00:00
C018533,sea,200+,FR,2026-01-02 00:00:00
C018534,seo,200+,FR,2026-05-24 00:00:00
C018535,seo,200+,FR,2026-03-31 00:00:00
C018536,referral,11-50,CH,2026-05-23 00:00:00
C018537,sea,1-10,FR,2026-04-03 00:00:00
C018538,sea,51-200,CA,2026-01-02 00:00:00
C018539,sea,11-50,FR,2026-01-29 00:00:00
C018540,referral,11-50,FR,2026-04-28 00:00:00
C018541,seo,200+,CH,2026-05-21 00:00:00
C018542,direct,11-50,FR,2026-07-11 00:00:00
C018543,referral,200+,FR,2026-05-27 00:00:00
C018544,seo,200+,FR,2026-03-09 00:00:00
C018545,sea,200+,CA,2026-05-07 00:00:00
C018546,direct,11-50,FR,2026-01-30 00:00:00
C018547,referral,200+,FR,2026-06-08 00:00:00
C018548,seo,200+,FR,2026-07-10 00:00:00
C018549,seo,1-10,FR,2026-06-09 00:00:00
C018550,referral,200+,CA,2026-07-10 00:00:00
C018551,seo,11-50,BE,2026-05-21 00:00:00
C018552,direct,1-10,FR,2026-02-12 00:00:00
C018553,direct,200+,CA,2026-03-20 00:00:00
C018554,referral,51-200,FR,2026-06-28 00:00:00
C018555,direct,1-10,CH,2026-07-02 00:00:00
C018556,sea,11-50,BE,2026-01-15 00:00:00
C018557,sea,51-200,FR,2026-01-13 00:00:00
C018558,referral,200+,FR,2026-01-03 00:00:00
C018559,referral,200+,FR,2026-06-18 00:00:00
C018560,seo,1-10,FR,2026-07-15 00:00:00
C018561,direct,1-10,FR,2026-05-24 00:00:00
C018562,sea,51-200,FR,2026-03-01 00:00:00
C018563,referral,11-50,FR,2026-01-25 00:00:00
C018564,seo,1-10,FR,2026-05-29 00:00:00
C018565,seo,51-200,FR,2026-04-10 00:00:00
C018566,referral,1-10,FR,2026-07-04 00:00:00
C018567,sea,51-200,CH,2026-07-06 00:00:00
C018568,direct,200+,FR,2026-05-22 00:00:00
C018569,sea,11-50,FR,2026-04-01 00:00:00
C018570,referral,200+,FR,2026-07-12 00:00:00
C018571,seo,51-200,FR,2026-03-31 00:00:00
C018572,referral,51-200,FR,2026-02-04 00:00:00
C018573,sea,51-200,FR,2026-02-23 00:00:00
C018574,direct,11-50,CA,2026-01-18 00:00:00
C018575,referral,200+,CH,2026-04-24 00:00:00
C018576,referral,51-200,CA,2026-05-30 00:00:00
C018577,referral,51-200,FR,2026-02-24 00:00:00
C018578,direct,200+,FR,2026-04-17 00:00:00
C018579,seo,11-50,FR,2026-03-16 00:00:00
C018580,sea,1-10,CH,2026-06-15 00:00:00
C018581,sea,51-200,FR,2026-04-17 00:00:00
C018582,direct,200+,FR,2026-03-30 00:00:00
C018583,referral,51-200,FR,2026-06-24 00:00:00
C018584,direct,1-10,FR,2026-06-11 00:00:00
C018585,seo,1-10,BE,2026-03-24 00:00:00
C018586,direct,51-200,FR,2026-06-17 00:00:00
C018587,referral,200+,FR,2026-01-30 00:00:00
C018588,referral,11-50,FR,2026-06-26 00:00:00
C018589,seo,11-50,CA,2026-06-23 00:00:00
C018590,seo,51-200,FR,2026-03-15 00:00:00
C018591,direct,51-200,CH,2026-01-09 00:00:00
C018592,sea,1-10,FR,2026-03-02 00:00:00
C018593,referral,11-50,FR,2026-02-13 00:00:00
C018594,seo,51-200,BE,2026-03-30 00:00:00
C018595,seo,200+,CH,2026-07-14 00:00:00
C018596,seo,200+,CA,2026-06-18 00:00:00
C018597,direct,200+,FR,2026-04-15 00:00:00
C018598,seo,11-50,FR,2026-01-08 00:00:00
C018599,direct,11-50,FR,2026-07-08 00:00:00
C018600,seo,1-10,CA,2026-05-02 00:00:00
C018601,seo,200+,FR,2026-03-04 00:00:00
C018602,referral,51-200,BE,2026-05-03 00:00:00
C018603,direct,200+,FR,2026-03-20 00:00:00
C018604,direct,1-10,FR,2026-07-12 00:00:00
C018605,direct,200+,FR,2026-04-02 00:00:00
C018606,direct,1-10,FR,2026-04-19 00:00:00
C018607,seo,200+,CA,2026-03-03 00:00:00
C018608,direct,1-10,FR,2026-07-12 00:00:00
C018609,seo,11-50,FR,2026-06-27 00:00:00
C018610,seo,11-50,CH,2026-06-24 00:00:00
C018611,sea,200+,FR,2026-02-27 00:00:00
C018612,sea,51-200,FR,2026-03-17 00:00:00
C018613,direct,51-200,FR,2026-03-10 00:00:00
C018614,sea,200+,BE,2026-04-27 00:00:00
C018615,direct,1-10,FR,2026-04-12 00:00:00
C018616,direct,1-10,FR,2026-06-21 00:00:00
C018617,direct,200+,CA,2026-03-15 00:00:00
C018618,referral,51-200,BE,2026-04-01 00:00:00
C018619,referral,200+,FR,2026-03-24 00:00:00
C018620,referral,200+,FR,2026-05-05 00:00:00
C018621,sea,51-200,FR,2026-05-15 00:00:00
C018622,sea,1-10,FR,2026-06-24 00:00:00
C018623,direct,11-50,FR,2026-04-21 00:00:00
C018624,referral,11-50,FR,2026-06-14 00:00:00
C018625,sea,200+,FR,2026-04-14 00:00:00
C018626,seo,11-50,CH,2026-05-24 00:00:00
C018627,direct,1-10,CH,2026-03-08 00:00:00
C018628,direct,11-50,FR,2026-04-19 00:00:00
C018629,seo,1-10,FR,2026-01-11 00:00:00
C018630,sea,11-50,FR,2026-02-06 00:00:00
C018631,referral,1-10,FR,2026-01-15 00:00:00
C018632,referral,51-200,FR,2026-07-16 00:00:00
C018633,direct,11-50,BE,2026-03-15 00:00:00
C018634,seo,11-50,CH,2026-04-23 00:00:00
C018635,seo,1-10,FR,2026-02-28 00:00:00
C018636,seo,200+,FR,2026-05-12 00:00:00
C018637,seo,200+,FR,2026-01-29 00:00:00
C018638,referral,1-10,FR,2026-05-22 00:00:00
C018639,seo,200+,BE,2026-02-02 00:00:00
C018640,direct,1-10,FR,2026-01-04 00:00:00
C018641,sea,11-50,FR,2026-02-17 00:00:00
C018642,direct,200+,FR,2026-04-14 00:00:00
C018643,referral,11-50,FR,2026-02-24 00:00:00
C018644,sea,200+,FR,2026-04-24 00:00:00
C018645,referral,1-10,FR,2026-03-02 00:00:00
C018646,referral,200+,FR,2026-07-07 00:00:00
C018647,referral,51-200,FR,2026-07-04 00:00:00
C018648,sea,200+,FR,2026-02-06 00:00:00
C018649,referral,51-200,FR,2026-06-06 00:00:00
C018650,seo,1-10,FR,2026-03-12 00:00:00
C018651,direct,1-10,CH,2026-01-31 00:00:00
C018652,referral,200+,FR,2026-05-20 00:00:00
C018653,seo,11-50,CH,2026-02-20 00:00:00
C018654,referral,51-200,CA,2026-04-17 00:00:00
C018655,seo,51-200,FR,2026-05-02 00:00:00
C018656,seo,1-10,BE,2026-07-05 00:00:00
C018657,referral,11-50,CA,2026-05-24 00:00:00
C018658,referral,200+,FR,2026-03-11 00:00:00
C018659,referral,51-200,FR,2026-04-21 00:00:00
C018660,direct,1-10,BE,2026-06-17 00:00:00
C018661,direct,11-50,FR,2026-03-27 00:00:00
C018662,direct,1-10,CH,2026-05-10 00:00:00
C018663,direct,1-10,FR,2026-03-31 00:00:00
C018664,sea,51-200,CA,2026-04-23 00:00:00
C018665,seo,11-50,FR,2026-03-24 00:00:00
C018666,direct,11-50,FR,2026-05-29 00:00:00
C018667,referral,1-10,BE,2026-04-01 00:00:00
C018668,direct,200+,FR,2026-01-16 00:00:00
C018669,direct,1-10,FR,2026-03-15 00:00:00
C018670,direct,51-200,FR,2026-02-21 00:00:00
C018671,referral,200+,FR,2026-02-06 00:00:00
C018672,referral,51-200,CA,2026-03-13 00:00:00
C018673,direct,1-10,FR,2026-02-04 00:00:00
C018674,referral,11-50,FR,2026-06-03 00:00:00
C018675,referral,11-50,CA,2026-03-14 00:00:00
C018676,seo,200+,CH,2026-06-11 00:00:00
C018677,direct,1-10,FR,2026-05-24 00:00:00
C018678,direct,11-50,FR,2026-04-15 00:00:00
C018679,direct,1-10,FR,2026-01-05 00:00:00
C018680,direct,1-10,CH,2026-02-23 00:00:00
C018681,seo,200+,FR,2026-01-23 00:00:00
C018682,sea,11-50,BE,2026-02-01 00:00:00
C018683,seo,1-10,FR,2026-02-16 00:00:00
C018684,seo,200+,FR,2026-06-24 00:00:00
C018685,sea,51-200,FR,2026-02-05 00:00:00
C018686,referral,51-200,FR,2026-05-29 00:00:00
C018687,sea,51-200,FR,2026-01-04 00:00:00
C018688,sea,11-50,CA,2026-06-04 00:00:00
C018689,sea,1-10,FR,2026-06-27 00:00:00
C018690,sea,11-50,BE,2026-06-23 00:00:00
C018691,sea,1-10,FR,2026-02-28 00:00:00
C018692,referral,200+,FR,2026-03-13 00:00:00
C018693,sea,51-200,FR,2026-01-19 00:00:00
C018694,seo,200+,CH,2026-06-29 00:00:00
C018695,sea,200+,FR,2026-02-21 00:00:00
C018696,direct,200+,CH,2026-05-21 00:00:00
C018697,referral,51-200,FR,2026-01-12 00:00:00
C018698,sea,200+,CH,2026-02-14 00:00:00
C018699,sea,200+,FR,2026-07-14 00:00:00
C018700,sea,11-50,FR,2026-01-04 00:00:00
C018701,sea,200+,FR,2026-03-23 00:00:00
C018702,seo,11-50,FR,2026-04-26 00:00:00
C018703,direct,11-50,FR,2026-04-13 00:00:00
C018704,sea,51-200,FR,2026-02-06 00:00:00
C018705,sea,1-10,FR,2026-06-16 00:00:00
C018706,sea,200+,FR,2026-02-25 00:00:00
C018707,direct,200+,FR,2026-07-05 00:00:00
C018708,sea,11-50,FR,2026-01-27 00:00:00
C018709,direct,51-200,FR,2026-04-23 00:00:00
C018710,seo,51-200,FR,2026-02-28 00:00:00
C018711,seo,200+,CA,2026-07-18 00:00:00
C018712,seo,51-200,FR,2026-02-01 00:00:00
C018713,sea,200+,FR,2026-03-23 00:00:00
C018714,sea,1-10,FR,2026-04-10 00:00:00
C018715,direct,51-200,FR,2026-05-22 00:00:00
C018716,referral,200+,BE,2026-07-04 00:00:00
C018717,direct,11-50,CH,2026-07-15 00:00:00
C018718,direct,51-200,BE,2026-01-15 00:00:00
C018719,seo,1-10,FR,2026-02-06 00:00:00
C018720,sea,200+,CA,2026-03-01 00:00:00
C018721,sea,1-10,BE,2026-05-28 00:00:00
C018722,direct,200+,FR,2026-01-27 00:00:00
C018723,sea,11-50,FR,2026-07-04 00:00:00
C018724,referral,1-10,FR,2026-05-28 00:00:00
C018725,sea,200+,FR,2026-01-19 00:00:00
C018726,seo,200+,FR,2026-05-31 00:00:00
C018727,seo,11-50,FR,2026-02-09 00:00:00
C018728,sea,1-10,FR,2026-03-17 00:00:00
C018729,referral,11-50,FR,2026-05-10 00:00:00
C018730,seo,11-50,FR,2026-04-25 00:00:00
C018731,sea,11-50,FR,2026-03-20 00:00:00
C018732,direct,200+,BE,2026-03-19 00:00:00
C018733,seo,1-10,FR,2026-03-08 00:00:00
C018734,seo,11-50,FR,2026-06-06 00:00:00
C018735,direct,200+,FR,2026-06-05 00:00:00
C018736,referral,11-50,FR,2026-04-19 00:00:00
C018737,direct,200+,FR,2026-04-08 00:00:00
C018738,sea,11-50,FR,2026-05-16 00:00:00
C018739,sea,1-10,FR,2026-03-23 00:00:00
C018740,seo,11-50,CA,2026-06-03 00:00:00
C018741,referral,51-200,FR,2026-01-20 00:00:00
C018742,seo,1-10,FR,2026-01-24 00:00:00
C018743,seo,11-50,FR,2026-04-08 00:00:00
C018744,direct,200+,CH,2026-02-10 00:00:00
C018745,sea,51-200,BE,2026-05-02 00:00:00
C018746,referral,11-50,FR,2026-07-11 00:00:00
C018747,direct,200+,CA,2026-05-21 00:00:00
C018748,seo,200+,BE,2026-03-11 00:00:00
C018749,seo,200+,FR,2026-06-04 00:00:00
C018750,seo,51-200,FR,2026-03-28 00:00:00
C018751,referral,51-200,FR,2026-06-09 00:00:00
C018752,sea,200+,FR,2026-07-11 00:00:00
C018753,referral,200+,FR,2026-06-15 00:00:00
C018754,referral,51-200,FR,2026-07-17 00:00:00
C018755,direct,11-50,FR,2026-05-26 00:00:00
C018756,seo,11-50,CH,2026-06-12 00:00:00
C018757,seo,51-200,BE,2026-06-05 00:00:00
C018758,direct,200+,CA,2026-03-18 00:00:00
C018759,referral,11-50,BE,2026-04-29 00:00:00
C018760,sea,51-200,FR,2026-02-24 00:00:00
C018761,seo,200+,FR,2026-02-03 00:00:00
C018762,referral,1-10,BE,2026-05-12 00:00:00
C018763,direct,200+,FR,2026-02-09 00:00:00
C018764,sea,1-10,CH,2026-03-13 00:00:00
C018765,referral,1-10,BE,2026-04-19 00:00:00
C018766,direct,1-10,CA,2026-07-04 00:00:00
C018767,referral,51-200,FR,2026-03-25 00:00:00
C018768,referral,200+,CA,2026-04-26 00:00:00
C018769,direct,200+,FR,2026-02-18 00:00:00
C018770,seo,51-200,FR,2026-01-03 00:00:00
C018771,referral,11-50,FR,2026-06-19 00:00:00
C018772,sea,11-50,CH,2026-05-11 00:00:00
C018773,referral,51-200,FR,2026-01-31 00:00:00
C018774,seo,1-10,FR,2026-07-17 00:00:00
C018775,sea,200+,FR,2026-04-11 00:00:00
C018776,referral,11-50,FR,2026-04-30 00:00:00
C018777,sea,200+,FR,2026-06-20 00:00:00
C018778,seo,1-10,FR,2026-02-17 00:00:00
C018779,referral,1-10,FR,2026-04-04 00:00:00
C018780,referral,200+,BE,2026-02-18 00:00:00
C018781,referral,200+,FR,2026-06-06 00:00:00
C018782,seo,200+,FR,2026-05-28 00:00:00
C018783,direct,11-50,FR,2026-06-12 00:00:00
C018784,seo,11-50,CA,2026-03-05 00:00:00
C018785,referral,200+,BE,2026-06-05 00:00:00
C018786,seo,200+,FR,2026-01-14 00:00:00
C018787,seo,1-10,FR,2026-01-25 00:00:00
C018788,sea,11-50,FR,2026-03-07 00:00:00
C018789,seo,200+,FR,2026-05-05 00:00:00
C018790,direct,11-50,CH,2026-06-22 00:00:00
C018791,sea,51-200,FR,2026-05-16 00:00:00
C018792,seo,11-50,CH,2026-04-02 00:00:00
