fournisseur,categorie,volume_annuel,duree_accord,taux_service,part_marque_nationale,exercice,negociateur,taux_remise
F1346,C,43238.0,24,0.854,0.11,2026,N39,27.31
F1347,B,206693.0,24,0.875,0.411,2024,N27,30.21
F1348,A,143106.0,36,0.869,0.049,2026,N03,28.42
F1349,B,55633.0,24,0.973,0.186,2025,N08,28.24
F1350,D,71926.0,12,0.938,0.275,2024,N20,27.7
F1351,D,129175.0,36,0.959,0.473,2024,N03,28.62
F1352,B,147228.0,36,0.921,0.348,2026,N38,29.51
F1353,B,55094.0,24,0.872,0.353,2025,N14,26.28
F1354,C,83258.0,12,0.946,0.403,2024,N20,27.59
F1355,C,252105.0,24,0.974,0.332,2026,N38,31.68
F1356,E,30629.0,36,0.985,0.164,2024,N09,25.97
F1357,D,24677.0,36,0.919,0.475,2026,N27,29.06
F1358,D,146043.0,12,1.0,0.52,2024,N16,30.46
F1359,B,174947.0,24,0.95,0.342,2024,N10,31.05
F1360,E,6455.0,24,0.933,0.522,2025,N17,25.32
F1361,A,114030.0,24,1.0,0.456,2026,N21,29.77
F1362,A,523532.0,36,0.946,0.183,2024,N26,31.44
F1363,D,270250.0,12,0.925,0.119,2024,N12,31.27
F1364,B,65673.0,24,0.973,0.85,2024,N35,31.06
F1365,D,157994.0,12,0.983,0.292,2025,N36,31.2
F1366,C,14364.0,12,0.944,0.217,2025,N29,26.69
F1367,E,214169.0,24,0.938,0.595,2026,N24,33.37
F1368,A,143489.0,36,0.855,0.388,2024,N15,30.32
F1369,A,282960.0,36,0.947,0.213,2025,N16,31.79
F1370,C,84188.0,36,0.86,0.312,2024,N19,31.13
F1371,E,223406.0,24,0.868,0.903,2026,N07,33.49
F1372,B,60236.0,12,0.938,0.368,2026,N13,26.9
F1373,E,366283.0,12,0.891,0.477,2025,N16,31.56
F1374,C,174250.0,12,0.89,0.438,2025,N33,30.75
F1375,A,12082.0,36,0.905,0.81,2025,N02,26.22
F1376,A,14174.0,24,0.923,0.551,2024,N21,27.79
F1377,C,191911.0,24,0.939,0.418,2026,N38,32.91
F1378,D,325935.0,36,0.884,0.529,2026,N04,32.07
F1379,A,462329.0,12,0.959,0.395,2025,N02,33.04
F1380,B,55564.0,24,0.984,0.294,2025,N27,29.39
F1381,C,131303.0,36,0.947,0.29,2026,N08,31.3
F1382,B,70742.0,24,0.917,0.522,2025,N08,28.59
F1383,E,46761.0,24,0.935,0.33,2026,N35,30.62
F1384,A,77041.0,12,0.968,0.242,2025,N20,28.67
F1385,C,447653.0,36,0.905,0.644,2026,N05,31.09
F1386,B,60253.0,36,0.94,0.078,2024,N29,29.02
F1387,E,868337.0,24,0.858,0.44,2025,N24,33.69
F1388,A,21852.0,12,0.933,0.364,2025,N20,26.17
F1389,C,69877.0,12,0.946,0.703,2024,N06,28.35
F1390,E,194769.0,36,1.0,0.411,2024,N29,30.96
F1391,B,192603.0,24,1.0,0.145,2026,N33,29.71
F1392,E,121558.0,12,1.0,0.409,2026,N22,29.02
F1393,E,14281.0,24,0.891,0.119,2024,N27,23.58
F1394,D,75588.0,24,0.906,0.251,2025,N04,27.38
F1395,B,562628.0,12,0.998,0.187,2024,N31,30.91
F1396,A,228667.0,36,0.952,0.585,2024,N29,32.52
F1397,D,195494.0,24,0.906,0.406,2024,N40,31.49
F1398,B,174899.0,36,0.848,0.653,2026,N30,32.32
F1399,D,93819.0,12,0.967,0.377,2026,N26,30.33
F1400,E,100230.0,12,0.922,0.33,2026,N36,28.39
F1401,C,52416.0,36,0.888,0.362,2025,N40,28.54
F1402,E,533297.0,24,0.966,0.357,2025,N15,33.31
F1403,B,177009.0,12,0.95,0.183,2025,N22,29.28
F1404,A,165901.0,12,0.976,0.51,2026,N08,31.08
F1405,D,126549.0,36,0.965,0.207,2025,N27,29.18
F1406,C,78061.0,12,0.918,0.48,2026,N25,31.2
F1407,D,18588.0,12,0.885,0.141,2024,N13,26.9
F1408,D,101402.0,36,0.978,0.322,2026,N12,30.2
F1409,D,46147.0,24,0.997,0.108,2026,N14,29.04
F1410,C,53243.0,24,0.947,0.47,2024,N21,26.35
F1411,A,131189.0,36,0.924,0.462,2025,N09,30.17
F1412,B,497043.0,36,0.976,0.506,2024,N21,32.23
F1413,B,30501.0,24,0.959,0.138,2026,N12,27.8
F1414,B,104730.0,24,0.982,0.173,2024,N18,28.77
F1415,A,699167.0,24,0.919,0.537,2024,N09,34.02
F1416,D,23574.0,36,0.939,0.193,2026,N11,26.41
F1417,E,195113.0,24,0.883,0.63,2025,N30,31.18
F1418,B,61027.0,36,0.882,0.521,2025,N17,29.74
F1419,C,251692.0,36,0.895,0.745,2026,N12,35.32
F1420,D,686758.0,12,0.945,0.218,2026,N04,31.12
F1421,E,95858.0,36,0.964,0.388,2024,N04,30.46
F1422,A,337250.0,12,1.0,0.29,2025,N11,29.45
F1423,E,152456.0,12,0.91,0.573,2024,N31,32.28
F1424,C,1023342.0,12,0.909,0.122,2024,N23,32.83
F1425,C,1794.0,36,0.996,0.85,2026,N31,26.63
F1426,E,35785.0,24,0.865,0.372,2025,N40,28.06
F1427,E,92258.0,24,0.89,0.259,2024,N09,29.46
F1428,A,119465.0,36,0.955,0.317,2026,N37,29.12
F1429,E,778071.0,24,0.95,0.517,2026,N39,31.04
F1430,A,409369.0,36,0.893,0.61,2024,N38,31.7
F1431,C,67948.0,36,1.0,0.525,2026,N21,31.03
F1432,D,19070.0,36,1.0,0.107,2025,N30,27.08
F1433,A,426177.0,12,0.89,0.406,2026,N22,32.82
F1434,A,146732.0,24,0.902,0.315,2024,N16,31.14
F1435,C,77297.0,36,0.868,0.664,2024,N21,30.28
F1436,C,297852.0,12,0.949,0.269,2026,N15,31.33
F1437,E,906903.0,36,0.929,0.676,2024,N21,33.69
F1438,A,162806.0,24,0.919,0.178,2024,N20,32.0
F1439,B,588039.0,12,1.0,0.562,2024,N32,35.62
F1440,C,12528.0,24,0.949,0.548,2024,N38,28.28
F1441,C,302082.0,36,0.869,0.362,2026,N24,31.24
F1442,C,1790131.0,12,0.899,0.483,2026,N19,34.83
F1443,E,467222.0,36,0.947,0.44,2025,N33,33.58
F1444,A,53571.0,36,0.937,0.634,2025,N05,28.48
F1445,E,28318.0,12,0.974,0.54,2026,N40,28.21
F1446,B,170868.0,36,0.959,0.393,2024,N33,29.16
F1447,A,39318.0,12,1.0,0.228,2025,N03,27.38
F1448,C,58072.0,36,1.0,0.823,2024,N32,32.98
F1449,C,13362.0,36,0.997,0.321,2024,N24,25.47
F1450,C,32667.0,36,1.0,0.581,2026,N14,29.97
F1451,C,209098.0,12,0.874,0.479,2024,N20,31.74
F1452,B,42351.0,24,0.928,0.267,2024,N32,26.78
F1453,D,38843.0,12,0.968,0.503,2024,N35,30.52
F1454,D,21326.0,24,1.0,0.411,2024,N04,27.37
F1455,E,87038.0,24,0.898,0.823,2025,N30,31.06
F1456,D,157122.0,12,1.0,0.361,2024,N21,31.53
F1457,E,116388.0,12,0.891,0.591,2024,N07,31.51
F1458,A,3441.0,12,0.945,0.393,2026,N35,23.71
F1459,D,102035.0,36,1.0,0.353,2024,N07,30.55
F1460,E,32699.0,24,0.92,0.623,2024,N29,29.56
F1461,C,89072.0,36,0.959,0.605,2025,N09,29.71
F1462,B,27028.0,36,0.875,0.329,2024,N04,28.06
F1463,D,390197.0,12,0.951,0.172,2025,N29,30.27
F1464,D,986080.0,36,0.974,0.278,2026,N21,35.3
F1465,C,302318.0,36,0.957,0.341,2024,N29,35.11
F1466,E,817742.0,12,0.945,0.456,2024,N21,32.75
F1467,A,135068.0,24,0.913,0.145,2025,N28,27.88
F1468,D,73250.0,24,0.873,0.419,2024,N11,29.84
F1469,B,8847.0,12,0.951,0.196,2026,N32,26.21
F1470,C,46871.0,24,0.897,0.319,2026,N18,26.63
F1471,E,59577.0,24,0.929,0.479,2024,N40,29.76
F1472,D,660077.0,12,0.909,0.31,2024,N24,32.32
F1473,A,32382.0,36,0.992,0.659,2025,N21,29.15
F1474,B,111136.0,36,0.988,0.445,2024,N21,30.47
F1475,C,219483.0,24,1.0,0.268,2025,N13,33.27
F1476,A,109446.0,24,0.961,0.687,2026,N36,30.82
F1477,A,100093.0,36,0.873,0.129,2024,N04,28.71
F1478,D,361184.0,36,0.93,0.182,2024,N33,32.34
F1479,E,36206.0,12,0.908,0.138,2025,N18,28.64
F1480,B,105653.0,24,0.862,0.402,2025,N15,30.6
F1481,C,134720.0,12,0.93,0.771,2026,N02,32.5
F1482,E,698557.0,36,0.881,0.436,2025,N40,33.6
F1483,A,531255.0,12,1.0,0.648,2025,N12,33.59
F1484,A,203019.0,12,1.0,0.622,2026,N31,31.08
F1485,B,286489.0,36,0.907,0.438,2026,N33,30.39
F1486,D,8285.0,24,0.968,0.245,2024,N17,24.94
F1487,B,146758.0,12,0.93,0.667,2025,N14,31.53
F1488,C,54174.0,36,0.945,0.683,2025,N05,32.08
F1489,A,16316.0,12,0.94,0.351,2025,N23,25.84
F1490,A,224072.0,12,0.96,0.462,2024,N25,33.6
F1491,D,61916.0,36,0.929,0.157,2024,N17,29.68
F1492,C,44136.0,24,0.975,0.407,2024,N01,29.42
F1493,B,12493.0,36,0.839,0.184,2025,N11,26.87
F1494,E,121265.0,36,0.896,0.322,2024,N01,30.01
F1495,D,432846.0,24,1.0,0.289,2024,N15,34.1
F1496,E,120252.0,36,0.948,0.425,2026,N10,30.18
F1497,B,238392.0,12,0.949,0.294,2024,N29,32.46
F1498,D,324581.0,36,0.947,0.525,2024,N35,32.75
F1499,E,96694.0,36,0.869,0.495,2024,N07,31.7
F1500,D,62614.0,12,0.905,0.187,2024,N38,27.39
F1501,C,46990.0,12,0.978,0.452,2025,N33,29.71
F1502,E,68657.0,12,0.957,0.353,2026,N17,29.78
F1503,C,50761.0,36,0.86,0.48,2024,N06,30.55
F1504,E,106071.0,12,1.0,0.563,2024,N31,30.75
F1505,C,54617.0,24,1.0,0.892,2024,N07,30.12
F1506,C,364691.0,24,0.891,0.501,2026,N20,30.78
F1507,C,34089.0,24,0.964,0.409,2025,N30,30.46
F1508,A,666228.0,12,0.872,0.169,2026,N31,31.73
F1509,B,56125.0,24,0.873,0.288,2025,N11,27.69
F1510,D,55846.0,24,0.846,0.138,2025,N32,28.7
F1511,A,217688.0,36,1.0,0.037,2026,N32,30.59
F1512,A,40777.0,24,1.0,0.296,2026,N02,28.28
F1513,B,10291.0,12,1.0,0.285,2025,N03,26.21
F1514,A,264385.0,12,0.854,0.617,2024,N03,31.23
F1515,E,539981.0,24,0.974,0.074,2026,N15,31.44
F1516,C,9643.0,36,0.893,0.151,2025,N30,25.81
F1517,B,181895.0,36,1.0,0.535,2025,N30,31.99
F1518,D,49839.0,24,1.0,0.504,2024,N09,26.24
F1519,D,74701.0,24,0.995,0.049,2025,N09,26.84
F1520,A,637520.0,12,1.0,0.629,2024,N10,33.59
F1521,C,19094.0,12,0.982,0.073,2024,N39,27.32
F1522,D,52150.0,36,0.971,0.763,2024,N08,28.78
F1523,C,434733.0,36,0.927,0.421,2026,N22,30.05
F1524,D,129289.0,24,0.939,0.077,2024,N29,30.15
F1525,A,167647.0,12,0.956,0.587,2025,N28,31.7
F1526,E,43957.0,24,0.917,0.359,2024,N23,27.22
F1527,D,37289.0,36,0.878,0.203,2026,N35,28.3
F1528,C,38446.0,24,0.958,0.364,2026,N15,29.98
F1529,E,126332.0,36,0.882,0.827,2025,N20,34.17
F1530,E,57266.0,36,1.0,0.171,2026,N19,29.47
F1531,D,161279.0,24,1.0,0.681,2025,N31,31.29
F1532,B,2235041.0,24,0.989,0.601,2024,N13,35.61
F1533,B,11537.0,12,0.934,0.282,2024,N05,26.1
F1534,C,132022.0,24,0.974,0.485,2025,N11,30.23
F1535,D,85673.0,36,0.969,0.155,2026,N02,29.86
F1536,B,26879.0,24,1.0,0.225,2025,N37,27.5
F1537,B,119508.0,12,0.848,0.324,2024,N30,29.92
F1538,B,32901.0,12,1.0,0.135,2025,N18,28.12
F1539,C,18802.0,24,0.993,0.394,2025,N29,27.09
F1540,B,95390.0,12,0.976,0.452,2026,N37,29.44
F1541,C,625012.0,24,0.92,0.509,2025,N13,34.53
F1542,E,73498.0,12,0.896,0.438,2024,N22,28.16
F1543,C,156720.0,24,0.978,0.684,2025,N07,32.21
F1544,E,42653.0,12,0.921,0.149,2025,N11,26.01
F1545,A,38636.0,36,0.826,0.768,2026,N32,28.35
F1546,C,16371.0,24,0.894,0.258,2026,N10,27.12
F1547,C,91923.0,36,0.932,0.516,2024,N26,30.42
F1548,A,164404.0,24,0.859,0.095,2024,N36,28.39
F1549,A,11693.0,36,0.87,0.089,2024,N09,25.82
F1550,B,9419.0,24,0.969,0.447,2024,N29,26.22
F1551,C,170040.0,36,0.897,0.408,2024,N20,32.69
F1552,A,40387.0,12,0.93,0.491,2025,N01,29.45
F1553,A,13599.0,12,0.98,0.698,2026,N14,26.51
F1554,B,198623.0,36,0.91,0.483,2024,N20,32.27
F1555,C,69278.0,12,0.933,0.136,2026,N14,28.74
F1556,C,55045.0,12,1.0,0.589,2025,N28,29.26
F1557,E,88216.0,12,1.0,0.458,2025,N29,28.52
F1558,B,40928.0,36,0.83,0.514,2024,N31,28.75
F1559,A,2663374.0,12,0.969,0.284,2024,N02,35.31
F1560,C,6820.0,24,1.0,0.036,2026,N27,24.48
F1561,A,48829.0,36,0.938,0.268,2024,N37,29.44
F1562,E,177286.0,36,0.938,0.461,2024,N24,29.52
F1563,A,143853.0,24,0.904,0.443,2025,N28,31.31
F1564,C,21601.0,36,1.0,0.481,2026,N18,28.69
F1565,A,60282.0,24,0.924,0.535,2026,N18,27.81
F1566,C,80499.0,24,1.0,0.78,2024,N15,30.65
F1567,E,464486.0,36,0.99,0.384,2024,N33,30.84
F1568,C,638715.0,36,0.887,0.845,2024,N30,34.34
F1569,C,661300.0,12,0.961,0.042,2026,N28,31.53
F1570,B,116548.0,36,0.903,0.42,2024,N31,30.7
F1571,B,489662.0,24,0.973,0.668,2026,N01,30.37
F1572,C,190265.0,12,0.912,0.777,2024,N11,32.81
F1573,B,73451.0,36,0.895,0.165,2026,N20,28.62
F1574,A,67236.0,24,1.0,0.722,2025,N31,30.89
F1575,E,227535.0,36,0.956,0.365,2024,N11,31.22
F1576,A,147083.0,36,0.956,0.81,2025,N29,31.4
F1577,C,52469.0,24,0.985,0.499,2025,N16,29.13
F1578,C,32506.0,12,0.981,0.179,2026,N31,26.25
F1579,A,31623.0,36,0.946,0.086,2025,N21,26.7
F1580,D,533324.0,24,0.942,0.581,2025,N25,33.59
F1581,E,74020.0,36,0.947,0.246,2025,N05,30.59
F1582,A,115470.0,12,0.957,0.477,2024,N30,27.35
F1583,C,586083.0,12,0.952,0.535,2025,N12,34.47
F1584,C,638583.0,12,1.0,0.524,2026,N19,34.18
F1585,E,290038.0,36,0.942,0.209,2026,N40,31.88
F1586,A,171176.0,36,0.938,0.097,2025,N21,28.04
F1587,D,58943.0,12,1.0,0.68,2024,N28,30.48
F1588,B,108335.0,12,0.906,0.045,2026,N31,27.14
F1589,E,136560.0,12,0.968,0.657,2026,N33,30.84
F1590,D,232691.0,24,0.857,0.139,2025,N40,33.06
F1591,B,49102.0,24,0.837,0.194,2026,N04,29.15
F1592,D,267372.0,24,0.893,0.066,2025,N18,30.06
F1593,C,346435.0,36,0.96,0.544,2026,N01,32.06
F1594,C,156753.0,24,0.941,0.32,2025,N28,28.21
F1595,E,19370.0,36,1.0,0.804,2024,N11,28.04
F1596,E,11007.0,12,0.946,0.527,2024,N14,25.04
F1597,D,228883.0,36,0.981,0.362,2025,N33,31.93
F1598,E,12633.0,12,0.933,0.175,2025,N07,27.89
F1599,C,126619.0,12,0.916,0.698,2026,N30,31.38
F1600,B,2997765.0,24,0.922,0.523,2026,N35,35.35
F1601,D,85625.0,36,0.906,0.616,2026,N31,29.5
F1602,E,19961.0,12,0.98,0.556,2025,N15,30.0
F1603,C,286843.0,12,0.894,0.747,2026,N19,33.3
F1604,B,58540.0,36,0.92,0.453,2026,N17,29.03
F1605,E,89844.0,12,0.928,0.427,2026,N05,30.46
F1606,E,12817.0,36,0.893,0.223,2025,N02,25.78
F1607,A,45749.0,24,1.0,0.664,2025,N09,30.05
F1608,C,505747.0,36,1.0,0.096,2024,N30,32.14
F1609,E,72026.0,12,0.953,0.314,2026,N33,28.63
F1610,E,42342.0,12,0.981,0.707,2025,N06,27.34
F1611,B,93143.0,24,0.849,0.273,2024,N08,30.5
F1612,B,122138.0,36,0.934,0.194,2025,N13,30.7
F1613,E,305952.0,12,1.0,0.365,2024,N37,31.7
F1614,E,215812.0,24,0.942,0.185,2026,N10,30.49
F1615,D,302387.0,36,0.889,0.174,2024,N20,31.4
F1616,B,20884.0,12,0.89,0.635,2026,N02,29.3
F1617,D,63947.0,36,0.99,0.681,2024,N03,31.68
F1618,D,9582.0,24,0.901,0.824,2025,N21,26.76
F1619,D,589816.0,36,0.989,0.481,2024,N23,32.89
F1620,D,46801.0,12,0.862,0.218,2025,N40,25.32
F1621,C,60794.0,24,0.963,0.799,2026,N29,32.98
F1622,E,824277.0,12,0.971,0.323,2024,N18,31.82
F1623,A,271322.0,12,0.952,0.063,2025,N31,32.03
F1624,D,65822.0,24,0.938,0.562,2025,N20,31.47
F1625,A,70868.0,12,0.974,0.849,2026,N19,30.84
F1626,C,58615.0,24,0.918,0.32,2024,N17,28.28
F1627,E,265609.0,12,0.953,0.059,2025,N17,31.6
F1628,A,3467643.0,24,0.952,0.165,2026,N16,36.58
F1629,B,18275.0,36,0.961,0.419,2024,N21,27.41
F1630,D,549328.0,36,0.907,0.511,2025,N14,32.02
F1631,B,429070.0,24,0.99,0.502,2024,N40,31.48
F1632,C,55486.0,24,0.848,0.202,2024,N04,28.07
F1633,D,142122.0,36,0.886,0.693,2024,N31,32.95
F1634,A,134838.0,24,0.959,0.479,2025,N32,28.94
F1635,D,41599.0,24,0.931,0.393,2026,N29,27.22
F1636,D,46939.0,12,0.874,0.305,2025,N33,28.96
F1637,E,556936.0,12,0.942,0.508,2026,N31,33.76
F1638,B,171774.0,24,0.883,0.393,2024,N06,32.36
F1639,D,63120.0,36,0.913,0.643,2024,N28,30.63
F1640,D,35248.0,36,0.972,0.135,2026,N21,27.34
F1641,C,89994.0,36,0.982,0.65,2026,N14,30.66
F1642,C,107781.0,12,0.977,0.361,2025,N10,27.91
F1643,C,274997.0,24,0.888,0.532,2026,N40,32.27
F1644,D,654329.0,36,0.929,0.211,2024,N11,32.12
F1645,D,107881.0,24,1.0,0.743,2024,N37,35.11
F1646,D,35338.0,24,0.908,0.661,2025,N22,30.76
F1647,A,161582.0,12,1.0,0.36,2024,N32,29.34
F1648,E,125071.0,12,0.922,0.185,2024,N27,27.15
F1649,A,53372.0,12,0.924,0.367,2026,N22,30.48
F1650,E,244281.0,12,0.895,0.286,2024,N40,31.49
F1651,D,92749.0,36,0.91,0.492,2026,N03,29.62
F1652,A,155797.0,24,0.921,0.41,2024,N13,29.13
F1653,A,103653.0,12,0.891,0.47,2025,N36,29.65
F1654,D,179731.0,24,0.918,0.563,2024,N15,31.04
F1655,C,211010.0,24,1.0,0.623,2024,N29,31.93
F1656,E,32250.0,36,0.884,0.382,2024,N28,27.99
F1657,A,307875.0,36,0.872,0.456,2025,N26,31.06
F1658,A,107583.0,12,0.841,0.223,2026,N18,26.12
F1659,C,14243.0,12,0.825,0.405,2024,N15,27.39
F1660,D,70187.0,36,0.985,0.509,2024,N15,32.48
F1661,C,455630.0,12,0.979,0.204,2026,N35,33.24
F1662,B,580814.0,12,0.982,0.444,2024,N11,33.49
F1663,B,49715.0,36,0.972,0.14,2024,N13,30.2
F1664,C,147834.0,24,1.0,0.629,2025,N07,26.71
F1665,B,22826.0,24,0.976,0.462,2026,N15,29.5
F1666,A,183643.0,12,0.986,0.21,2026,N09,30.43
F1667,A,7341.0,24,1.0,0.342,2024,N07,27.65
F1668,D,13780.0,36,1.0,0.882,2025,N11,28.04
F1669,D,172263.0,12,0.994,0.512,2026,N30,31.09
F1670,E,189794.0,24,0.979,0.31,2024,N34,29.3
F1671,B,48444.0,24,0.903,0.609,2025,N36,28.95
F1672,D,188175.0,24,0.916,0.469,2024,N38,31.75
F1673,C,679374.0,24,0.971,0.365,2026,N01,33.28
F1674,D,88290.0,24,1.0,0.239,2026,N35,28.96
F1675,E,212976.0,24,0.857,0.346,2026,N16,31.97
F1676,E,39925.0,36,1.0,0.342,2024,N32,28.03
F1677,A,21934.0,12,0.968,0.316,2024,N04,26.0
F1678,C,870697.0,12,1.0,0.267,2025,N02,32.43
F1679,A,123808.0,12,0.911,0.475,2026,N27,29.21
F1680,B,49182.0,24,0.931,0.58,2025,N18,28.29
F1681,C,13271.0,24,0.909,0.739,2025,N33,27.42
F1682,C,215472.0,24,0.964,0.503,2024,N20,32.62
F1683,B,299735.0,24,0.92,0.104,2025,N21,31.66
F1684,E,551888.0,12,0.874,0.161,2025,N08,31.52
F1685,A,80642.0,12,0.935,0.526,2026,N36,28.7
F1686,B,312383.0,24,0.942,0.119,2024,N01,32.59
F1687,E,109589.0,24,0.958,0.733,2024,N19,30.6
F1688,C,35361.0,24,0.917,0.604,2025,N37,29.03
F1689,D,98400.0,36,0.956,0.83,2026,N38,31.13
F1690,E,51482.0,24,0.974,0.138,2026,N02,30.44
F1691,A,35648.0,36,1.0,0.837,2026,N22,31.14
F1692,A,48610.0,36,0.95,0.14,2024,N24,28.83
F1693,B,291481.0,24,0.928,0.503,2026,N18,31.16
F1694,A,110456.0,24,0.957,0.09,2024,N02,28.98
F1695,A,42306.0,12,0.876,0.139,2025,N08,27.39
F1696,B,86084.0,24,0.843,0.721,2024,N09,32.46
F1697,E,86465.0,12,0.971,0.43,2025,N22,28.19
F1698,E,89479.0,24,0.97,0.343,2024,N02,30.06
F1699,D,127907.0,24,0.942,0.125,2026,N30,31.2
F1700,A,42307.0,36,0.871,0.607,2026,N01,30.27
F1701,E,561141.0,24,0.996,0.421,2024,N17,33.05
F1702,C,26721.0,36,0.904,0.172,2024,N05,27.96
F1703,D,51009.0,12,1.0,0.19,2025,N39,29.97
F1704,D,19980.0,12,0.983,0.346,2025,N06,28.48
F1705,E,64620.0,36,0.952,0.424,2026,N38,31.3
F1706,A,54890.0,12,0.975,0.16,2026,N05,30.39
F1707,B,134670.0,12,0.93,0.08,2026,N40,29.11
F1708,E,17838.0,24,0.929,0.559,2026,N30,25.42
F1709,D,136161.0,24,0.933,0.753,2025,N34,32.64
F1710,D,14130.0,12,0.913,0.299,2024,N29,27.72
F1711,D,470698.0,12,0.912,0.222,2025,N26,30.86
F1712,A,55171.0,12,0.908,0.35,2026,N26,28.28
F1713,B,454182.0,12,0.946,0.463,2024,N29,31.82
F1714,C,659124.0,24,0.8,0.633,2026,N30,33.2
F1715,B,26825.0,24,0.875,0.087,2025,N25,27.64
F1716,C,1199088.0,36,0.921,0.464,2025,N20,35.91
F1717,D,112574.0,24,0.972,0.3,2024,N39,30.94
F1718,D,7435.0,24,0.923,0.135,2025,N35,24.84
F1719,B,140804.0,24,0.945,0.679,2026,N31,31.19
F1720,A,135232.0,24,0.837,0.534,2024,N19,30.34
F1721,C,851276.0,12,0.99,0.543,2026,N13,34.01
F1722,B,10727.0,12,0.931,0.277,2026,N06,29.19
F1723,C,2556.0,36,0.902,0.606,2025,N10,24.94
F1724,A,91118.0,36,0.935,0.391,2024,N28,30.21
F1725,B,55087.0,36,0.995,0.531,2025,N18,29.98
F1726,C,31191.0,24,0.972,0.607,2025,N09,28.31
F1727,D,98483.0,36,0.981,0.618,2025,N02,32.56
F1728,A,860699.0,12,0.996,0.403,2025,N20,33.48
F1729,C,94166.0,36,0.912,0.714,2025,N22,30.57
F1730,E,303563.0,12,0.994,0.258,2024,N03,31.5
F1731,A,41588.0,12,0.839,0.339,2024,N04,26.71
F1732,B,19888.0,12,0.897,0.066,2024,N17,26.19
F1733,E,57150.0,12,0.974,0.429,2025,N14,29.16
F1734,A,937630.0,36,0.984,0.124,2024,N30,32.37
F1735,C,516515.0,12,0.893,0.291,2026,N23,31.71
F1736,B,261172.0,36,0.955,0.83,2026,N14,34.53
F1737,C,67625.0,36,0.989,0.707,2026,N18,29.13
F1738,C,156089.0,12,0.937,0.79,2026,N08,30.85
F1739,B,212720.0,24,0.959,0.31,2024,N14,31.48
F1740,B,16015.0,24,0.962,0.259,2025,N20,26.56
F1741,D,71013.0,12,1.0,0.4,2026,N17,29.48
F1742,A,1052434.0,24,0.912,0.48,2024,N02,32.82
F1743,D,19340.0,12,0.879,0.342,2025,N27,25.89
F1744,D,132882.0,36,1.0,0.153,2026,N01,30.19
F1745,E,55545.0,24,0.966,0.357,2024,N06,28.17
F1746,C,66016.0,12,0.849,0.45,2024,N07,29.94
F1747,E,328572.0,12,0.952,0.504,2024,N28,29.84
F1748,A,37654.0,36,0.883,0.388,2025,N04,30.71
F1749,B,257620.0,24,0.832,0.394,2026,N39,32.08
F1750,D,96097.0,36,1.0,0.452,2025,N08,30.22
F1751,B,382709.0,24,0.947,0.175,2026,N23,32.09
F1752,A,35563.0,12,1.0,0.514,2026,N08,29.43
F1753,D,422308.0,24,0.854,0.482,2024,N19,33.85
F1754,D,97679.0,24,0.954,0.393,2026,N30,29.79
F1755,D,51924.0,24,0.923,0.091,2024,N06,27.11
F1756,E,40802.0,36,0.934,0.101,2026,N39,28.35
F1757,D,8592.0,24,1.0,0.126,2026,N20,25.76
F1758,B,325718.0,12,0.901,0.393,2024,N16,31.39
F1759,D,38553.0,12,0.837,0.441,2025,N12,27.96
F1760,A,427278.0,36,0.986,0.653,2026,N15,32.1
F1761,C,1691291.0,24,0.872,0.558,2024,N14,35.75
F1762,C,13508.0,12,0.997,0.387,2026,N05,27.39
F1763,B,138656.0,36,0.995,0.359,2025,N14,30.28
F1764,C,40704.0,24,0.864,0.319,2025,N36,29.81
F1765,E,109580.0,36,0.97,0.348,2025,N24,30.38
F1766,B,166844.0,24,0.953,0.383,2026,N36,28.81
F1767,C,20853.0,24,0.827,0.288,2025,N13,28.01
F1768,B,339240.0,36,0.873,0.208,2025,N36,31.44
F1769,C,76651.0,24,0.939,0.637,2026,N38,29.29
F1770,A,707905.0,24,0.952,0.287,2025,N35,32.52
F1771,B,98851.0,12,0.936,0.366,2025,N17,29.92
F1772,E,123145.0,36,0.984,0.671,2024,N18,33.25
F1773,D,100447.0,12,0.872,0.355,2024,N09,29.34
F1774,A,3043830.0,36,0.957,0.42,2024,N01,34.05
F1775,E,54244.0,36,0.941,0.312,2026,N22,29.27
F1776,C,5404.0,24,0.882,0.602,2025,N33,25.46
F1777,C,315965.0,12,0.895,0.147,2026,N23,30.76
F1778,B,109205.0,36,0.963,0.662,2024,N31,27.63
F1779,E,280754.0,24,0.979,0.483,2024,N30,30.82
F1780,D,420850.0,36,0.959,0.183,2024,N04,31.94
F1781,C,630182.0,24,0.975,0.595,2024,N40,33.47
F1782,B,133300.0,36,1.0,0.586,2024,N04,29.68
F1783,E,173375.0,24,0.947,0.348,2024,N28,31.11
F1784,A,389242.0,12,0.921,0.644,2024,N10,31.47
F1785,C,546130.0,24,0.84,0.11,2026,N06,30.02
F1786,C,18590.0,36,1.0,0.377,2025,N33,27.88
F1787,A,1014050.0,24,0.919,0.683,2024,N09,34.44
F1788,B,25594.0,12,0.956,0.678,2026,N12,27.79
F1789,A,130572.0,24,0.938,0.325,2026,N02,30.9
F1790,D,413310.0,24,0.927,0.609,2024,N19,32.99
F1791,A,54023.0,24,0.921,0.546,2025,N17,30.96
F1792,B,53517.0,12,0.931,0.294,2024,N25,27.44
F1793,E,639479.0,24,0.943,0.732,2026,N40,33.68
F1794,E,615316.0,24,0.946,0.468,2025,N30,31.23
