verbatim_id,client_id,canal,date,texte,service_destinataire
V006202,63818,enquete,2025-09-03 00:00:00,delai de livraison beaucoup trop long,livraison
V006203,21870,reclamation,2025-06-09 00:00:00,le remboursement n arrive pas,retour
V006204,14830,reclamation,2026-02-14 00:00:00,le colis est arrive en retard,livraison
V006205,66423,reclamation,2026-05-22 00:00:00,article conforme et solide,produit
V006206,34143,chat,2026-01-22 00:00:00,bon rapport qualite prix,prix
V006207,40714,chat,2025-12-24 00:00:00,procedure de retour incomprehensible,retour
V006208,7567,reclamation,2025-07-17 00:00:00,impossible de joindre le service client,contact
V006209,23166,avis,2026-06-27 00:00:00,delai de livraison beaucoup trop long,livraison
V006210,16396,avis,2025-12-14 00:00:00,article conforme et solide,produit
V006211,32350,enquete,2026-02-03 00:00:00,procedure de retour incomprehensible,retour
V006212,36849,reclamation,2026-02-25 00:00:00,delai de livraison beaucoup trop long,livraison
V006213,60566,chat,2026-03-28 00:00:00,personne ne repond au telephone,contact
V006214,26739,chat,2026-08-05 00:00:00,les prix ont augmente,prix
V006215,25052,avis,2026-01-16 00:00:00,la qualite n est pas au rendez vous,produit
V006216,70079,enquete,2026-03-02 00:00:00,promotion interessante ce mois ci,prix
V006217,74652,enquete,2026-02-21 00:00:00,article conforme et solide,produit
V006218,62580,chat,2026-06-03 00:00:00,la qualite n est pas au rendez vous,produit
V006219,26277,chat,2025-12-15 00:00:00,promotion interessante ce mois ci,prix
V006220,21668,avis,2026-01-28 00:00:00,les prix ont augmente,prix
V006221,33623,chat,2025-07-28 00:00:00,conseiller tres aimable et efficace,contact
V006222,12499,enquete,2026-07-04 00:00:00,livraison pas rapide du tout,livraison
V006223,3824,chat,2026-07-08 00:00:00,le remboursement n arrive pas,retour
V006224,5387,avis,2025-07-18 00:00:00,le remboursement n arrive pas,retour
V006225,26474,reclamation,2025-06-24 00:00:00,les prix ont augmente,prix
V006226,2023,chat,2026-06-28 00:00:00,article conforme et solide,produit
V006227,79445,chat,2025-08-03 00:00:00,le remboursement n arrive pas,retour
V006228,56851,enquete,2025-11-19 00:00:00,conseiller tres aimable et efficace,contact
V006229,36613,enquete,2025-09-26 00:00:00,le produit ne correspond pas a la photo,produit
V006230,39846,chat,2025-06-20 00:00:00,la qualite n est pas au rendez vous,produit
V006231,18279,reclamation,2025-11-16 00:00:00,conseiller tres aimable et efficace,contact
V006232,2820,chat,2025-10-04 00:00:00,personne ne repond au telephone,contact
V006233,44128,chat,2025-08-08 00:00:00,la qualite n est pas au rendez vous,produit
V006234,66953,enquete,2025-07-06 00:00:00,delai de livraison beaucoup trop long,livraison
V006235,48192,chat,2025-06-08 00:00:00,conseiller tres aimable et efficace,contact
V006236,37113,enquete,2026-05-04 00:00:00,procedure de retour incomprehensible,retour
V006237,30882,enquete,2026-07-21 00:00:00,article conforme et solide,produit
V006238,67485,enquete,2025-11-13 00:00:00,livraison pas rapide du tout,livraison
V006239,62516,reclamation,2025-05-10 00:00:00,bon rapport qualite prix,prix
V006240,27319,avis,2026-04-19 00:00:00,impossible de retourner l article,retour
V006241,17478,enquete,2025-11-05 00:00:00,les prix ont augmente,prix
V006242,40425,enquete,2026-04-11 00:00:00,article conforme et solide,produit
V006243,32036,chat,2025-04-08 00:00:00,livraison pas rapide du tout,livraison
V006244,39137,reclamation,2025-04-16 00:00:00,les prix ont augmente,prix
V006245,30798,enquete,2026-02-26 00:00:00,la qualite n est pas au rendez vous,produit
V006246,9534,reclamation,2025-12-25 00:00:00,promotion interessante ce mois ci,prix
V006247,39563,enquete,2026-04-12 00:00:00,procedure de retour incomprehensible,retour
V006248,52458,reclamation,2026-08-19 00:00:00,le produit ne correspond pas a la photo,produit
V006249,48243,enquete,2025-11-09 00:00:00,livraison pas rapide du tout,livraison
V006250,15431,chat,2025-09-17 00:00:00,la qualite n est pas au rendez vous,produit
V006251,62701,enquete,2025-06-03 00:00:00,personne ne repond au telephone,contact
V006252,1014,enquete,2025-07-14 00:00:00,la qualite n est pas au rendez vous,produit
V006253,51871,avis,2026-01-10 00:00:00,le produit ne correspond pas a la photo,produit
V006254,36420,avis,2025-06-07 00:00:00,le remboursement n arrive pas,retour
V006255,50653,enquete,2026-05-14 00:00:00,conseiller tres aimable et efficace,contact
V006256,32024,chat,2025-12-07 00:00:00,livraison pas rapide du tout,livraison
V006257,43690,reclamation,2026-04-17 00:00:00,personne ne repond au telephone,contact
V006258,3352,chat,2025-04-25 00:00:00,livraison pas rapide du tout,livraison
V006259,69182,enquete,2026-02-13 00:00:00,le remboursement n arrive pas,retour
V006260,30391,reclamation,2026-07-04 00:00:00,impossible de joindre le service client,contact
V006261,12948,reclamation,2026-03-28 00:00:00,delai de livraison beaucoup trop long,livraison
V006262,35139,enquete,2026-02-12 00:00:00,impossible de joindre le service client,contact
V006263,67816,chat,2025-04-30 00:00:00,bon rapport qualite prix,prix
V006264,59006,enquete,2025-05-22 00:00:00,la qualite n est pas au rendez vous,produit
V006265,59342,enquete,2025-06-17 00:00:00,conseiller tres aimable et efficace,contact
V006266,66021,reclamation,2026-06-12 00:00:00,le produit ne correspond pas a la photo,produit
V006267,71542,chat,2025-04-12 00:00:00,le remboursement n arrive pas,retour
V006268,30783,chat,2025-10-07 00:00:00,conseiller tres aimable et efficace,contact
V006269,21299,chat,2026-01-18 00:00:00,impossible de joindre le service client,contact
V006270,36658,avis,2025-07-01 00:00:00,livraison pas rapide du tout,livraison
V006271,21545,chat,2025-05-22 00:00:00,personne ne repond au telephone,contact
V006272,4142,enquete,2025-10-30 00:00:00,la qualite n est pas au rendez vous,produit
V006273,38530,reclamation,2025-12-28 00:00:00,bon rapport qualite prix,prix
V006274,53335,enquete,2026-07-29 00:00:00,article conforme et solide,produit
V006275,64413,reclamation,2026-01-06 00:00:00,bon rapport qualite prix,prix
V006276,989,enquete,2026-05-24 00:00:00,impossible de joindre le service client,contact
V006277,5629,reclamation,2025-07-25 00:00:00,le produit ne correspond pas a la photo,produit
V006278,69384,chat,2025-10-13 00:00:00,le colis est arrive en retard,livraison
V006279,51944,enquete,2026-06-06 00:00:00,personne ne repond au telephone,contact
V006280,23888,enquete,2025-09-15 00:00:00,impossible de joindre le service client,contact
V006281,14938,enquete,2026-02-18 00:00:00,delai de livraison beaucoup trop long,livraison
V006282,61577,reclamation,2025-05-21 00:00:00,livraison pas rapide du tout,livraison
V006283,40516,avis,2026-02-12 00:00:00,le colis est arrive en retard,livraison
V006284,62770,reclamation,2025-09-07 00:00:00,le remboursement n arrive pas,retour
V006285,54282,reclamation,2025-12-18 00:00:00,personne ne repond au telephone,contact
V006286,36438,chat,2025-09-18 00:00:00,procedure de retour incomprehensible,retour
V006287,69591,avis,2025-12-24 00:00:00,personne ne repond au telephone,contact
V006288,51056,enquete,2026-02-24 00:00:00,bon rapport qualite prix,prix
V006289,69616,chat,2026-03-12 00:00:00,delai de livraison beaucoup trop long,livraison
V006290,68043,chat,2026-07-04 00:00:00,procedure de retour incomprehensible,retour
V006291,61955,enquete,2026-03-28 00:00:00,impossible de joindre le service client,contact
V006292,79865,reclamation,2026-08-17 00:00:00,delai de livraison beaucoup trop long,livraison
V006293,21598,enquete,2025-09-21 00:00:00,la qualite n est pas au rendez vous,produit
V006294,8227,reclamation,2026-02-16 00:00:00,la qualite n est pas au rendez vous,produit
V006295,36749,chat,2025-04-21 00:00:00,le remboursement n arrive pas,retour
V006296,38987,chat,2025-07-12 00:00:00,conseiller tres aimable et efficace,contact
V006297,54689,enquete,2026-02-02 00:00:00,impossible de joindre le service client,contact
V006298,26942,reclamation,2025-05-04 00:00:00,impossible de joindre le service client,contact
V006299,42229,chat,2026-02-02 00:00:00,la qualite n est pas au rendez vous,produit
V006300,37520,reclamation,2025-09-17 00:00:00,article conforme et solide,produit
V006301,34243,chat,2025-06-12 00:00:00,le produit ne correspond pas a la photo,produit
V006302,25600,chat,2025-10-03 00:00:00,les prix ont augmente,prix
V006303,34887,chat,2026-06-17 00:00:00,impossible de retourner l article,retour
V006304,58755,avis,2026-04-18 00:00:00,delai de livraison beaucoup trop long,livraison
V006305,9123,chat,2025-11-21 00:00:00,conseiller tres aimable et efficace,contact
V006306,13977,avis,2026-02-28 00:00:00,article conforme et solide,produit
V006307,61297,avis,2026-06-03 00:00:00,le produit ne correspond pas a la photo,produit
V006308,57510,reclamation,2025-12-17 00:00:00,la qualite n est pas au rendez vous,produit
V006309,70203,enquete,2026-04-15 00:00:00,article conforme et solide,produit
V006310,22764,enquete,2025-06-15 00:00:00,promotion interessante ce mois ci,prix
V006311,20530,reclamation,2025-09-02 00:00:00,impossible de retourner l article,retour
V006312,23352,reclamation,2025-08-14 00:00:00,bon rapport qualite prix,prix
V006313,17481,reclamation,2026-06-18 00:00:00,bon rapport qualite prix,prix
V006314,70265,enquete,2025-12-15 00:00:00,le colis est arrive en retard,livraison
V006315,46513,chat,2025-09-19 00:00:00,bon rapport qualite prix,prix
V006316,61229,reclamation,2025-10-18 00:00:00,impossible de retourner l article,retour
V006317,45097,chat,2025-08-25 00:00:00,promotion interessante ce mois ci,prix
V006318,78980,reclamation,2025-10-26 00:00:00,conseiller tres aimable et efficace,contact
V006319,6779,enquete,2025-10-31 00:00:00,delai de livraison beaucoup trop long,livraison
V006320,5230,enquete,2025-12-04 00:00:00,delai de livraison beaucoup trop long,livraison
V006321,55306,avis,2026-05-04 00:00:00,impossible de joindre le service client,contact
V006322,8838,avis,2026-02-01 00:00:00,delai de livraison beaucoup trop long,livraison
V006323,10369,chat,2026-07-22 00:00:00,les prix ont augmente,prix
V006324,77896,chat,2026-07-01 00:00:00,promotion interessante ce mois ci,prix
V006325,45647,chat,2025-06-11 00:00:00,procedure de retour incomprehensible,retour
V006326,42228,chat,2026-07-03 00:00:00,promotion interessante ce mois ci,prix
V006327,59614,avis,2025-04-23 00:00:00,article conforme et solide,produit
V006328,69141,avis,2025-07-26 00:00:00,la qualite n est pas au rendez vous,produit
V006329,5811,chat,2026-06-28 00:00:00,bon rapport qualite prix,prix
V006330,26828,chat,2026-08-06 00:00:00,le remboursement n arrive pas,retour
V006331,40266,enquete,2025-05-24 00:00:00,promotion interessante ce mois ci,prix
V006332,25402,reclamation,2025-09-05 00:00:00,article conforme et solide,produit
V006333,45787,reclamation,2025-12-04 00:00:00,livraison pas rapide du tout,livraison
V006334,32645,chat,2026-06-14 00:00:00,le colis est arrive en retard,livraison
V006335,55291,enquete,2026-05-19 00:00:00,les prix ont augmente,prix
V006336,36969,enquete,2025-06-30 00:00:00,procedure de retour incomprehensible,retour
V006337,60928,chat,2026-02-19 00:00:00,le produit ne correspond pas a la photo,produit
V006338,10629,chat,2025-06-26 00:00:00,les prix ont augmente,prix
V006339,61614,avis,2025-07-02 00:00:00,livraison pas rapide du tout,livraison
V006340,56284,enquete,2025-04-18 00:00:00,procedure de retour incomprehensible,retour
V006341,61127,chat,2026-06-15 00:00:00,impossible de retourner l article,retour
V006342,24215,chat,2025-05-25 00:00:00,les prix ont augmente,prix
V006343,8397,reclamation,2026-05-31 00:00:00,promotion interessante ce mois ci,prix
V006344,69468,avis,2025-08-27 00:00:00,le colis est arrive en retard,livraison
V006345,7019,reclamation,2026-02-26 00:00:00,bon rapport qualite prix,prix
V006346,41020,chat,2026-03-05 00:00:00,article conforme et solide,produit
V006347,78460,chat,2026-06-24 00:00:00,delai de livraison beaucoup trop long,livraison
V006348,16879,chat,2026-01-01 00:00:00,promotion interessante ce mois ci,prix
V006349,3013,reclamation,2025-12-03 00:00:00,procedure de retour incomprehensible,retour
V006350,46886,avis,2025-10-17 00:00:00,delai de livraison beaucoup trop long,livraison
V006351,7255,enquete,2026-01-05 00:00:00,la qualite n est pas au rendez vous,produit
V006352,2884,chat,2025-05-11 00:00:00,delai de livraison beaucoup trop long,livraison
V006353,16624,chat,2026-03-15 00:00:00,procedure de retour incomprehensible,retour
V006354,73547,reclamation,2025-12-28 00:00:00,le colis est arrive en retard,livraison
V006355,57292,chat,2026-07-25 00:00:00,impossible de joindre le service client,contact
V006356,1664,avis,2026-06-02 00:00:00,impossible de joindre le service client,contact
V006357,31031,reclamation,2026-01-27 00:00:00,impossible de retourner l article,retour
V006358,7022,enquete,2026-07-21 00:00:00,impossible de retourner l article,retour
V006359,18959,enquete,2026-05-23 00:00:00,impossible de joindre le service client,contact
V006360,57432,avis,2025-06-27 00:00:00,delai de livraison beaucoup trop long,livraison
V006361,17919,avis,2026-08-03 00:00:00,impossible de joindre le service client,contact
V006362,33713,avis,2026-06-15 00:00:00,bon rapport qualite prix,prix
V006363,7181,avis,2026-03-02 00:00:00,livraison pas rapide du tout,livraison
V006364,75244,reclamation,2025-09-19 00:00:00,le remboursement n arrive pas,retour
V006365,56232,reclamation,2025-07-29 00:00:00,conseiller tres aimable et efficace,contact
V006366,71736,enquete,2026-02-20 00:00:00,le colis est arrive en retard,livraison
V006367,59427,enquete,2026-03-20 00:00:00,livraison pas rapide du tout,livraison
V006368,8718,reclamation,2026-04-11 00:00:00,le remboursement n arrive pas,retour
V006369,71332,chat,2026-05-02 00:00:00,bon rapport qualite prix,prix
V006370,41391,avis,2026-04-07 00:00:00,le remboursement n arrive pas,retour
V006371,44611,enquete,2026-06-21 00:00:00,promotion interessante ce mois ci,prix
V006372,50065,enquete,2025-05-28 00:00:00,bon rapport qualite prix,prix
V006373,69196,avis,2025-10-18 00:00:00,impossible de retourner l article,retour
V006374,2415,reclamation,2026-08-08 00:00:00,le produit ne correspond pas a la photo,produit
V006375,58780,avis,2025-12-17 00:00:00,delai de livraison beaucoup trop long,livraison
V006376,75041,chat,2026-03-09 00:00:00,promotion interessante ce mois ci,prix
V006377,46950,enquete,2025-10-20 00:00:00,la qualite n est pas au rendez vous,produit
V006378,54438,enquete,2025-09-30 00:00:00,le remboursement n arrive pas,retour
V006379,33458,chat,2026-07-17 00:00:00,le produit ne correspond pas a la photo,produit
V006380,1221,enquete,2026-02-08 00:00:00,personne ne repond au telephone,contact
V006381,24062,enquete,2026-07-07 00:00:00,le remboursement n arrive pas,retour
V006382,73528,reclamation,2026-06-29 00:00:00,bon rapport qualite prix,prix
V006383,45378,enquete,2026-01-19 00:00:00,promotion interessante ce mois ci,prix
V006384,63761,avis,2026-02-19 00:00:00,article conforme et solide,produit
V006385,49866,enquete,2025-08-04 00:00:00,bon rapport qualite prix,prix
V006386,73153,avis,2025-08-31 00:00:00,personne ne repond au telephone,contact
V006387,27072,avis,2026-06-18 00:00:00,le remboursement n arrive pas,retour
V006388,15825,enquete,2026-02-09 00:00:00,le colis est arrive en retard,livraison
V006389,79673,chat,2026-06-04 00:00:00,le remboursement n arrive pas,retour
V006390,33429,reclamation,2026-02-19 00:00:00,delai de livraison beaucoup trop long,livraison
V006391,21549,chat,2025-09-28 00:00:00,la qualite n est pas au rendez vous,produit
V006392,16456,chat,2025-04-13 00:00:00,article conforme et solide,produit
V006393,30431,avis,2026-02-22 00:00:00,livraison pas rapide du tout,livraison
V006394,59541,enquete,2025-08-20 00:00:00,article conforme et solide,produit
V006395,47563,enquete,2025-09-19 00:00:00,personne ne repond au telephone,contact
V006396,39666,enquete,2025-09-29 00:00:00,le produit ne correspond pas a la photo,produit
V006397,49601,enquete,2025-10-18 00:00:00,delai de livraison beaucoup trop long,livraison
V006398,12509,reclamation,2025-07-08 00:00:00,les prix ont augmente,prix
V006399,57807,avis,2026-02-18 00:00:00,livraison pas rapide du tout,livraison
V006400,54066,reclamation,2025-04-10 00:00:00,le remboursement n arrive pas,retour
V006401,71291,reclamation,2025-04-17 00:00:00,promotion interessante ce mois ci,prix
V006402,4849,avis,2025-11-12 00:00:00,les prix ont augmente,prix
V006403,65312,enquete,2026-03-03 00:00:00,le produit ne correspond pas a la photo,produit
V006404,65334,chat,2025-04-11 00:00:00,impossible de retourner l article,retour
V006405,74158,chat,2026-08-15 00:00:00,promotion interessante ce mois ci,prix
V006406,60733,avis,2025-10-25 00:00:00,le produit ne correspond pas a la photo,produit
V006407,67143,enquete,2025-04-13 00:00:00,bon rapport qualite prix,prix
V006408,69633,reclamation,2025-07-24 00:00:00,procedure de retour incomprehensible,retour
V006409,11142,enquete,2025-06-20 00:00:00,bon rapport qualite prix,prix
V006410,23474,reclamation,2026-06-22 00:00:00,les prix ont augmente,prix
V006411,79430,reclamation,2025-07-24 00:00:00,le colis est arrive en retard,livraison
V006412,56922,avis,2026-05-12 00:00:00,article conforme et solide,produit
V006413,48168,chat,2025-10-22 00:00:00,impossible de joindre le service client,contact
V006414,56626,enquete,2025-05-10 00:00:00,le colis est arrive en retard,livraison
V006415,31352,reclamation,2025-07-11 00:00:00,le produit ne correspond pas a la photo,produit
V006416,76017,enquete,2026-03-03 00:00:00,le remboursement n arrive pas,retour
V006417,8730,chat,2026-03-30 00:00:00,procedure de retour incomprehensible,retour
V006418,33541,avis,2025-06-26 00:00:00,le colis est arrive en retard,livraison
V006419,67332,avis,2026-05-16 00:00:00,le remboursement n arrive pas,retour
V006420,49501,chat,2026-03-22 00:00:00,procedure de retour incomprehensible,retour
V006421,63425,chat,2026-04-08 00:00:00,les prix ont augmente,prix
V006422,68800,enquete,2026-05-26 00:00:00,livraison pas rapide du tout,livraison
V006423,66932,avis,2026-01-31 00:00:00,procedure de retour incomprehensible,retour
V006424,47329,reclamation,2026-05-11 00:00:00,personne ne repond au telephone,contact
V006425,48703,enquete,2025-11-21 00:00:00,le remboursement n arrive pas,retour
V006426,52377,chat,2025-04-20 00:00:00,promotion interessante ce mois ci,prix
V006427,32221,enquete,2025-07-17 00:00:00,les prix ont augmente,prix
V006428,69140,chat,2025-04-20 00:00:00,conseiller tres aimable et efficace,contact
V006429,36948,enquete,2025-11-24 00:00:00,impossible de retourner l article,retour
V006430,31472,avis,2025-09-19 00:00:00,livraison pas rapide du tout,livraison
V006431,378,enquete,2026-08-12 00:00:00,impossible de joindre le service client,contact
V006432,54390,enquete,2025-10-03 00:00:00,personne ne repond au telephone,contact
V006433,34358,enquete,2025-07-14 00:00:00,article conforme et solide,produit
V006434,49697,avis,2025-04-09 00:00:00,la qualite n est pas au rendez vous,produit
V006435,46616,enquete,2025-07-11 00:00:00,impossible de joindre le service client,contact
V006436,31015,enquete,2025-07-27 00:00:00,les prix ont augmente,prix
V006437,4298,avis,2026-04-08 00:00:00,conseiller tres aimable et efficace,contact
V006438,34710,chat,2025-08-04 00:00:00,le produit ne correspond pas a la photo,produit
V006439,58286,enquete,2026-07-08 00:00:00,conseiller tres aimable et efficace,contact
V006440,74340,reclamation,2026-01-30 00:00:00,impossible de retourner l article,retour
V006441,62387,enquete,2025-10-23 00:00:00,conseiller tres aimable et efficace,contact
V006442,37792,reclamation,2025-06-24 00:00:00,impossible de joindre le service client,contact
V006443,47941,reclamation,2025-09-09 00:00:00,procedure de retour incomprehensible,retour
V006444,60135,enquete,2025-11-01 00:00:00,procedure de retour incomprehensible,retour
V006445,60343,reclamation,2025-04-29 00:00:00,le remboursement n arrive pas,retour
V006446,40137,enquete,2025-07-28 00:00:00,delai de livraison beaucoup trop long,livraison
V006447,21636,chat,2026-02-23 00:00:00,la qualite n est pas au rendez vous,produit
V006448,21441,chat,2026-07-16 00:00:00,les prix ont augmente,prix
V006449,76438,avis,2026-01-07 00:00:00,les prix ont augmente,prix
V006450,67220,enquete,2025-05-04 00:00:00,bon rapport qualite prix,prix
V006451,28010,chat,2026-01-01 00:00:00,la qualite n est pas au rendez vous,produit
V006452,23907,enquete,2025-07-25 00:00:00,procedure de retour incomprehensible,retour
V006453,68383,avis,2026-01-22 00:00:00,la qualite n est pas au rendez vous,produit
V006454,5448,enquete,2025-12-01 00:00:00,le colis est arrive en retard,livraison
V006455,53367,enquete,2025-04-27 00:00:00,les prix ont augmente,prix
V006456,51885,avis,2025-08-27 00:00:00,delai de livraison beaucoup trop long,livraison
V006457,8812,enquete,2025-09-24 00:00:00,bon rapport qualite prix,prix
V006458,31902,enquete,2026-04-02 00:00:00,le produit ne correspond pas a la photo,produit
V006459,32915,enquete,2025-11-13 00:00:00,personne ne repond au telephone,contact
V006460,6211,reclamation,2026-01-26 00:00:00,article conforme et solide,produit
V006461,70335,chat,2025-12-21 00:00:00,conseiller tres aimable et efficace,contact
V006462,7696,enquete,2025-09-21 00:00:00,delai de livraison beaucoup trop long,livraison
V006463,57090,avis,2026-01-30 00:00:00,bon rapport qualite prix,prix
V006464,70777,enquete,2026-05-27 00:00:00,le produit ne correspond pas a la photo,produit
V006465,67426,enquete,2025-06-07 00:00:00,le produit ne correspond pas a la photo,produit
V006466,39225,avis,2025-09-08 00:00:00,les prix ont augmente,prix
V006467,56773,chat,2025-05-25 00:00:00,livraison pas rapide du tout,livraison
V006468,37374,enquete,2025-05-21 00:00:00,le remboursement n arrive pas,retour
V006469,53943,chat,2025-10-10 00:00:00,delai de livraison beaucoup trop long,livraison
V006470,52754,chat,2026-05-28 00:00:00,le colis est arrive en retard,livraison
V006471,37516,enquete,2026-03-14 00:00:00,promotion interessante ce mois ci,prix
V006472,27111,avis,2025-11-25 00:00:00,article conforme et solide,produit
V006473,20008,reclamation,2025-08-25 00:00:00,le produit ne correspond pas a la photo,produit
V006474,58234,chat,2025-07-15 00:00:00,le produit ne correspond pas a la photo,produit
V006475,3649,chat,2026-03-28 00:00:00,la qualite n est pas au rendez vous,produit
V006476,42036,enquete,2026-01-31 00:00:00,le produit ne correspond pas a la photo,produit
V006477,34064,enquete,2025-11-21 00:00:00,les prix ont augmente,prix
V006478,39370,reclamation,2025-06-08 00:00:00,delai de livraison beaucoup trop long,livraison
V006479,18972,chat,2026-03-31 00:00:00,le produit ne correspond pas a la photo,produit
V006480,52583,avis,2025-12-18 00:00:00,le colis est arrive en retard,livraison
V006481,8982,reclamation,2025-11-08 00:00:00,conseiller tres aimable et efficace,contact
V006482,44355,chat,2025-05-07 00:00:00,impossible de retourner l article,retour
V006483,36086,chat,2025-12-15 00:00:00,impossible de joindre le service client,contact
V006484,43601,chat,2026-04-23 00:00:00,personne ne repond au telephone,contact
V006485,46538,reclamation,2025-12-25 00:00:00,personne ne repond au telephone,contact
V006486,463,enquete,2025-06-26 00:00:00,livraison pas rapide du tout,livraison
V006487,61289,reclamation,2026-05-23 00:00:00,les prix ont augmente,prix
V006488,9729,avis,2026-04-29 00:00:00,conseiller tres aimable et efficace,contact
V006489,12348,avis,2025-08-30 00:00:00,article conforme et solide,produit
V006490,42098,avis,2025-11-01 00:00:00,promotion interessante ce mois ci,prix
V006491,10453,reclamation,2026-01-02 00:00:00,la qualite n est pas au rendez vous,produit
V006492,52221,avis,2026-03-23 00:00:00,article conforme et solide,produit
V006493,16290,avis,2026-01-12 00:00:00,personne ne repond au telephone,contact
V006494,72265,chat,2025-06-11 00:00:00,promotion interessante ce mois ci,prix
V006495,63205,avis,2025-11-20 00:00:00,livraison pas rapide du tout,livraison
V006496,43222,reclamation,2025-06-16 00:00:00,le produit ne correspond pas a la photo,produit
V006497,42717,reclamation,2026-02-17 00:00:00,conseiller tres aimable et efficace,contact
V006498,44208,avis,2026-06-12 00:00:00,delai de livraison beaucoup trop long,livraison
V006499,75479,enquete,2025-06-26 00:00:00,promotion interessante ce mois ci,prix
V006500,61813,enquete,2025-07-06 00:00:00,livraison pas rapide du tout,livraison
V006501,11958,chat,2026-07-06 00:00:00,personne ne repond au telephone,contact
V006502,55523,reclamation,2026-06-15 00:00:00,delai de livraison beaucoup trop long,livraison
V006503,76166,reclamation,2025-11-15 00:00:00,livraison pas rapide du tout,livraison
V006504,43915,enquete,2026-01-25 00:00:00,article conforme et solide,produit
V006505,3265,reclamation,2026-05-06 00:00:00,impossible de retourner l article,retour
V006506,29153,chat,2026-06-21 00:00:00,procedure de retour incomprehensible,retour
V006507,7519,reclamation,2026-03-13 00:00:00,impossible de retourner l article,retour
V006508,24313,avis,2025-10-06 00:00:00,impossible de retourner l article,retour
V006509,13446,avis,2026-03-28 00:00:00,la qualite n est pas au rendez vous,produit
V006510,4928,avis,2025-05-21 00:00:00,le remboursement n arrive pas,retour
V006511,42475,enquete,2026-06-24 00:00:00,impossible de retourner l article,retour
V006512,72836,reclamation,2025-09-03 00:00:00,livraison pas rapide du tout,livraison
V006513,72025,reclamation,2026-03-30 00:00:00,article conforme et solide,produit
V006514,68477,enquete,2025-12-07 00:00:00,la qualite n est pas au rendez vous,produit
V006515,21934,enquete,2026-02-10 00:00:00,le colis est arrive en retard,livraison
V006516,662,chat,2025-12-30 00:00:00,delai de livraison beaucoup trop long,livraison
V006517,9241,enquete,2026-03-24 00:00:00,procedure de retour incomprehensible,retour
V006518,72976,avis,2026-02-11 00:00:00,article conforme et solide,produit
V006519,14823,enquete,2025-08-01 00:00:00,le colis est arrive en retard,livraison
V006520,62053,chat,2026-07-07 00:00:00,impossible de joindre le service client,contact
V006521,42767,chat,2025-05-07 00:00:00,procedure de retour incomprehensible,retour
V006522,35994,chat,2025-05-25 00:00:00,delai de livraison beaucoup trop long,livraison
V006523,44529,chat,2025-09-26 00:00:00,personne ne repond au telephone,contact
V006524,65980,reclamation,2025-11-08 00:00:00,impossible de retourner l article,retour
V006525,12965,reclamation,2025-06-30 00:00:00,promotion interessante ce mois ci,prix
V006526,12429,reclamation,2026-02-18 00:00:00,personne ne repond au telephone,contact
V006527,66651,reclamation,2026-06-22 00:00:00,impossible de joindre le service client,contact
V006528,52572,reclamation,2025-10-08 00:00:00,promotion interessante ce mois ci,prix
V006529,60321,enquete,2026-07-09 00:00:00,la qualite n est pas au rendez vous,produit
V006530,63008,avis,2025-09-25 00:00:00,livraison pas rapide du tout,livraison
V006531,35108,avis,2026-06-06 00:00:00,conseiller tres aimable et efficace,contact
V006532,62556,enquete,2025-04-16 00:00:00,personne ne repond au telephone,contact
V006533,27108,avis,2025-08-29 00:00:00,le colis est arrive en retard,livraison
V006534,53469,chat,2025-08-25 00:00:00,le remboursement n arrive pas,retour
V006535,4390,reclamation,2025-10-20 00:00:00,personne ne repond au telephone,contact
V006536,60161,chat,2025-12-29 00:00:00,procedure de retour incomprehensible,retour
V006537,72940,chat,2025-08-17 00:00:00,livraison pas rapide du tout,livraison
V006538,25313,reclamation,2025-07-20 00:00:00,personne ne repond au telephone,contact
V006539,37086,avis,2025-12-27 00:00:00,delai de livraison beaucoup trop long,livraison
V006540,58247,reclamation,2026-05-26 00:00:00,livraison pas rapide du tout,livraison
V006541,27331,avis,2026-04-12 00:00:00,personne ne repond au telephone,contact
V006542,38714,avis,2025-10-19 00:00:00,procedure de retour incomprehensible,retour
V006543,24488,reclamation,2026-06-25 00:00:00,livraison pas rapide du tout,livraison
V006544,25620,reclamation,2026-05-15 00:00:00,article conforme et solide,produit
V006545,71247,chat,2026-03-07 00:00:00,procedure de retour incomprehensible,retour
V006546,45460,chat,2025-08-17 00:00:00,impossible de joindre le service client,contact
V006547,64830,chat,2026-05-02 00:00:00,le remboursement n arrive pas,retour
V006548,73715,enquete,2025-06-19 00:00:00,procedure de retour incomprehensible,retour
V006549,60024,avis,2025-12-07 00:00:00,delai de livraison beaucoup trop long,livraison
V006550,55761,chat,2026-05-22 00:00:00,la qualite n est pas au rendez vous,produit
V006551,40503,chat,2025-08-01 00:00:00,livraison pas rapide du tout,livraison
V006552,69436,chat,2026-03-07 00:00:00,les prix ont augmente,prix
V006553,12341,chat,2026-07-06 00:00:00,les prix ont augmente,prix
V006554,24139,chat,2025-09-18 00:00:00,impossible de joindre le service client,contact
V006555,63688,avis,2026-05-27 00:00:00,impossible de retourner l article,retour
V006556,7426,avis,2026-04-02 00:00:00,promotion interessante ce mois ci,prix
V006557,25047,chat,2025-09-27 00:00:00,le remboursement n arrive pas,retour
V006558,49911,reclamation,2026-06-12 00:00:00,impossible de retourner l article,retour
V006559,51322,enquete,2026-08-07 00:00:00,promotion interessante ce mois ci,prix
