questionnaire,enqueteur,grappe,strate,duree_min,lat,lon,age,straightlining,prob_inclusion,repondant,sexe,milieu,compte_bancaire,nb_corrections,distance_grappe_m,heure_debut,rang_dans_journee,classe_age,menage_id,invalide,poids_final
Q014014,E061,95,1,37.2,4.280083057507634,18.593814252832463,16,0.132,0.0459,1,F,Urbain,non,0,680.0,10,3,15a34,Q014014,0,21.79
Q014015,E009,58,5,23.0,4.348738706109607,18.55292668268128,13,0.117,0.0544,0,H,Urbain,non,2,666.0,8,8,moins15,Q014015,0,18.38
Q014016,E005,30,6,37.2,4.320218954775129,18.609175985202384,32,0.137,0.0618,1,F,Rural,non,1,773.0,7,8,15a34,Q014016,0,16.18
Q014017,E020,119,1,35.5,4.327880358367116,18.579084678375967,35,0.445,0.0423,1,F,Urbain,non,4,301.0,18,1,35plus,Q014017,0,23.64
Q014018,E001,64,5,32.2,4.236441690051389,18.54858114732538,42,0.343,0.0156,1,F,Rural,oui,3,454.0,10,5,35plus,Q014018,0,64.1
Q014019,E043,98,3,25.4,4.278979493812296,18.55451368506846,57,0.082,0.0552,1,H,Rural,non,2,1021.0,17,2,35plus,Q014019,0,18.12
Q014020,E040,86,4,35.5,4.399998936413233,18.51321881251351,2,0.022,0.0493,1,H,Urbain,oui,1,318.0,18,2,moins15,Q014020,0,20.28
Q014021,E041,85,2,39.1,4.313128936242503,18.49025493701942,20,0.546,0.0683,1,H,Urbain,non,1,687.0,15,6,15a34,Q014021,0,14.64
Q014022,E006,43,2,30.3,4.417796748301714,18.500508641243353,31,0.642,0.0499,1,F,Urbain,non,0,1297.0,8,8,15a34,Q014022,0,20.04
Q014023,E069,52,2,30.4,4.324218886344776,18.501987381571944,55,0.329,0.0642,1,F,Rural,non,0,376.0,7,7,35plus,Q014023,0,15.58
Q014024,E074,53,1,39.6,4.384315254560871,18.540295002037464,25,0.247,0.0464,1,F,Urbain,oui,4,176.0,18,7,15a34,Q014024,1,21.55
Q014025,E045,73,3,46.0,4.347339787665483,18.589149679150726,5,0.135,0.0375,1,F,Rural,non,3,21.0,15,6,moins15,Q014025,0,26.67
Q014026,E001,87,6,40.6,4.3924818166182815,18.584233596230334,13,0.153,0.0608,1,H,Urbain,non,2,18.0,11,6,moins15,Q014026,0,16.45
Q014027,E030,24,5,35.6,4.347326677277583,18.47408104438572,26,0.276,0.0695,1,H,Urbain,non,0,98.0,12,7,15a34,Q014027,0,14.39
Q014028,E054,28,2,32.3,4.37066294960039,18.593014959258248,35,0.332,0.0783,1,F,Urbain,oui,3,978.0,13,8,35plus,Q014028,0,12.77
Q014029,E057,6,4,33.8,4.421541604669681,18.55708350217466,62,0.064,0.0113,1,F,Rural,non,0,17.0,7,7,35plus,Q014029,0,88.5
Q014030,E019,64,1,24.7,4.383552940700925,18.585023374459084,19,0.096,0.0749,0,F,Rural,non,3,653.0,7,8,15a34,Q014030,0,13.35
Q014031,E062,81,1,32.9,4.325589640656041,18.57572693567861,37,0.303,0.0202,1,F,Rural,oui,0,140.0,14,1,35plus,Q014031,0,49.5
Q014032,E073,26,4,41.8,4.26634140490278,18.466286129684377,45,0.285,0.0661,0,F,Rural,oui,2,64.0,14,8,35plus,Q014032,0,15.13
Q014033,E039,86,2,34.3,4.354552773916022,18.559908994900763,21,0.385,0.0669,1,F,Urbain,oui,2,1082.0,11,6,15a34,Q014033,0,14.95
Q014034,E029,1,5,29.6,4.381515072741931,18.62357139393804,54,0.316,0.0476,1,F,Urbain,non,1,448.0,8,3,35plus,Q014034,0,21.01
Q014035,E040,104,1,29.0,4.3676989002599305,18.49065785853014,20,0.285,0.0606,1,H,Rural,oui,0,339.0,16,2,15a34,Q014035,0,16.5
Q014036,E003,83,1,33.8,4.3161080960131954,18.503783033467013,14,0.065,0.0466,1,F,Rural,non,1,18.0,10,3,moins15,Q014036,0,21.46
Q014037,E040,82,5,25.4,4.36758329919467,18.450539969583495,52,0.116,0.0773,1,F,Urbain,oui,3,56.0,8,4,35plus,Q014037,0,12.94
Q014038,E003,85,2,27.6,4.392991702990481,18.52747744640172,28,0.548,0.0212,1,F,Urbain,non,0,75.0,12,3,15a34,Q014038,0,47.17
Q014039,E003,44,1,44.7,4.429677192496775,18.476412418655897,12,0.201,0.049,1,F,Urbain,oui,0,67.0,9,3,moins15,Q014039,0,20.41
Q014040,E042,120,5,26.7,4.34870179710915,18.506970970460667,22,0.355,0.0237,1,H,Urbain,oui,1,108.0,15,4,15a34,Q014040,0,42.19
Q014041,E039,90,5,28.4,4.482847608919647,18.56232137579447,18,0.406,0.0305,1,H,Urbain,non,1,100.0,12,8,15a34,Q014041,0,32.79
Q014042,E075,22,6,36.0,4.43266268659273,18.59078600411311,20,0.16,0.0358,1,H,Rural,oui,0,52.0,15,5,15a34,Q014042,1,27.93
Q014043,E039,111,4,30.9,4.3684138938523835,18.452993387185437,32,0.498,0.0144,1,F,Urbain,oui,0,122.0,17,1,15a34,Q014043,0,69.44
Q014044,E074,89,3,34.6,4.373081301421228,18.52700628988768,24,0.05,0.024,1,H,Urbain,non,0,23.0,8,5,15a34,Q014044,0,41.67
Q014045,E061,38,5,40.0,4.429446288045283,18.5383528205875,60,0.088,0.043,1,H,Rural,oui,1,104.0,9,1,35plus,Q014045,0,23.26
Q014046,E026,114,5,23.2,4.311837524886603,18.543505296832258,25,0.216,0.0209,1,H,Rural,oui,0,91.0,14,4,15a34,Q014046,1,47.85
Q014047,E070,30,4,39.3,4.3198837146808025,18.589970817479042,27,0.089,0.0191,0,H,Rural,non,0,271.0,11,8,15a34,Q014047,0,52.36
Q014048,E037,78,2,29.9,4.295602240047236,18.59009957870153,50,0.11,0.0163,1,F,Urbain,oui,1,50.0,9,6,35plus,Q014048,1,61.35
Q014049,E045,81,6,32.0,4.347242736023356,18.594288550469006,50,0.099,0.0575,1,H,Urbain,non,1,385.0,9,5,35plus,Q014049,1,17.39
Q014050,E008,116,5,47.5,4.316999135230318,18.562140568535632,40,0.414,0.071,1,F,Rural,oui,1,9.0,12,7,35plus,Q014050,0,14.08
Q014051,E016,69,6,24.2,4.342252279677564,18.53744125186731,23,0.216,0.0295,1,F,Rural,oui,1,129.0,18,6,15a34,Q014051,0,33.9
Q014052,E040,120,4,38.1,4.358265889037553,18.524529594829428,51,0.304,0.0622,1,F,Rural,non,1,358.0,8,7,35plus,Q014052,0,16.08
Q014053,E021,35,3,41.9,4.291077347355967,18.580177990911732,23,0.281,0.0499,1,H,Rural,non,0,59.0,13,1,15a34,Q014053,0,20.04
Q014054,E045,97,6,29.2,4.428311480141297,18.50788814891812,13,0.028,0.076,1,H,Rural,oui,2,22.0,17,3,moins15,Q014054,0,13.16
Q014055,E006,30,4,29.3,4.41959448800944,18.50821809320578,20,0.073,0.0395,1,F,Urbain,non,1,205.0,14,3,15a34,Q014055,0,25.32
Q014056,E019,120,5,31.4,4.337003725583007,18.57494654962334,41,0.008,0.0542,1,F,Rural,non,1,546.0,17,4,35plus,Q014056,0,18.45
Q014057,E050,92,6,29.2,4.434092750615083,18.587381461191818,25,0.183,0.0707,1,H,Rural,non,0,37.0,10,8,15a34,Q014057,0,14.14
Q014058,E046,76,2,34.5,4.379423520380698,18.55007952660837,30,0.199,0.0604,0,H,Rural,non,1,386.0,12,6,15a34,Q014058,1,16.56
Q014059,E074,8,2,40.2,4.4149572400606605,18.58174014912098,14,0.269,0.0154,1,H,Urbain,non,3,346.0,7,6,moins15,Q014059,0,64.94
Q014060,E068,60,1,31.5,4.292173409682123,18.536617217518774,41,0.266,0.041,1,H,Rural,oui,1,191.0,9,7,35plus,Q014060,0,24.39
Q014061,E061,18,4,40.5,4.343182332415837,18.542556793476958,18,0.392,0.0103,0,H,Rural,non,1,214.0,10,2,15a34,Q014061,0,97.09
Q014062,E001,111,5,43.8,4.391410905857224,18.568333875026124,16,0.227,0.0766,1,F,Urbain,non,0,50.0,16,5,15a34,Q014062,0,13.05
Q014063,E046,46,6,37.0,4.351803625290377,18.510780836694096,26,0.145,0.0165,1,H,Rural,oui,1,71.0,17,6,15a34,Q014063,0,60.61
Q014064,E018,100,1,37.7,4.351206351807398,18.58591051532398,9,0.175,0.0638,1,F,Rural,non,1,195.0,12,4,moins15,Q014064,0,15.67
Q014065,E021,109,1,29.8,4.354466444523694,18.537914460268308,15,0.271,0.0336,1,H,Rural,non,1,182.0,15,5,15a34,Q014065,1,29.76
Q014066,E016,14,5,15.6,4.378672945709726,18.541127178019284,16,0.479,0.0773,1,H,Urbain,non,1,163.0,7,5,15a34,Q014066,0,12.94
Q014067,E035,92,2,38.1,4.365573226787935,18.55440848539157,32,0.173,0.0635,1,H,Urbain,non,0,2.0,7,5,15a34,Q014067,0,15.75
Q014068,E010,37,3,39.6,4.437904265150105,18.591559043947512,18,0.371,0.0797,1,H,Rural,oui,1,108.0,10,4,15a34,Q014068,0,12.55
Q014069,E040,14,1,35.7,4.3612,18.5551,33,0.158,0.0617,0,H,Rural,non,0,280.0,13,5,15a34,Q014069,1,16.21
Q014070,E013,32,1,40.4,4.3647260277325355,18.48662618347251,27,0.332,0.0422,1,H,Urbain,oui,0,141.0,16,1,15a34,Q014070,0,23.7
Q014071,E038,66,4,30.2,4.395195935402432,18.60132932578245,22,0.032,0.0654,0,H,Rural,non,3,269.0,12,3,15a34,Q014071,0,15.29
Q014072,E047,103,5,37.6,4.297816443217515,18.574430472958536,48,0.091,0.0501,1,F,Urbain,oui,1,160.0,13,8,35plus,Q014072,0,19.96
Q014073,E014,83,6,44.3,4.342815093715401,18.52797056283279,5,0.226,0.0454,1,H,Rural,oui,2,224.0,11,1,moins15,Q014073,1,22.03
Q014074,E008,28,3,38.7,4.36869301446673,18.55340245013145,38,0.187,0.048,0,F,Rural,non,2,831.0,15,5,35plus,Q014074,0,20.83
Q014075,E061,36,4,43.4,4.435144574783449,18.579850702513497,12,0.22,0.0344,0,F,Rural,non,2,102.0,12,7,moins15,Q014075,0,29.07
Q014076,E056,37,6,43.4,4.3668195207716884,18.627652463814552,17,0.12,0.0654,1,F,Urbain,non,1,889.0,17,3,15a34,Q014076,0,15.29
Q014077,E020,89,3,25.5,4.397899625492423,18.52902641191786,22,0.078,0.04,1,H,Rural,non,1,573.0,13,2,15a34,Q014077,0,25.0
Q014078,E067,63,2,39.0,4.40117294893058,18.61585655317438,26,0.47,0.0566,0,H,Urbain,non,1,746.0,8,2,15a34,Q014078,0,17.67
Q014079,E017,3,5,29.6,4.2222099616618864,18.578392540442763,28,0.319,0.0273,1,H,Urbain,non,3,661.0,18,8,15a34,Q014079,0,36.63
Q014080,E070,10,1,26.2,4.3640190891952395,18.503813558384312,31,0.487,0.0656,1,H,Rural,oui,3,1193.0,11,4,15a34,Q014080,0,15.24
Q014081,E009,10,2,32.0,4.338215097444296,18.51961818471293,20,0.175,0.0419,1,F,Rural,non,1,633.0,8,6,15a34,Q014081,1,23.87
Q014082,E050,116,1,46.3,4.435158014949008,18.61047201622748,0,0.243,0.0411,0,F,Urbain,oui,0,121.0,13,7,moins15,Q014082,0,24.33
Q014083,E002,61,4,30.2,4.394933082349636,18.620725929141454,18,0.073,0.0682,1,F,Rural,oui,0,28.0,13,7,15a34,Q014083,0,14.66
Q014084,E015,59,2,21.7,4.403737067026134,18.54754806542228,41,0.047,0.0666,1,F,Rural,non,0,14.0,10,2,35plus,Q014084,0,15.02
Q014085,E031,92,3,23.9,4.385981467113474,18.605014858919166,37,0.283,0.0709,1,F,Rural,oui,1,359.0,15,3,35plus,Q014085,0,14.1
Q014086,E007,23,4,37.3,4.365239149417084,18.567714646799253,38,0.216,0.0116,1,F,Urbain,non,1,7.0,14,6,35plus,Q014086,0,86.21
Q014087,E035,4,2,28.7,4.401778157431121,18.546658790007577,25,0.08,0.0154,1,F,Rural,non,0,95.0,17,3,15a34,Q014087,0,64.94
Q014088,E018,33,3,19.7,4.358933528799877,18.55948089374751,36,0.065,0.0497,1,F,Urbain,non,0,45.0,8,1,35plus,Q014088,0,20.12
Q014089,E008,26,3,24.2,4.42421380424312,18.480280899317926,22,0.489,0.0137,1,F,Rural,non,4,35.0,12,7,15a34,Q014089,0,72.99
Q014090,E073,96,1,35.2,4.306549080370967,18.53644730633049,23,0.264,0.0558,1,H,Rural,non,2,452.0,11,1,15a34,Q014090,0,17.92
Q014091,E074,99,6,39.5,4.411893133510109,18.52371501300237,20,0.139,0.0672,0,H,Rural,oui,2,246.0,16,3,15a34,Q014091,0,14.88
Q014092,E073,77,6,30.9,4.341862286139098,18.60010113628641,45,0.235,0.041,1,F,Rural,non,2,450.0,7,6,35plus,Q014092,1,24.39
Q014093,E012,110,5,38.5,4.393972807309492,18.562461043323527,0,0.116,0.0195,1,H,Urbain,oui,1,18.0,11,3,moins15,Q014093,0,51.28
Q014094,E029,56,1,40.4,4.281413289906811,18.538155820852335,30,0.126,0.0561,1,F,Rural,non,1,198.0,7,2,15a34,Q014094,0,17.83
Q014095,E025,29,3,28.5,4.373484827380434,18.605662977461154,30,0.112,0.0406,1,F,Rural,non,2,542.0,8,8,15a34,Q014095,0,24.63
Q014096,E025,40,3,33.2,4.352443960932646,18.474420934040232,32,0.164,0.0469,1,F,Urbain,non,0,899.0,15,1,15a34,Q014096,0,21.32
Q014097,E032,17,1,29.8,4.357732971344464,18.502325793501836,27,0.143,0.0718,1,H,Urbain,oui,0,297.0,17,6,15a34,Q014097,0,13.93
Q014098,E039,109,6,37.8,4.271623078086251,18.61320147077886,47,0.104,0.0371,1,F,Urbain,non,1,800.0,17,4,35plus,Q014098,0,26.95
Q014099,E037,73,3,29.7,4.3616441948837466,18.582087515294017,29,0.175,0.0748,1,H,Rural,non,0,258.0,11,6,15a34,Q014099,0,13.37
Q014100,E022,93,4,25.5,4.366484388013793,18.47081061313093,25,0.224,0.0598,1,H,Rural,non,3,281.0,15,1,15a34,Q014100,0,16.72
Q014101,E074,34,5,34.4,4.3612,18.5551,38,0.389,0.0315,1,F,Rural,non,2,133.0,12,3,35plus,Q014101,1,31.75
Q014102,E074,87,2,41.8,4.302465173240148,18.486654302217186,5,0.456,0.0653,1,H,Rural,oui,1,630.0,8,7,moins15,Q014102,0,15.31
Q014103,E025,40,3,37.6,4.367884492181839,18.528694440463507,18,0.494,0.0203,1,H,Rural,non,2,173.0,11,4,15a34,Q014103,0,49.26
Q014104,E017,54,6,41.0,4.380345266876848,18.572888937218423,44,0.448,0.0211,1,H,Rural,non,1,509.0,18,3,35plus,Q014104,0,47.39
Q014105,E040,79,5,40.4,4.357469213255812,18.548302267161404,33,0.356,0.0356,1,H,Rural,non,0,526.0,14,8,15a34,Q014105,0,28.09
Q014106,E028,118,4,34.3,4.362246440859445,18.546553237087146,8,0.21,0.0132,1,F,Urbain,non,0,23.0,17,6,moins15,Q014106,0,75.76
Q014107,E075,67,4,29.8,4.361344986643686,18.508833971615445,68,0.115,0.0453,1,F,Rural,non,3,213.0,11,1,35plus,Q014107,0,22.08
Q014108,E033,86,1,27.9,4.332757514123533,18.607688361096244,26,0.079,0.0413,1,H,Rural,non,2,124.0,18,6,15a34,Q014108,0,24.21
Q014109,E003,72,2,22.9,4.351088162216848,18.57483274185656,17,0.067,0.0499,1,F,Urbain,non,1,239.0,9,7,15a34,Q014109,0,20.04
Q014110,E010,51,1,42.3,4.289921076054456,18.509745184842888,7,0.182,0.0451,1,F,Rural,oui,0,44.0,15,8,moins15,Q014110,0,22.17
Q014111,E006,112,5,6.9,4.330767045415524,18.55611656149633,49,0.089,0.0147,1,F,Urbain,oui,0,11.0,11,3,35plus,Q014111,1,68.03
Q014112,E029,116,6,22.1,4.357878912831897,18.53450789522193,15,0.18,0.0269,0,H,Rural,oui,1,519.0,16,4,15a34,Q014112,0,37.17
Q014113,E024,38,1,42.6,4.4217968879293466,18.522604497690264,23,0.609,0.0234,1,F,Rural,oui,0,98.0,14,7,15a34,Q014113,0,42.74
Q014114,E065,108,2,34.7,4.3539175946486806,18.55721840630735,34,0.174,0.0567,1,H,Urbain,oui,2,964.0,8,7,15a34,Q014114,0,17.64
Q014115,E067,55,3,40.8,4.463072064953212,18.633602690517936,0,0.14,0.0725,1,H,Rural,non,0,651.0,10,7,moins15,Q014115,0,13.79
Q014116,E011,89,5,32.2,4.3612,18.5551,41,0.192,0.0104,1,H,Urbain,non,0,309.0,8,3,35plus,Q014116,1,96.15
Q014117,E071,63,3,28.4,4.36348508220785,18.578118567612254,15,0.368,0.0259,0,F,Rural,non,0,444.0,14,1,15a34,Q014117,0,38.61
Q014118,E044,93,1,37.1,4.339311838285108,18.592761333663812,45,0.263,0.049,1,F,Rural,oui,2,66.0,10,8,35plus,Q014118,0,20.41
Q014119,E024,105,4,37.7,4.473301355315627,18.57440210531143,33,0.197,0.0726,0,H,Urbain,oui,1,119.0,10,5,15a34,Q014119,0,13.77
Q014120,E031,51,1,32.0,4.397300000688114,18.59563799308314,46,0.411,0.0109,0,F,Urbain,non,0,449.0,17,7,35plus,Q014120,0,91.74
Q014121,E034,85,4,43.2,4.381931173466646,18.546571810100623,32,0.135,0.037,1,H,Urbain,non,0,310.0,12,7,15a34,Q014121,0,27.03
Q014122,E013,61,6,40.6,4.323925315167202,18.574573275103987,44,0.993,0.0631,1,F,Rural,oui,1,202.0,14,2,35plus,Q014122,1,15.85
Q014123,E066,96,1,38.0,4.338624631087041,18.556140642278308,36,0.332,0.0385,1,F,Rural,oui,2,153.0,16,2,35plus,Q014123,0,25.97
Q014124,E001,23,6,26.2,4.309975491344001,18.485838706234397,28,0.077,0.0498,1,H,Rural,non,0,87.0,17,2,15a34,Q014124,0,20.08
Q014125,E006,88,4,25.2,4.434399732386737,18.497952545790554,35,0.363,0.0167,0,F,Urbain,non,1,373.0,10,1,15a34,Q014125,1,59.88
Q014126,E021,72,1,42.4,4.385077113668195,18.602740831135055,0,0.161,0.0248,1,H,Rural,non,1,420.0,9,1,moins15,Q014126,1,40.32
Q014127,E011,55,2,18.7,4.344485233576878,18.527043078804404,21,0.086,0.0633,1,F,Urbain,non,0,137.0,11,8,15a34,Q014127,0,15.8
Q014128,E005,45,2,33.4,4.336386082263015,18.533767509188824,46,0.112,0.0604,1,F,Urbain,non,1,4.0,7,3,35plus,Q014128,0,16.56
Q014129,E029,85,6,35.0,4.310435861657908,18.588266691852827,10,0.304,0.0538,1,H,Rural,oui,1,436.0,13,5,moins15,Q014129,0,18.59
Q014130,E029,42,5,30.6,4.3565081803574275,18.54384852567007,20,0.259,0.062,1,H,Urbain,non,1,42.0,17,7,15a34,Q014130,0,16.13
Q014131,E010,4,3,33.8,4.368535261745016,18.585532617638076,6,0.057,0.0797,1,F,Rural,non,0,452.0,11,1,moins15,Q014131,0,12.55
Q014132,E061,114,4,36.9,4.2462248407631655,18.54466233849684,2,0.078,0.0515,0,H,Rural,non,0,770.0,10,3,moins15,Q014132,0,19.42
Q014133,E067,54,3,29.9,4.311790379982476,18.498502422272793,23,0.355,0.0658,0,H,Rural,oui,1,464.0,14,6,15a34,Q014133,0,15.2
Q014134,E054,20,3,40.2,4.326171915490442,18.60083875910096,35,0.507,0.0354,1,H,Urbain,oui,0,161.0,7,5,35plus,Q014134,0,28.25
Q014135,E040,28,4,38.1,4.4142741803572205,18.50882729353665,24,0.428,0.0444,1,F,Rural,oui,0,1239.0,10,7,15a34,Q014135,0,22.52
Q014136,E072,100,2,32.7,4.332311201399427,18.613074973248384,10,0.131,0.0213,0,H,Urbain,oui,1,363.0,16,5,moins15,Q014136,1,46.95
Q014137,E027,40,5,28.2,4.270281761860939,18.57864538416542,11,0.24,0.0432,1,H,Urbain,non,0,92.0,18,8,moins15,Q014137,0,23.15
Q014138,E033,34,6,33.4,4.30495251846168,18.523903122801073,14,0.201,0.0696,1,F,Rural,non,1,507.0,16,3,moins15,Q014138,0,14.37
Q014139,E002,59,6,48.8,4.446222316740734,18.579722940692086,24,0.17,0.0502,1,H,Urbain,non,3,190.0,10,5,15a34,Q014139,0,19.92
Q014140,E054,4,2,28.7,4.341361126511846,18.52678481421905,14,0.459,0.0756,1,F,Rural,oui,1,152.0,11,6,moins15,Q014140,0,13.23
Q014141,E007,68,3,44.7,4.3080769000990315,18.511778310303452,45,0.117,0.0471,1,F,Rural,oui,2,512.0,7,4,35plus,Q014141,0,21.23
Q014142,E050,5,2,21.7,4.276321093170998,18.560584808855996,18,0.21,0.0331,1,F,Rural,oui,4,496.0,12,4,15a34,Q014142,0,30.21
Q014143,E059,101,4,28.0,4.361220371147425,18.588901999105218,20,0.284,0.0192,1,F,Urbain,non,1,296.0,15,3,15a34,Q014143,1,52.08
Q014144,E017,52,2,30.2,4.366486958992809,18.563859112988908,35,0.245,0.0688,1,H,Urbain,non,0,596.0,17,8,35plus,Q014144,1,14.53
Q014145,E046,27,3,40.6,4.3820553351162435,18.513168287122998,0,0.028,0.0718,1,H,Rural,oui,3,620.0,8,8,moins15,Q014145,0,13.93
Q014146,E023,55,1,34.4,4.496337824411604,18.482618563641047,51,0.32,0.0737,1,H,Urbain,non,2,343.0,9,4,35plus,Q014146,0,13.57
Q014147,E030,22,4,43.2,4.2981873213988075,18.54119460374339,41,0.385,0.0101,1,F,Urbain,non,0,527.0,9,4,35plus,Q014147,0,99.01
Q014148,E040,39,4,31.7,4.341538855386316,18.495256100511387,40,0.189,0.0767,1,F,Rural,non,1,197.0,15,2,35plus,Q014148,0,13.04
Q014149,E019,16,4,33.6,4.37462174796323,18.545062292336322,15,0.33,0.0463,1,F,Rural,non,0,363.0,16,3,15a34,Q014149,1,21.6
Q014150,E060,81,3,31.7,4.338121296190246,18.548288182399784,15,0.361,0.0365,0,H,Rural,oui,1,106.0,12,6,15a34,Q014150,0,27.4
Q014151,E030,118,5,48.2,4.256717841325195,18.585603077669926,19,0.191,0.0632,1,F,Urbain,non,1,139.0,10,1,15a34,Q014151,0,15.82
Q014152,E035,59,4,11.4,4.385566210204977,18.582296999628113,23,0.227,0.0375,1,F,Rural,non,1,90.0,14,8,15a34,Q014152,1,26.67
Q014153,E062,12,2,30.4,4.328432375784668,18.59912476971501,47,0.292,0.0266,1,H,Rural,non,1,159.0,11,7,35plus,Q014153,0,37.59
Q014154,E018,9,3,27.2,4.306801644939393,18.54911502168264,0,0.038,0.0562,1,F,Rural,non,1,365.0,11,7,moins15,Q014154,0,17.79
Q014155,E034,100,4,38.0,4.315327246916032,18.5299115087055,50,0.189,0.0279,1,H,Urbain,non,1,27.0,8,1,35plus,Q014155,1,35.84
Q014156,E075,42,1,26.0,4.437558261726579,18.571959596594567,25,0.064,0.0131,1,F,Rural,oui,0,48.0,9,2,15a34,Q014156,1,76.34
Q014157,E030,36,3,46.8,4.424951496112878,18.57117011957521,45,0.188,0.0284,1,H,Rural,oui,3,226.0,8,2,35plus,Q014157,0,35.21
Q014158,E009,13,6,34.6,4.305442270407692,18.56895040849134,34,0.236,0.0483,1,H,Rural,non,0,288.0,16,4,15a34,Q014158,0,20.7
Q014159,E022,80,3,36.9,4.273410442481164,18.64549788197939,38,0.479,0.0697,1,H,Rural,oui,1,483.0,14,1,35plus,Q014159,0,14.35
Q014160,E072,8,4,37.2,4.404918185023939,18.58323192120711,43,0.104,0.0173,1,H,Rural,oui,1,80.0,15,7,35plus,Q014160,0,57.8
Q014161,E057,109,5,33.9,4.462910314201328,18.609171461509295,27,0.236,0.0292,1,F,Urbain,oui,0,712.0,7,3,15a34,Q014161,0,34.25
Q014162,E061,25,2,34.9,4.4766345431490056,18.495796043335545,14,0.332,0.0661,1,H,Rural,oui,1,175.0,16,4,moins15,Q014162,0,15.13
Q014163,E020,9,5,34.6,4.289202294454159,18.501311955058867,15,0.086,0.0617,1,F,Urbain,non,2,128.0,12,1,15a34,Q014163,0,16.21
Q014164,E063,85,1,37.6,4.427892551282192,18.51129189403815,43,0.223,0.0618,1,H,Rural,non,0,119.0,10,7,35plus,Q014164,0,16.18
Q014165,E030,43,3,28.2,4.359732013803424,18.550758484162653,52,0.211,0.0177,1,F,Rural,non,1,291.0,18,2,35plus,Q014165,0,56.5
Q014166,E060,84,4,27.1,4.263510213243336,18.54285341752152,18,0.127,0.0227,1,F,Rural,non,3,127.0,17,4,15a34,Q014166,0,44.05
Q014167,E067,5,2,39.7,4.317020027156204,18.563179828466577,45,0.134,0.0734,0,H,Rural,non,0,122.0,10,3,35plus,Q014167,0,13.62
Q014168,E016,104,5,34.0,4.320711281836971,18.63263062933479,43,0.221,0.0282,1,F,Urbain,non,1,150.0,14,4,35plus,Q014168,0,35.46
Q014169,E071,38,1,20.0,4.3837740479261,18.545518046691996,6,0.183,0.0181,1,F,Rural,non,0,413.0,8,5,moins15,Q014169,0,55.25
Q014170,E048,91,4,30.7,4.291654446677003,18.574202961427492,40,0.255,0.076,1,F,Urbain,oui,1,581.0,7,4,35plus,Q014170,1,13.16
Q014171,E055,113,4,44.7,4.4072007000969,18.553832513252086,20,0.076,0.0146,1,H,Urbain,non,1,33.0,18,3,15a34,Q014171,0,68.49
Q014172,E057,65,5,32.9,4.383773283667804,18.604114241925057,50,0.175,0.0662,1,F,Urbain,oui,0,12.0,13,2,35plus,Q014172,1,15.11
Q014173,E013,41,2,30.3,4.411003910516652,18.581862705150957,32,0.014,0.0295,0,F,Urbain,oui,1,61.0,13,7,15a34,Q014173,0,33.9
Q014174,E056,38,1,23.5,4.326990078929757,18.547492891584035,66,0.202,0.0784,1,F,Urbain,non,1,476.0,11,6,35plus,Q014174,0,12.76
Q014175,E016,83,4,30.0,4.379825645403629,18.5980629899534,28,0.051,0.0685,1,H,Urbain,non,1,1768.0,14,6,15a34,Q014175,0,14.6
Q014176,E021,1,6,25.9,4.3082060785715806,18.580519929143616,20,0.147,0.0555,1,F,Urbain,oui,3,113.0,9,4,15a34,Q014176,0,18.02
Q014177,E009,18,5,37.0,4.393835151853217,18.593187788655086,37,0.414,0.0123,1,H,Rural,non,1,137.0,11,5,35plus,Q014177,0,81.3
Q014178,E014,78,2,34.3,4.348134501166726,18.55222684621102,41,0.056,0.0303,1,H,Urbain,non,1,1058.0,11,1,35plus,Q014178,0,33.0
Q014179,E074,4,3,31.5,4.353040992379598,18.583240989409422,38,0.261,0.0745,0,H,Rural,oui,1,62.0,8,2,35plus,Q014179,0,13.42
Q014180,E025,35,2,28.7,4.358363815423571,18.5386406780175,24,0.253,0.0302,0,H,Urbain,non,0,132.0,12,3,15a34,Q014180,0,33.11
Q014181,E030,78,5,44.7,4.272931091050957,18.499145108655284,41,0.103,0.0292,1,H,Urbain,non,0,103.0,17,3,35plus,Q014181,0,34.25
Q014182,E036,31,4,29.1,4.4194917028451846,18.527082190695538,12,0.037,0.0245,1,H,Rural,non,0,511.0,7,1,moins15,Q014182,0,40.82
Q014183,E054,112,3,29.1,4.364143246992579,18.580616251803857,0,0.136,0.0488,1,F,Rural,oui,2,97.0,9,2,moins15,Q014183,0,20.49
Q014184,E044,117,1,32.3,4.419693165611472,18.576707791153833,35,0.015,0.0358,1,F,Rural,non,1,306.0,9,5,35plus,Q014184,0,27.93
Q014185,E041,5,4,33.3,4.416007118442041,18.51568423531314,63,0.132,0.0597,1,H,Rural,non,2,109.0,14,8,35plus,Q014185,0,16.75
Q014186,E063,21,3,37.4,4.319335708412586,18.618806037060804,39,0.065,0.0112,1,F,Urbain,non,1,51.0,7,5,35plus,Q014186,0,89.29
Q014187,E038,109,1,40.5,4.346507059045278,18.500330387903404,18,0.157,0.0411,1,F,Rural,oui,0,138.0,12,1,15a34,Q014187,0,24.33
Q014188,E058,4,2,40.0,4.2824595115841495,18.558242201259322,24,0.924,0.0483,0,H,Urbain,oui,1,478.0,8,1,15a34,Q014188,1,20.7
Q014189,E069,59,5,51.0,4.421298058523387,18.529320846615057,29,0.082,0.0371,1,H,Urbain,non,0,183.0,16,2,15a34,Q014189,0,26.95
