"fournisseur","categorie","volume_annuel","duree_accord","taux_service","part_marque_nationale","exercice","negociateur","taux_remise","attendu","borne_basse","ecart","signale","enjeu_euros"
"F2414","B",194097,24,0.91,0.211,2025,"N11",31.03,30.4590079486583,28.4953501676392,0.570992051341737,FALSE,0
"F2415","A",2262213,24,0.917,0.389,2026,"N18",33.98,34.835720732915,32.8704402820912,-0.855720732914968,FALSE,19358.2256636977
"F2416","C",293155,12,0.921,0.531,2025,"N37",31.93,31.8414026091663,29.8773250797106,0.0885973908337441,FALSE,0
"F2417","A",77232,24,0.954,0.46,2025,"N25",28.9,29.74264550883,27.7794177053509,-0.842645508830042,FALSE,650.791979379618
"F2418","D",407464,12,0.926,0.087,2025,"N17",30.96,31.0685454120812,29.1036816393563,-0.10854541208117,FALSE,442.28347788242
"F2419","C",118364,24,0.933,0.34,2026,"N16",30.99,30.0909967535134,28.1278021046759,0.899003246486625,FALSE,0
"F2420","B",1017121,24,0.919,0.399,2025,"N35",35.74,33.6586336247976,31.6942264125638,2.08136637520239,FALSE,0
"F2421","E",17028,12,0.899,0.316,2024,"N19",25.62,26.5176173524679,24.5529301591332,-0.897617352467879,FALSE,152.84628277823
"F2422","B",803201,36,0.921,0.084,2024,"N10",34.13,32.6638155110827,30.6983764617101,1.46618448891734,FALSE,0
"F2423","E",1307706,12,0.913,0.707,2024,"N01",33.88,34.5992132910119,32.6330417812722,-0.719213291011926,FALSE,9405.19535936041
"F2424","A",753166,24,0.887,0.247,2026,"N39",33.31,32.6174290491223,30.6527810995037,0.692570950877659,FALSE,0
"F2425","D",110266,36,1,0.298,2026,"N23",27.07,30.1904209515126,28.2260544115383,-3.12042095151262,TRUE,3440.76336639491
"F2426","A",7832,24,0.947,0.717,2026,"N35",26.27,26.7366830181948,24.7712061074677,-0.466683018194846,FALSE,36.5506139850204
"F2427","C",35244,12,0.991,0.749,2025,"N29",29.29,29.1926955479425,27.2274482145929,0.0973044520574859,FALSE,0
"F2428","A",99015,36,0.938,0.593,2024,"N19",28.76,30.7498575216192,28.7859470244172,-1.98985752161923,TRUE,1970.25742503128
"F2429","D",596233,12,0.984,0.263,2025,"N14",33.19,32.2832084611885,30.3183714207329,0.906791538811511,FALSE,0
"F2430","B",127344,36,0.955,0.488,2026,"N29",30.89,30.8648695900819,28.9010315119407,0.0251304099180878,FALSE,0
"F2431","C",47824,36,0.879,0.412,2026,"N30",26.23,29.0047936518993,27.0404760884913,-2.77479365189928,TRUE,1327.01731608431
"F2432","A",150394,12,0.999,0.613,2026,"N07",33.08,31.0117019566163,29.047146105497,2.06829804338366,FALSE,0
"F2433","B",562003,12,0.832,0.362,2024,"N04",31.72,32.173520423448,30.2071587834536,-0.453520423448026,FALSE,2548.79838539061
"F2434","B",61329,12,0.989,0.62,2025,"N40",29.08,29.6470259132613,27.6824056223562,-0.567025913261343,FALSE,347.751322344049
"F2435","A",112864,12,0.99,0.439,2024,"N23",29.47,30.0938053846,28.1298348085229,-0.623805384600015,FALSE,704.051709274961
"F2436","E",141620,12,0.942,0.32,2026,"N27",30.55,29.955930225718,27.9921465817351,0.59406977428203,FALSE,0
"F2437","C",186650,24,0.929,0.463,2026,"N04",32.93,31.1590584116264,29.1958330253371,1.77094158837359,FALSE,0
"F2438","D",302543,12,0.976,0.585,2024,"N20",31.7,32.0862768736251,30.1219438523901,-0.386276873625054,FALSE,1168.65364177145
"F2439","E",446817,36,0.953,0.478,2025,"N04",35.3,32.8418545586329,30.877486366657,2.45814544136707,FALSE,0
"F2440","D",14851,36,0.919,0.24,2025,"N28",25.5,26.7102985307412,24.7456438664069,-1.21029853074117,FALSE,179.741434800372
"F2441","E",195216,12,0.847,0.547,2025,"N25",29.27,30.9771208038045,29.0117497289654,-1.7071208038045,FALSE,3332.57294835499
"F2442","E",89486,12,0.957,0.367,2024,"N13",29.29,29.4293155700719,27.4655092325573,-0.139315570071883,FALSE,124.667931034525
"F2443","D",34002,24,0.958,0.587,2025,"N33",28.77,28.8214033456019,26.8576398501327,-0.0514033456018801,FALSE,17.4781655715513
"F2444","A",134536,12,0.867,0.208,2025,"N18",28.2,29.4929736998476,27.5282434195687,-1.29297369984761,FALSE,1739.51509682698
"F2445","A",106079,12,0.893,0.176,2025,"N23",29.17,29.0714579288982,27.1071253015275,0.0985420711017895,FALSE,0
"F2446","B",74720,12,0.885,0.163,2024,"N38",27.72,28.481345405974,26.5166755827667,-0.761345405974001,FALSE,568.877287343774
"F2447","C",194106,12,0.897,0.512,2024,"N11",32.43,31.0817345055354,29.1175396258281,1.34826549446459,FALSE,0
"F2448","C",70140,24,0.91,0.202,2024,"N36",29.13,28.8693661260728,26.9056606144055,0.260633873927233,FALSE,0
"F2449","E",142842,36,0.9,0.682,2026,"N27",31.77,31.439294480008,29.4746912191551,0.330705519992037,FALSE,0
"F2450","E",113415,24,0.988,0.153,2024,"N05",30.02,29.5316194962291,27.5674926550107,0.488380503770948,FALSE,0
"F2451","C",105885,12,0.954,0.434,2024,"N01",27.85,29.9993003302057,28.0355839532457,-2.14930033020565,TRUE,2275.78665463825
"F2452","D",93949,12,0.921,0.322,2024,"N25",29.43,29.3688141139627,27.4051984521861,0.0611858860372863,FALSE,0
"F2453","A",64519,24,0.899,0.451,2026,"N22",30.36,29.2764608236403,27.3129721448207,1.08353917635968,FALSE,0
"F2454","D",463561,12,0.893,0.736,2026,"N13",32.44,32.9890246396898,31.0236518600279,-0.549024639689826,FALSE,2545.06410999255
"F2455","B",212418,12,0.938,0.491,2025,"N26",31.5,31.1782231728004,29.2143027117373,0.321776827199646,FALSE,0
"F2456","C",150361,36,1,0.271,2024,"N16",31.8,30.7212443623766,28.7568237249701,1.07875563762345,FALSE,0
"F2457","D",272978,24,0.975,0.37,2025,"N04",30.48,31.5808976061268,29.6173063709091,-1.10089760612676,FALSE,3005.20826725272
"F2458","B",45818,12,0.893,0.22,2026,"N14",27.57,27.8247836807357,25.8603160241199,-0.254783680735745,FALSE,116.736786839504
"F2459","D",578702,12,0.964,0.441,2026,"N33",33.93,32.6494630318922,30.6850566663897,1.28053696810782,FALSE,0
"F2460","C",13454,36,0.96,0.288,2025,"N01",27.95,26.8260674517844,24.8612731966109,1.12393254821555,FALSE,0
"F2461","E",65090,12,0.934,0.866,2026,"N06",30.53,30.2304591266343,28.2649594358318,0.2995408733657,FALSE,0
"F2462","B",12588,24,0.937,0.592,2025,"N13",26.82,27.1983338064558,25.2338935004512,-0.378333806455757,FALSE,47.6246595566507
"F2463","B",48746,12,0.86,0.21,2024,"N03",28.16,27.8817957176119,25.916666329277,0.278204282388099,FALSE,0
"F2464","D",148215,24,0.89,0.08,2024,"N32",29.3,29.6257791808778,27.661546003176,-0.32577918087777,FALSE,482.853612937987
"F2465","D",101933,12,0.993,0.503,2024,"N29",28.85,30.1447818127698,28.1807156962727,-1.29478181276978,FALSE,1319.80994521062
"F2466","D",1090922,12,0.902,0.729,2026,"N05",31.9,34.357678545767,32.3917182514674,-2.45767854576697,TRUE,26811.3559450519
"F2467","E",128386,12,0.977,0.486,2025,"N40",29.19,30.3803278882388,28.4161769943886,-1.19032788823877,FALSE,1528.21436259422
"F2468","B",165405,24,0.979,0.649,2026,"N09",31.6,31.5163858774389,29.5523122080189,0.0836141225611193,FALSE,0
"F2469","A",88223,24,1,0.65,2026,"N08",31.34,30.5286309613705,28.5643294477073,0.8113690386295,FALSE,0
"F2470","D",27896,12,0.966,0.619,2025,"N14",28.92,28.3437597208766,26.379255463461,0.576240279123393,FALSE,0
"F2471","B",248720,36,0.891,0.725,2025,"N39",32.75,32.5312363557772,30.5662955912593,0.218763644222761,FALSE,0
"F2472","A",533122,12,0.921,0.277,2024,"N21",31.95,31.9952628341628,30.030870068814,-0.0452628341628341,FALSE,241.306126745584
"F2473","C",22962,24,0.963,0.562,2025,"N34",28.44,28.1930192714678,26.22908403787,0.246980728532161,FALSE,0
"F2474","E",9231,12,0.948,0.451,2026,"N24",25.31,25.9606491129303,23.9956274284724,-0.650649112930346,FALSE,60.0614196146002
"F2475","D",11411,36,0.959,0.158,2024,"N13",25.98,26.133145682525,24.1681343739437,-0.153145682524997,FALSE,17.4754538329274
"F2476","A",63979,12,0.949,0.333,2025,"N13",28.13,28.8088079329089,26.8451195507947,-0.678807932908931,FALSE,434.294527395805
"F2477","A",132457,36,0.92,0.697,2024,"N39",33.93,31.4744350848445,29.5100740979245,2.45556491515553,FALSE,0
"F2478","C",215074,36,0.927,0.184,2024,"N26",29.7,30.9118993125706,28.9477151309076,-1.21189931257064,FALSE,2606.48032751819
"F2479","E",6031,36,0.881,0.393,2026,"N31",25.28,25.5200261907762,23.5539581104677,-0.240026190776156,FALSE,14.47597956571
"F2480","C",14001,24,0.861,0.357,2025,"N12",26.13,26.6308220007413,24.6658071690959,-0.500822000741323,FALSE,70.1200883237926
"F2481","B",111595,12,0.958,0.817,2024,"N01",32.32,31.1012111642915,29.1359942435743,1.2187888357085,FALSE,0
"F2482","A",159295,24,0.977,0.78,2024,"N21",32.07,31.845740878571,29.8812344396595,0.224259121429036,FALSE,0
"F2483","A",57822,36,1,0.572,2024,"N03",31.95,29.9463620721789,27.9817700172732,2.00363792782109,FALSE,0
"F2484","C",45997,24,0.872,0.402,2026,"N12",29.38,28.6353778242034,26.6713590782212,0.74462217579655,FALSE,0
"F2485","D",167731,12,0.952,0.149,2025,"N39",30.6,29.8699501633402,27.9057508357278,0.730049836659799,FALSE,0
"F2486","A",41098,12,0.859,0.425,2025,"N30",30.33,28.1879121167927,26.2231571920414,2.14208788320734,FALSE,0
"F2487","C",12066,24,0.923,0.209,2026,"N36",24.33,26.0452338114234,24.0806415076773,-1.71523381142339,FALSE,206.960111686346
"F2488","A",501997,36,0.822,0.269,2026,"N39",33.6,32.1718000849199,30.2052862745048,1.42819991508012,FALSE,0
"F2489","A",288670,24,1,0.271,2025,"N12",32.28,31.410868812406,29.446706033827,0.869131187593954,FALSE,0
"F2490","B",62160,36,0.958,0.518,2026,"N17",29.78,29.8057947730954,27.8418240800144,-0.0257947730953489,FALSE,16.0340309560689
"F2491","E",83790,36,0.905,0.226,2024,"N26",30,29.3602662730748,27.3961437821523,0.63973372692519,FALSE,0
"F2492","E",35111,36,0.925,0.578,2024,"N35",28.91,28.9942572809701,27.0299616842312,-0.0842572809701352,FALSE,29.5835739214242
"F2493","E",689885,24,0.913,0.519,2025,"N10",34.29,33.311747522676,31.34744564729,0.97825247732397,FALSE,0
"F2494","A",174794,24,1,0.605,2024,"N23",31.79,31.5460034631262,29.5818989967376,0.243996536873844,FALSE,0
"F2495","A",325932,12,0.938,0.727,2024,"N36",31.07,32.5043449367121,30.5396620382493,-1.43434493671208,FALSE,4674.98913912442
"F2496","A",74064,24,0.93,0.704,2025,"N16",29.72,30.3161647120674,28.3523007386412,-0.596164712067424,FALSE,441.543432345617
"F2497","C",27485,24,0.975,0.141,2024,"N14",26.12,27.3198735486377,25.3555504700736,-1.19987354863771,FALSE,329.785244843075
"F2498","B",1485214,24,0.882,0.079,2026,"N32",30.45,33.246834966781,31.2806959492062,-2.79683496678101,TRUE,41538.9844835269
"F2499","B",163066,24,0.963,0.717,2024,"N40",30.6,31.7028384287396,29.7386372544301,-1.10283842873963,FALSE,1798.35451220857
"F2500","D",350033,12,0.928,0.214,2024,"N16",31.09,31.1858217244038,29.2216213792701,-0.0958217244038302,FALSE,335.407656582459
"F2501","D",530650,36,0.921,0.511,2025,"N05",34.17,33.2057828768322,31.2414523597866,0.964217123167835,FALSE,0
"F2502","D",1019048,24,0.946,0.545,2026,"N36",34.26,34.0800616763552,32.1155989137949,0.179938323644784,FALSE,0
"F2503","E",191906,24,0.904,0.139,2026,"N31",30.06,30.1275297877748,28.1635083754198,-0.0675297877748307,FALSE,129.593714527166
"F2504","E",16261,36,0.918,0.36,2026,"N08",27.51,27.086368050811,25.1217543793913,0.423631949188962,FALSE,0
"F2505","A",199895,12,0.989,0.878,2026,"N22",31.47,32.1937898127272,30.2279477745339,-0.72378981272719,FALSE,1446.81964615102
"F2506","C",53194,36,0.966,0.161,2024,"N09",29.76,28.6826631775523,26.7183174828276,1.07733682244772,FALSE,0
"F2507","E",75980,36,0.824,0.39,2025,"N22",30.04,29.511422675103,27.5456671065615,0.528577324897043,FALSE,0
"F2508","B",369328,24,0.897,0.411,2025,"N23",32.09,32.0275338999651,30.0637425107099,0.0624661000348894,FALSE,0
"F2509","C",143402,36,0.999,0.144,2025,"N28",28.16,30.286508973044,28.321657986066,-2.12650897304401,TRUE,3049.45639752457
"F2510","E",72221,12,0.923,0.908,2025,"N18",29.37,30.5428464755089,28.5768874392761,-1.1728464755089,FALSE,847.041453077286
"F2511","D",88631,36,0.963,0.391,2025,"N32",30.62,30.0804465726267,28.116709054955,0.539553427373331,FALSE,0
"F2512","C",183598,24,0.984,0.352,2025,"N19",31.73,30.9732395243651,29.0096378248992,0.75676047563493,FALSE,0
"F2513","A",550967,24,0.987,0.238,2026,"N26",31.9,32.2806046115003,30.3161989484244,-0.380604611500274,FALSE,2097.00580984472
"F2514","B",493906,24,0.978,0.193,2025,"N06",32.14,32.0336704530046,30.0692942985272,0.106329546995376,FALSE,0
"F2515","E",18802,36,0.949,0.568,2025,"N08",27.56,28.0111056926095,26.0463395286366,-0.451105692609474,FALSE,84.8168923244333
"F2516","A",195525,36,0.912,0.49,2024,"N12",30.76,31.5012160751988,29.5373441136776,-0.741216075198839,FALSE,1449.26273103253
"F2517","C",153606,24,0.925,0.405,2024,"N36",31.65,30.7245758828091,28.7613365287711,0.925424117190861,FALSE,0
"F2518","A",248315,24,1,0.703,2026,"N29",32.51,32.3357311135173,30.371073601393,0.174268886482743,FALSE,0
"F2519","E",249339,12,0.995,0.197,2024,"N02",30.44,30.6651651521391,28.7003953153087,-0.225165152139081,FALSE,561.424538692062
"F2520","C",222388,36,1,0.503,2026,"N03",31.73,31.9523147058117,29.9879043767518,-0.222314705811691,FALSE,494.401227960503
"F2521","C",352895,24,0.897,0.225,2024,"N14",29.48,31.4981664270023,29.5340427975958,-2.01816642700232,TRUE,7122.00841256984
"F2522","B",136658,36,0.924,0.638,2024,"N08",32.05,31.3894060973457,29.4252425328218,0.660593902654309,FALSE,0
"F2523","D",444266,12,0.917,0.189,2026,"N12",31.92,31.4283027217482,29.4637591658102,0.491697278251785,FALSE,0
"F2524","A",1106603,24,0.9,0.808,2025,"N26",34.45,34.8845150950853,32.9186990659246,-0.434515095085267,FALSE,4808.35707766642
"F2525","C",67498,24,0.873,0.808,2025,"N06",30.75,30.4419097394444,28.4768416371946,0.308090260555591,FALSE,0
"F2526","C",25781,36,0.966,0.678,2024,"N18",29.24,28.9758492355885,27.0111320909769,0.264150764411529,FALSE,0
"F2527","A",71947,24,0.915,0.181,2026,"N10",30.18,28.7221736575193,26.7584395788251,1.45782634248069,FALSE,0
"F2528","A",103535,12,0.877,0.613,2024,"N14",29.22,30.2308353057876,28.2663107925776,-1.01083530578759,FALSE,1046.56833384719
"F2529","D",75266,12,0.909,0.665,2026,"N40",28.57,29.9069066015183,27.9425832533516,-1.3369066015183,FALSE,1006.23612269876
"F2530","D",36458,24,0.98,0.795,2025,"N05",26.81,29.5596601041088,27.5946878088614,-2.74966010410881,TRUE,1002.47108075599
"F2531","C",49439,12,0.933,0.661,2025,"N19",29.5,29.3776919147017,27.413433643733,0.122308085298311,FALSE,0
"F2532","D",250116,36,0.935,0.348,2024,"N13",31.9,31.5685941545682,29.6049040312055,0.331405845431828,FALSE,0
"F2533","C",323230,24,0.857,0.531,2026,"N39",32.73,32.0937676373947,30.1291876952783,0.636232362605263,FALSE,0
"F2534","D",36613,24,0.934,0.187,2025,"N31",28.98,27.7697768066471,25.8060990373971,1.21022319335292,FALSE,0
"F2535","D",83547,12,0.998,0.48,2026,"N02",29.76,29.7225096832063,27.7582771438006,0.0374903167937326,FALSE,0
"F2536","E",18781,12,0.949,0.397,2025,"N35",27.05,26.9972340677873,25.0328075972766,0.0527659322127114,FALSE,0
"F2537","B",43647,24,0.962,0.347,2025,"N36",30.14,28.5489548739544,26.5854761637859,1.59104512604562,FALSE,0
"F2538","D",123262,12,0.813,0.234,2026,"N18",28.67,29.3035977285344,27.3371499327937,-0.633597728534411,FALSE,780.985232146086
"F2539","D",62061,12,0.935,0.505,2024,"N02",27.56,29.2455331399327,27.2818846054986,-1.68553313993271,FALSE,1046.05872197364
"F2540","A",89826,36,0.869,0.317,2025,"N40",30.7,29.6872646785294,27.7228316561691,1.01273532147057,FALSE,0
"F2541","B",19311,24,0.925,0.299,2024,"N35",27.55,27.0371911993482,25.0733272421402,0.512808800651758,FALSE,0
"F2542","A",78129,24,0.906,0.4,2024,"N07",28.44,29.5013590079769,27.538074700384,-1.06135900797691,FALSE,829.229179342284
"F2543","B",13622,36,0.891,0.229,2026,"N12",26.48,26.4340999467203,24.4689170002666,0.0459000532796807,FALSE,0
"F2544","D",98731,36,0.912,0.71,2024,"N31",29.5,31.0535583801627,29.0891625782972,-1.55355838016269,FALSE,1533.84372431843
"F2545","B",93087,24,0.918,0.767,2024,"N18",29.75,30.8599484357769,28.8955927413068,-1.10994843577686,FALSE,1033.2177004116
"F2546","C",34117,36,0.99,0.344,2024,"N33",30.78,28.5310352635402,26.5666781474272,2.24896473645983,FALSE,0
"F2547","C",77007,24,0.943,0.434,2024,"N30",30.07,29.733850157156,27.7706743175959,0.336149842843966,FALSE,0
"F2548","E",131849,36,0.904,0.418,2025,"N15",28.83,30.6247958729648,28.6608509018267,-1.79479587296481,FALSE,2366.42041054537
"F2549","B",169604,24,0.873,0.512,2025,"N20",32.67,31.019157672078,29.0551930397936,1.65084232792204,FALSE,0
"F2550","A",1227592,36,0.971,0.355,2025,"N07",35.92,34.1771096545156,32.2119354187469,1.74289034548436,FALSE,0
"F2551","C",700159,24,0.897,0.388,2024,"N10",29.98,33.0542667897717,31.0899482349498,-3.07426678977174,TRUE,21524.7556125979
"F2552","E",61910,12,1,0.225,2025,"N23",32.11,28.5213809829979,26.5566565907341,3.5886190170021,FALSE,0
"F2553","B",944875,24,1,0.636,2026,"N07",33.64,34.311812559643,32.3463955736476,-0.671812559642959,FALSE,6347.78892292641
"F2554","A",129354,24,1,0.153,2024,"N38",29.83,29.7927016058373,27.8284643740719,0.0372983941627396,FALSE,0
"F2555","A",2149745,24,0.961,0.419,2025,"N38",35.65,34.9702428978207,33.0050223229619,0.679757102179288,FALSE,0
"F2556","D",168462,12,0.997,0.331,2025,"N19",29.47,30.4738810362429,28.5095878900436,-1.00388103624287,FALSE,1691.15807127546
"F2557","E",56944,24,0.857,0.082,2026,"N19",28.21,27.9316048850899,25.9664623396722,0.27839511491015,FALSE,0
"F2558","B",206386,12,0.966,0.238,2024,"N40",32.61,30.4735222288775,28.5093130718499,2.13647777112251,FALSE,0
"F2559","D",112648,36,0.935,0.289,2025,"N35",30.93,30.1248204662654,28.1611357235111,0.805179533734574,FALSE,0
"F2560","D",597031,24,0.937,0.515,2024,"N10",33.94,33.1703684946271,31.20649210919,0.769631505372892,FALSE,0
"F2561","A",74911,36,0.895,0.381,2025,"N03",29.63,29.6255275934908,27.6615760679806,0.00447240650916925,FALSE,0
"F2562","A",65443,36,0.938,0.683,2025,"N32",32.21,30.3396197048989,28.3752799834993,1.87038029510107,FALSE,0
"F2563","E",6378,12,1,0.471,2024,"N17",26.4,25.5714216321025,23.6054020878504,0.828578367897528,FALSE,0
"F2564","A",74893,12,0.977,0.303,2024,"N40",28.5,29.0296589475085,27.0657867388059,-0.52965894750853,FALSE,396.677475557563
"F2565","D",47366,24,0.946,0.241,2025,"N21",27.65,28.3569170448501,26.3934772834779,-0.706917044850073,FALSE,334.838327463685
"F2566","D",47952,36,0.972,0.341,2024,"N32",29.11,28.9724828498526,27.0086700053989,0.137517150147414,FALSE,0
"F2567","B",392440,36,0.961,0.09,2025,"N14",29.64,31.6090333227472,29.6441446973715,-1.96903332274718,TRUE,7727.27437178902
"F2568","B",276222,36,0.894,0.495,2025,"N30",31.6,32.0582467787704,30.0940809816621,-0.458246778770359,FALSE,1265.77841725506
"F2569","C",109785,36,0.959,0.249,2024,"N35",30.54,30.0778059745198,28.1139057738611,0.46219402548018,FALSE,0
"F2570","A",85872,12,0.995,0.412,2026,"N21",29.18,29.5410465353374,27.5769065208619,-0.361046535337398,FALSE,310.03788082493
"F2571","B",38735,36,0.814,0.283,2026,"N18",28.5,28.114518659701,26.148111206103,0.385481340299034,FALSE,0
"F2572","C",29693,36,0.871,0.386,2026,"N01",27.36,28.1528856862894,26.1881680943379,-0.792885686289402,FALSE,235.431546829912
"F2573","A",200158,12,1,0.217,2024,"N29",30.98,30.4065013257027,28.4419652743218,0.573498674297262,FALSE,0
"F2574","D",141901,12,0.981,0.347,2025,"N12",31.83,30.2136523144541,28.2496752813251,1.61634768554589,FALSE,0
"F2575","E",28020,24,0.914,0.393,2024,"N10",27.13,27.8261565056002,25.8624722810061,-0.696156505600165,FALSE,195.063052869166
"F2576","C",93561,12,0.874,0.609,2025,"N19",29.6,30.1417868594303,28.1771418855744,-0.541786859430253,FALSE,506.901203551539
"F2577","D",69045,24,0.942,0.517,2026,"N36",29.41,29.6806589677587,27.7173876297964,-0.270658967758727,FALSE,186.876484289013
"F2578","A",95305,12,0.934,0.231,2026,"N04",28.09,29.0835907621216,27.1197075698501,-0.993590762121645,FALSE,946.941675840034
"F2579","B",712577,36,1,0.227,2026,"N30",31.67,32.9753154578297,31.0098856587438,-1.30531545782965,FALSE,9301.37772993879
"F2580","E",41543,36,0.855,0.717,2026,"N35",29.27,29.4736873877002,27.5078986302036,-0.203687387700199,FALSE,84.6178514722939
"F2581","C",514895,36,0.909,0.602,2026,"N38",34.07,33.4035271791945,31.4390251445755,0.666472820805524,FALSE,0
"F2582","A",344641,24,1,0.248,2024,"N36",32.37,31.6299680837608,29.6657233646225,0.740031916239197,FALSE,0
"F2583","A",108534,12,1,0.556,2026,"N04",31.94,30.3306721743919,28.3662796270607,1.60932782560808,FALSE,0
"F2584","C",305997,24,0.942,0.632,2026,"N28",31.97,32.4509369358693,30.487218077913,-0.48093693586933,FALSE,1471.65259565207
"F2585","D",173984,24,0.908,0.605,2025,"N17",29.82,31.393083111535,29.4294052450004,-1.57308311153501,FALSE,2736.91292077308
"F2586","C",77903,24,0.94,0.304,2025,"N32",29.32,29.3813540986646,27.4180855018853,-0.0613540986646406,FALSE,47.796683482715
"F2587","B",11760,36,0.937,0.284,2025,"N18",25.77,26.4889235867701,24.5241380964076,-0.718923586770067,FALSE,84.5454138041599
"F2588","C",20638,12,0.957,0.788,2024,"N40",25.27,28.3803411046456,26.4149991496197,-3.11034110464564,TRUE,641.912197176768
"F2589","A",30399,36,0.928,0.503,2025,"N39",28.76,28.5860090646071,26.6218967266794,0.173990935392947,FALSE,0
"F2590","E",63817,24,0.948,0.309,2026,"N29",29.74,28.9247877842503,26.9614048256252,0.815212215749746,FALSE,0
"F2591","D",92514,24,0.919,0.487,2026,"N24",30.5,30.0215732845474,28.0583333411709,0.478426715452589,FALSE,0
"F2592","C",523416,24,0.967,0.286,2024,"N27",32.97,32.4338715860348,30.4698511925229,0.536128413965166,FALSE,0
"F2593","B",111696,36,0.984,0.158,2025,"N23",30.39,29.8303727595949,27.8658693146374,0.559627240405057,FALSE,0
"F2594","A",882520,36,0.957,0.758,2026,"N04",36.05,34.706401116474,32.7407141384055,1.34359888352596,FALSE,0
"F2595","D",461807,24,0.956,0.484,2024,"N31",32.51,32.7076836608568,30.7440081280969,-0.197683660856775,FALSE,912.916983692848
"F2596","D",408076,24,0.988,0.314,2025,"N37",32.67,32.0922691872815,30.1282301491933,0.577730812718521,FALSE,0
"F2597","D",101286,12,0.948,0.525,2025,"N27",30.68,30.1114051150835,28.1476249014601,0.568594884916511,FALSE,0
"F2598","B",125203,12,1,0.098,2025,"N16",29.68,29.3436073852609,27.3785050183533,0.336392614739054,FALSE,0
"F2599","D",262184,24,0.872,0.589,2026,"N31",32.23,31.8884331618612,29.9241324596039,0.341566838138807,FALSE,0
"F2600","C",79384,36,0.896,0.394,2024,"N33",29.93,29.8467160147246,27.8827905877539,0.0832839852754077,FALSE,0
"F2601","E",128438,12,0.997,0.569,2026,"N02",32.08,30.6036772387916,28.639134598346,1.47632276120844,FALSE,0
"F2602","A",15512,36,0.988,0.839,2025,"N26",25.44,28.5664380193215,26.5999241124758,-3.12643801932148,TRUE,484.973065557149
"F2603","C",240008,12,0.977,0.413,2024,"N35",30.05,31.2949740666143,29.3308960934201,-1.24497406661431,FALSE,2988.03735779968
"F2604","A",186649,24,0.987,0.496,2024,"N40",31.93,31.320043530939,29.3564110946653,0.609956469060997,FALSE,0
"F2605","C",68946,12,0.936,0.168,2024,"N09",29.14,28.5298590584704,26.5656439896228,0.61014094152965,FALSE,0
"F2606","C",648670,12,0.99,0.409,2024,"N13",32.35,32.9014095279459,30.9365337185925,-0.5514095279459,FALSE,3576.82818492667
"F2607","D",838175,36,0.973,0.29,2025,"N27",34.8,33.41528859462,31.4504124628008,1.38471140538002,FALSE,0
"F2608","B",208947,36,0.86,0.106,2025,"N30",29.79,30.452840230322,28.4875416188776,-0.662840230322043,FALSE,1384.984776051
"F2609","A",53413,24,0.911,0.51,2024,"N16",27.39,29.2107761998461,27.2473843334698,-1.82077619984607,FALSE,972.531191623781
"F2610","B",212970,36,0.942,0.203,2026,"N36",30.29,30.8628719532688,28.8987414114347,-0.572871953268795,FALSE,1220.04539887655
"F2611","C",168922,36,0.79,0.158,2025,"N02",31.3,30.1925176294919,28.2248323052069,1.10748237050808,FALSE,0
"F2612","E",354330,36,0.975,0.286,2025,"N30",32.69,31.9720515061178,30.0075723165493,0.717948493882215,FALSE,0
"F2613","C",73135,36,0.949,0.554,2024,"N24",30.1,30.265600512129,28.3017923227234,-0.165600512129046,FALSE,121.111934545578
"F2614","D",230893,36,0.904,0.433,2025,"N13",29.42,31.6209404057558,29.6570312517779,-2.20094040575576,TRUE,5081.81733106165
"F2615","A",277907,36,0.918,0.355,2025,"N02",33.38,31.6965252916036,29.7326110927112,1.68347470839642,FALSE,0
"F2616","A",220262,36,0.965,0.253,2025,"N26",32.81,31.1262482204126,29.1621423249591,1.68375177958743,FALSE,0
"F2617","A",194388,24,0.98,0.481,2024,"N30",30.95,31.3297050388073,29.3661846884906,-0.37970503880733,FALSE,738.101030836793
"F2618","A",118285,36,0.874,0.283,2025,"N14",30.62,30.0421111211842,28.0777292444348,0.577888878815788,FALSE,0
"F2619","C",65400,12,0.97,0.236,2024,"N21",29.5,28.7008457686326,26.7367347834662,0.799154231367403,FALSE,0
"F2620","A",30745,12,0.927,0.084,2026,"N12",27.74,26.8442905540609,24.879456988512,0.89570944593909,FALSE,0
"F2621","C",8556,36,0.93,0.546,2024,"N02",27.72,26.7693227390091,24.804196992971,0.950677260990908,FALSE,0
"F2622","B",9224,24,0.891,0.28,2026,"N28",24.93,25.6872330214209,23.7222734895414,-0.757233021420937,FALSE,69.8471738958673
"F2623","A",43701,12,0.958,0.243,2026,"N11",26.09,27.9134861741595,25.9494136490435,-1.82348617415951,FALSE,796.881692969449
"F2624","D",58328,12,0.864,0.192,2025,"N08",26.73,28.131775305427,26.1668766810068,-1.40177530542696,FALSE,817.627500149437
"F2625","D",488139,36,0.936,0.587,2024,"N20",34.83,33.3139077256269,31.3495548346975,1.51609227437309,FALSE,0
"F2626","D",211291,36,0.951,0.286,2024,"N39",31.5,31.1542774520392,29.1905494653951,0.345722547960801,FALSE,0
"F2627","D",42125,12,0.847,0.146,2024,"N36",29.18,27.4486203658813,25.4830517430871,1.73137963411875,FALSE,0
"F2628","C",61806,36,0.973,0.488,2025,"N37",30.43,29.8559840263149,27.8920400402217,0.574015973685089,FALSE,0
